between,and,width,kept,reason,because_of
wall of tile 15B700 (room 0x19),wall of tile 020300 (room 0x08),42.955,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 15B700 (room 0x19),wall of tile 01FE00 (room 0x08),42.955,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 15B700 (room 0x19),wall of tile 020100 (room 0x08),42.955,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 15BA00 (room 0x19),wall of tile 07DB00 (room 0x05),35.145,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 15BA00 (room 0x19),wall of tile 13D100 (room 0x05),35.145,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 15BA00 (room 0x19),wall of tile 1D1000 (room 0x03),35.145,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 15BA00 (room 0x19),wall of tile 1D3400 (room 0x03),35.145,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 15C500 (room 0x19),wall of tile 01EC00 (room 0x08),46.860,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 15C500 (room 0x19),wall of tile 01EB00 (room 0x08),46.860,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 15C500 (room 0x19),wall of tile 01DA00 (room 0x08),46.860,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 15C500 (room 0x19),wall of tile 01E100 (room 0x08),46.860,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 16A900 (room 0x13),door 0x1cdf10 (preset 0x0000),43.078,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 16A900 (room 0x13),door 0x1cdf10 (preset 0x0000),0.123,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 16A900 (room 0x13),door 0x1cdf10 (preset 0x0000),0.123,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 16A900 (room 0x13),door 0x1ce010 (preset 0x0001),42.833,no,the line between them touches another wall,wall of tile 16A402 (room 0x14)
wall of tile 16A900 (room 0x13),door 0x1ce010 (preset 0x0001),0.123,no,the line between them touches another wall,door 0x1ce010 (preset 0x0001)
door 0x1cdf10 (preset 0x0000),door 0x1cdf10 (preset 0x0000),42.955,no,neither wall could be placed on a tile,
door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001),0.245,no,neither wall could be placed on a tile,
door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001),0.245,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001),43.201,no,the line between them touches another wall,door 0x1cdf10 (preset 0x0000)
door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001),0.245,no,neither wall could be placed on a tile,
door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001),0.245,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001),42.710,no,the line between them touches another wall,door 0x1cdf10 (preset 0x0000)
door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001),0.245,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001),0.000,no,neither wall could be placed on a tile,
door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001),0.245,no,neither wall could be placed on a tile,
door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001),0.000,no,neither wall could be placed on a tile,
door 0x1ce010 (preset 0x0001),door 0x1ce010 (preset 0x0001),42.955,no,neither wall could be placed on a tile,
door 0x1ce110 (preset 0x0002),door 0x1ce110 (preset 0x0002),46.860,no,the line between them touches another wall,door 0x1ce110 (preset 0x0002)
door 0x1ce110 (preset 0x0002),door 0x1ce110 (preset 0x0002),0.000,no,the line between them touches another wall,door 0x1ce110 (preset 0x0002)
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),0.134,no,the line between them touches another wall,door 0x1ce110 (preset 0x0002)
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),0.134,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1ce110 (preset 0x0002)
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),46.994,no,the line between them touches another wall,door 0x1ce110 (preset 0x0002)
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),0.134,no,the line between them touches another wall,door 0x1ce110 (preset 0x0002)
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),0.134,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce110 (preset 0x0002),door 0x1ce110 (preset 0x0002),46.860,no,neither wall could be placed on a tile,
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),46.727,no,the line between them touches another wall,door 0x1ce110 (preset 0x0002)
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),0.134,no,the line between them touches another wall,door 0x1ce210 (preset 0x0003)
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),0.000,no,the line between them touches another wall,wall of tile 1CBF00 (room 0x0c)
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),0.134,no,neither wall could be placed on a tile,
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),0.000,no,neither wall could be placed on a tile,
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),0.134,no,the line between them touches another wall,door 0x1ce110 (preset 0x0002)
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),46.994,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003),0.134,no,the line between them touches another wall,door 0x1ce110 (preset 0x0002)
door 0x1ce210 (preset 0x0003),door 0x1ce210 (preset 0x0003),46.860,no,the line between them touches another wall,door 0x1ce210 (preset 0x0003)
door 0x1ce310 (preset 0x0004),door 0x1ce310 (preset 0x0004),0.000,no,the line between them touches another wall,door 0x1ce310 (preset 0x0004)
door 0x1ce310 (preset 0x0004),door 0x1ce310 (preset 0x0004),0.000,no,the line between them touches another wall,door 0x1ce310 (preset 0x0004)
door 0x1ce520 (preset 0x0006),door 0x1ce520 (preset 0x0006),0.000,no,the line between them touches another wall,door 0x1ce520 (preset 0x0006)
door 0x1ce520 (preset 0x0006),door 0x1ce520 (preset 0x0006),19.525,no,the line between them touches another wall,door 0x1ce520 (preset 0x0006)
door 0x1ce520 (preset 0x0006),door 0x1ce520 (preset 0x0006),19.525,no,neither wall could be placed on a tile,
door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007),19.525,no,the line between them touches another wall,door 0x1ce520 (preset 0x0006)
door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007),19.525,no,the line between them touches another wall,wall of tile 1E3501 (room 0x10)
door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007),19.525,no,the line between them touches another wall,wall of tile 1E3501 (room 0x10)
door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007),42.956,no,neither wall could be placed on a tile,
door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007),42.956,no,neither wall could be placed on a tile,
door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007),19.525,no,neither wall could be placed on a tile,
door 0x1ce520 (preset 0x0006),door 0x1ce720 (preset 0x0008),0.123,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce720 (preset 0x0008),43.078,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce720 (preset 0x0008),43.078,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce720 (preset 0x0008),0.123,no,the line between them touches another wall,door 0x1ce720 (preset 0x0008)
door 0x1ce520 (preset 0x0006),door 0x1ce720 (preset 0x0008),0.123,no,the line between them touches another wall,door 0x1ce520 (preset 0x0006)
door 0x1ce520 (preset 0x0006),door 0x1ce720 (preset 0x0008),0.123,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce820 (preset 0x0009),0.000,no,the line between them touches another wall,door 0x1ce820 (preset 0x0009)
door 0x1ce520 (preset 0x0006),door 0x1ce820 (preset 0x0009),19.525,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce820 (preset 0x0009),19.525,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce820 (preset 0x0009),0.000,no,the line between them touches another wall,door 0x1ce820 (preset 0x0009)
door 0x1ce520 (preset 0x0006),door 0x1ce820 (preset 0x0009),0.000,no,the line between them touches another wall,door 0x1ce520 (preset 0x0006)
door 0x1ce520 (preset 0x0006),door 0x1ce920 (preset 0x000a),19.525,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce920 (preset 0x000a),42.955,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce920 (preset 0x000a),42.955,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce920 (preset 0x000a),19.525,no,the line between them touches another wall,door 0x1ce920 (preset 0x000a)
door 0x1ce520 (preset 0x0006),door 0x1ce920 (preset 0x000a),19.525,no,the line between them touches another wall,door 0x1ce520 (preset 0x0006)
door 0x1ce520 (preset 0x0006),door 0x1ce920 (preset 0x000a),19.525,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce520 (preset 0x0006),19.525,no,the line between them touches another wall,door 0x1ce520 (preset 0x0006)
door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007),19.525,no,the line between them touches another wall,door 0x1ce520 (preset 0x0006)
door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007),19.525,no,the line between them touches another wall,wall of tile 1E3501 (room 0x10)
door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007),19.525,no,the line between them touches another wall,wall of tile 1E3501 (room 0x10)
door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007),42.956,no,the line between them touches another wall,door 0x1ce520 (preset 0x0006)
door 0x1ce520 (preset 0x0006),door 0x1ce720 (preset 0x0008),0.123,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce720 (preset 0x0008),43.078,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce720 (preset 0x0008),43.078,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce720 (preset 0x0008),0.123,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce820 (preset 0x0009),0.000,no,the line between them touches another wall,door 0x1ce820 (preset 0x0009)
door 0x1ce520 (preset 0x0006),door 0x1ce820 (preset 0x0009),19.525,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce820 (preset 0x0009),19.525,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce820 (preset 0x0009),0.000,no,the line between them touches another wall,door 0x1ce820 (preset 0x0009)
door 0x1ce520 (preset 0x0006),door 0x1ce920 (preset 0x000a),19.525,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
door 0x1ce520 (preset 0x0006),door 0x1ce920 (preset 0x000a),42.955,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
