x,z,between,and
94,2671,wall of tile 16B102 (room 0x12),door 0x1ce720 (preset 0x0008)
94,2671,wall of tile 16B102 (room 0x12),door 0x1ce720 (preset 0x0008)
94,2671,wall of tile 16B102 (room 0x12),door 0x1ce720 (preset 0x0008)
113,2671,wall of tile 16B102 (room 0x12),door 0x1ce820 (preset 0x0009)
94,2671,wall of tile 16B102 (room 0x12),door 0x1ce820 (preset 0x0009)
137,2671,wall of tile 16B102 (room 0x12),door 0x1ce920 (preset 0x000a)
113,2671,wall of tile 16B102 (room 0x12),door 0x1ce920 (preset 0x000a)
113,2671,wall of tile 16B102 (room 0x12),door 0x1ce920 (preset 0x000a)
113,2671,wall of tile 16B102 (room 0x12),door 0x1ce920 (preset 0x000a)
113,2488,wall of tile 16B101 (room 0x12),door 0x1ce520 (preset 0x0006)
113,2488,wall of tile 16B101 (room 0x12),door 0x1ce520 (preset 0x0006)
113,2488,wall of tile 16B101 (room 0x12),door 0x1ce620 (preset 0x0007)
113,2488,wall of tile 16B101 (room 0x12),door 0x1ce620 (preset 0x0007)
137,2488,wall of tile 16B101 (room 0x12),door 0x1ce620 (preset 0x0007)
137,2488,wall of tile 16B101 (room 0x12),door 0x1ce620 (preset 0x0007)
137,2488,wall of tile 16B101 (room 0x12),door 0x1ce720 (preset 0x0008)
94,2488,wall of tile 16B101 (room 0x12),door 0x1ce720 (preset 0x0008)
113,2488,wall of tile 16B101 (room 0x12),door 0x1ce820 (preset 0x0009)
137,2488,wall of tile 16B101 (room 0x12),door 0x1ce920 (preset 0x000a)
113,2488,wall of tile 16B101 (room 0x12),door 0x1ce920 (preset 0x000a)
94,2671,wall of tile 16B202 (room 0x11),door 0x1ce520 (preset 0x0006)
94,2671,wall of tile 16B202 (room 0x11),door 0x1ce820 (preset 0x0009)
94,2671,wall of tile 16B202 (room 0x11),door 0x1ce820 (preset 0x0009)
94,2671,wall of tile 16B202 (room 0x11),door 0x1ce820 (preset 0x0009)
94,2488,wall of tile 1E3501 (room 0x10),door 0x1ce520 (preset 0x0006)
94,2488,wall of tile 1E3501 (room 0x10),door 0x1ce820 (preset 0x0009)
2534,2117,wall of tile 16A900 (room 0x13),door 0x1ce010 (preset 0x0001)
1882,2117,wall of tile 16A900 (room 0x13),door 0x1cf3b8 (preset 0x002f)
1929,2117,wall of tile 16A900 (room 0x13),door 0x1cf3b8 (preset 0x002f)
1929,2117,wall of tile 16A900 (room 0x13),door 0x1cf3b8 (preset 0x002f)
2113,2117,wall of tile 16A900 (room 0x13),door 0x1cf4b8 (preset 0x0033)
2159,2117,wall of tile 16A900 (room 0x13),door 0x1cf4b8 (preset 0x0033)
2159,2117,wall of tile 16A900 (room 0x13),door 0x1cf4b8 (preset 0x0033)
2718,2074,door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001)
2534,2116,door 0x1cdf10 (preset 0x0000),door 0x1ce010 (preset 0x0001)
2718,1566,door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003)
2534,1613,door 0x1ce110 (preset 0x0002),door 0x1ce210 (preset 0x0003)
94,2574,door 0x1ce520 (preset 0x0006),door 0x1ce820 (preset 0x0009)
113,2488,door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007)
113,2488,door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007)
113,2488,door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007)
94,2488,door 0x1ce520 (preset 0x0006),door 0x1ce720 (preset 0x0008)
113,2488,door 0x1ce520 (preset 0x0006),door 0x1ce820 (preset 0x0009)
113,2488,door 0x1ce520 (preset 0x0006),door 0x1ce920 (preset 0x000a)
113,2488,door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007)
113,2671,door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007)
113,2671,door 0x1ce520 (preset 0x0006),door 0x1ce720 (preset 0x0008)
113,2574,door 0x1ce520 (preset 0x0006),door 0x1ce820 (preset 0x0009)
113,2671,door 0x1ce520 (preset 0x0006),door 0x1ce820 (preset 0x0009)
113,2671,door 0x1ce520 (preset 0x0006),door 0x1ce920 (preset 0x000a)
113,2671,door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007)
113,2671,door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007)
113,2671,door 0x1ce520 (preset 0x0006),door 0x1ce620 (preset 0x0007)
113,2671,door 0x1ce620 (preset 0x0007),door 0x1ce720 (preset 0x0008)
113,2671,door 0x1ce620 (preset 0x0007),door 0x1ce820 (preset 0x0009)
113,2579,door 0x1ce620 (preset 0x0007),door 0x1ce920 (preset 0x000a)
113,2488,door 0x1ce620 (preset 0x0007),door 0x1ce820 (preset 0x0009)
137,2488,door 0x1ce620 (preset 0x0007),door 0x1ce920 (preset 0x000a)
137,2671,door 0x1ce620 (preset 0x0007),door 0x1ce720 (preset 0x0008)
137,2579,door 0x1ce620 (preset 0x0007),door 0x1ce920 (preset 0x000a)
137,2671,door 0x1ce620 (preset 0x0007),door 0x1ce920 (preset 0x000a)
94,2488,door 0x1ce720 (preset 0x0008),door 0x1ce820 (preset 0x0009)
113,2488,door 0x1ce720 (preset 0x0008),door 0x1ce820 (preset 0x0009)
113,2488,door 0x1ce720 (preset 0x0008),door 0x1ce820 (preset 0x0009)
113,2488,door 0x1ce720 (preset 0x0008),door 0x1ce920 (preset 0x000a)
137,2488,door 0x1ce720 (preset 0x0008),door 0x1ce920 (preset 0x000a)
137,2488,door 0x1ce720 (preset 0x0008),door 0x1ce920 (preset 0x000a)
113,2488,door 0x1ce720 (preset 0x0008),door 0x1ce920 (preset 0x000a)
113,2671,door 0x1ce720 (preset 0x0008),door 0x1ce820 (preset 0x0009)
113,2671,door 0x1ce720 (preset 0x0008),door 0x1ce820 (preset 0x0009)
137,2671,door 0x1ce720 (preset 0x0008),door 0x1ce920 (preset 0x000a)
137,2671,door 0x1ce720 (preset 0x0008),door 0x1ce920 (preset 0x000a)
113,2671,door 0x1ce720 (preset 0x0008),door 0x1ce920 (preset 0x000a)
113,2671,door 0x1ce720 (preset 0x0008),door 0x1ce920 (preset 0x000a)
94,2671,door 0x1ce720 (preset 0x0008),door 0x1ce820 (preset 0x0009)
94,2488,door 0x1ce720 (preset 0x0008),door 0x1ce820 (preset 0x0009)
94,2671,door 0x1ce720 (preset 0x0008),door 0x1ce820 (preset 0x0009)
113,2488,door 0x1ce820 (preset 0x0009),door 0x1ce920 (preset 0x000a)
113,2488,door 0x1ce820 (preset 0x0009),door 0x1ce920 (preset 0x000a)
113,2488,door 0x1ce820 (preset 0x0009),door 0x1ce920 (preset 0x000a)
113,2488,door 0x1ce820 (preset 0x0009),door 0x1ce920 (preset 0x000a)
113,2671,door 0x1ce820 (preset 0x0009),door 0x1ce920 (preset 0x000a)
113,2671,door 0x1ce820 (preset 0x0009),door 0x1ce920 (preset 0x000a)
113,2671,door 0x1ce820 (preset 0x0009),door 0x1ce920 (preset 0x000a)
113,2671,door 0x1ce820 (preset 0x0009),door 0x1ce920 (preset 0x000a)
3038,2304,door 0x1cecb8 (preset 0x002b),door 0x1cedb8 (preset 0x002c)
3038,2351,door 0x1cecb8 (preset 0x002b),door 0x1cedb8 (preset 0x002c)
3038,2351,door 0x1cecb8 (preset 0x002b),door 0x1cedb8 (preset 0x002c)
3038,2351,door 0x1cecb8 (preset 0x002b),door 0x1cedb8 (preset 0x002c)
3038,2351,door 0x1cecb8 (preset 0x002b),door 0x1cedb8 (preset 0x002c)
3038,2351,door 0x1cecb8 (preset 0x002b),door 0x1cedb8 (preset 0x002c)
3038,2808,door 0x1ceeb8 (preset 0x002d),door 0x1cefb8 (preset 0x002e)
3038,2808,door 0x1ceeb8 (preset 0x002d),door 0x1cefb8 (preset 0x002e)
3038,2808,door 0x1ceeb8 (preset 0x002d),door 0x1cefb8 (preset 0x002e)
3038,2855,door 0x1ceeb8 (preset 0x002d),door 0x1cefb8 (preset 0x002e)
