x,z,between,and
976,-245,wall of tile 01AA49 (room 0x21),glass 0x1d7d44 (preset 0x27c8)
976,-245,wall of tile 01AA49 (room 0x21),glass 0x1d7d44 (preset 0x27c8)
1231,1115,wall of tile 01A549 (room 0x26),glass 0x1d7f20 (preset 0x27c3)
1231,1115,wall of tile 01A549 (room 0x26),glass 0x1d7f20 (preset 0x27c3)
1231,1115,wall of tile 01A549 (room 0x26),glass 0x1d7f20 (preset 0x27c3)
-954,-245,wall of tile 021649 (room 0x3b),glass 0x1d78a4 (preset 0x27bc)
-954,-245,wall of tile 021649 (room 0x3b),glass 0x1d78a4 (preset 0x27bc)
-976,-245,wall of tile 021649 (room 0x3b),glass 0x1d7cb0 (preset 0x27c7)
-976,-245,wall of tile 018A49 (room 0x3a),glass 0x1d7cb0 (preset 0x27c7)
-1231,1115,wall of tile 021B48 (room 0x31),glass 0x1d7de8 (preset 0x27c5)
-1231,1115,wall of tile 021B48 (room 0x31),glass 0x1d7de8 (preset 0x27c5)
-1231,1115,wall of tile 021B48 (room 0x31),glass 0x1d7de8 (preset 0x27c5)
-1231,1115,wall of tile 01854A (room 0x32),glass 0x1d7de8 (preset 0x27c5)
-1231,1115,wall of tile 01854A (room 0x32),glass 0x1d7de8 (preset 0x27c5)
-1644,-509,wall of tile 01944A (room 0x3a),door 0x1d88dc (preset 0x008f)
-1628,-509,wall of tile 01944A (room 0x3a),door 0x1d88dc (preset 0x008f)
-1644,-509,wall of tile 01F811 (room 0x0d),door 0x1d88dc (preset 0x008f)
-1952,-1750,wall of tile 01EB11 (room 0x0e),door 0x1d8afc (preset 0x0094)
-1952,-1738,wall of tile 01EB11 (room 0x0e),door 0x1d8afc (preset 0x0094)
-1952,-1738,wall of tile 01EB11 (room 0x0e),door 0x1d8afc (preset 0x0094)
-2059,-1750,wall of tile 01EB12 (room 0x0e),door 0x1d8afc (preset 0x0094)
-2059,-1750,wall of tile 01EB12 (room 0x0e),door 0x1d8afc (preset 0x0094)
-2059,-1738,wall of tile 01EB12 (room 0x0e),door 0x1d8afc (preset 0x0094)
-2059,-1750,wall of tile 01AE21 (room 0x13),door 0x1d8afc (preset 0x0094)
-2059,-1750,wall of tile 01AE21 (room 0x13),door 0x1d8afc (preset 0x0094)
-1952,-1750,wall of tile 01AE22 (room 0x13),door 0x1d8afc (preset 0x0094)
-1952,-1750,wall of tile 01AE22 (room 0x13),door 0x1d8afc (preset 0x0094)
-3292,-2115,wall of tile 02E721 (room 0x13),wall of tile 054921 (room 0x13)
-4413,-28,wall of tile 01B260 (room 0x52),door 0x1d99bc (preset 0x009e)
-4413,-11,wall of tile 01B260 (room 0x52),door 0x1d99bc (preset 0x009e)
-4610,-23,wall of tile 01B462 (room 0x52),door 0x1d99bc (preset 0x009e)
-4609,-6,wall of tile 01B462 (room 0x52),door 0x1d99bc (preset 0x009e)
-1385,-2748,wall of tile 056122 (room 0x13),door 0x1d957c (preset 0x0095)
-1369,-2748,wall of tile 056122 (room 0x13),door 0x1d957c (preset 0x0095)
-1369,-2748,wall of tile 056122 (room 0x13),door 0x1d957c (preset 0x0095)
-1385,-2514,wall of tile 056121 (room 0x13),door 0x1d957c (preset 0x0095)
-1369,-2514,wall of tile 056121 (room 0x13),door 0x1d957c (preset 0x0095)
-1385,-2514,wall of tile 056121 (room 0x13),door 0x1d957c (preset 0x0095)
-1385,-2514,wall of tile 056121 (room 0x13),door 0x1d957c (preset 0x0095)
-329,-2991,wall of tile 07391A (room 0x0f),generic 0x1d7154 (preset 0x276c)
-329,-3041,wall of tile 073A19 (room 0x0f),generic 0x1d7154 (preset 0x276c)
-986,-1098,wall of tile 07761A (room 0x10),door 0x1d8d0c (preset 0x0091)
-986,-1082,wall of tile 07761A (room 0x10),door 0x1d8d0c (preset 0x0091)
-1221,-1098,wall of tile 077619 (room 0x10),door 0x1d8c0c (preset 0x0090)
-1221,-1098,wall of tile 077619 (room 0x10),door 0x1d8c0c (preset 0x0090)
-1221,-1082,wall of tile 077619 (room 0x10),door 0x1d8c0c (preset 0x0090)
-1221,-1082,wall of tile 019548 (room 0x3a),door 0x1d8c0c (preset 0x0090)
-1221,-1082,wall of tile 019548 (room 0x3a),door 0x1d8c0c (preset 0x0090)
-986,-1082,wall of tile 019648 (room 0x3a),door 0x1d8d0c (preset 0x0091)
-954,-245,wall of tile 01CC4A (room 0x2f),glass 0x1d78a4 (preset 0x27bc)
-954,-245,wall of tile 01CC4A (room 0x2f),glass 0x1d78a4 (preset 0x27bc)
-445,-245,wall of tile 02174A (room 0x3b),glass 0x1d7938 (preset 0x27c9)
-445,-245,wall of tile 01C849 (room 0x2f),glass 0x1d7938 (preset 0x27c9)
-467,-245,wall of tile 01C94A (room 0x2f),glass 0x1d78a4 (preset 0x27bc)
-467,-245,wall of tile 01C94A (room 0x2f),glass 0x1d78a4 (preset 0x27bc)
-1082,-3183,wall of tile 07621A (room 0x12),door 0x1d968c (preset 0x0096)
-1082,-3183,wall of tile 07621A (room 0x12),door 0x1d968c (preset 0x0096)
-1082,-3183,wall of tile 07621A (room 0x12),door 0x1d968c (preset 0x0096)
-1082,-3165,wall of tile 07621A (room 0x12),door 0x1d968c (preset 0x0096)
-934,-3183,wall of tile 076219 (room 0x12),door 0x1d968c (preset 0x0096)
-934,-3165,wall of tile 076219 (room 0x12),door 0x1d968c (preset 0x0096)
-934,-3165,wall of tile 076219 (room 0x12),door 0x1d968c (preset 0x0096)
-1389,-4169,wall of tile 07BE32 (room 0x18),door 0x1d8e2c (preset 0x0097)
-1373,-4169,wall of tile 07BE32 (room 0x18),door 0x1d8e2c (preset 0x0097)
-1389,-4169,wall of tile 07BE32 (room 0x18),door 0x1d8e2c (preset 0x0097)
-1389,-4318,wall of tile 07BE31 (room 0x18),door 0x1d8f2c (preset 0x0098)
-1373,-4318,wall of tile 07BE31 (room 0x18),door 0x1d8f2c (preset 0x0098)
-1373,-4318,wall of tile 07BE31 (room 0x18),door 0x1d8f2c (preset 0x0098)
-1389,-4318,wall of tile 003938 (room 0x1c),door 0x1d8f2c (preset 0x0098)
-1389,-4318,wall of tile 003938 (room 0x1c),door 0x1d8f2c (preset 0x0098)
-1389,-4169,wall of tile 003538 (room 0x1c),door 0x1d8e2c (preset 0x0097)
-1389,-4169,wall of tile 003538 (room 0x1c),door 0x1d8e2c (preset 0x0097)
1070,-1995,wall of tile 077432 (room 0x17),door 0x1d979c (preset 0x009b)
1070,-1995,wall of tile 077432 (room 0x17),door 0x1d979c (preset 0x009b)
1305,-1995,wall of tile 077431 (room 0x17),door 0x1d979c (preset 0x009b)
1305,-1995,wall of tile 077431 (room 0x17),door 0x1d979c (preset 0x009b)
1070,-1977,wall of tile 033309 (room 0x0b),door 0x1d979c (preset 0x009b)
1070,-1995,wall of tile 033309 (room 0x0b),door 0x1d979c (preset 0x009b)
1070,-1977,wall of tile 033309 (room 0x0b),door 0x1d979c (preset 0x009b)
1305,-1977,wall of tile 03330A (room 0x0b),door 0x1d979c (preset 0x009b)
1305,-1977,wall of tile 03330A (room 0x0b),door 0x1d979c (preset 0x009b)
986,-1082,wall of tile 032509 (room 0x0b),door 0x1d946c (preset 0x0092)
1628,-509,wall of tile 01B449 (room 0x21),door 0x1d89ec (preset 0x0093)
1644,-509,wall of tile 01B449 (room 0x21),door 0x1d89ec (preset 0x0093)
1644,-509,wall of tile 048901 (room 0x0a),door 0x1d89ec (preset 0x0093)
4099,-212,wall of tile 04CB01 (room 0x09),wall of tile 028302 (room 0x0a)
3993,18,wall of tile 033B01 (room 0x0a),generic 0x1d3c28 (preset 0x2798)
3993,-269,wall of tile 033B01 (room 0x0a),generic 0x1d4348 (preset 0x2794)
3993,21,wall of tile 033B01 (room 0x0a),generic 0x1d4348 (preset 0x2794)
3885,383,wall of tile 033702 (room 0x04),generic 0x1d42c8 (preset 0x2792)
3885,383,wall of tile 033702 (room 0x04),generic 0x1d43c8 (preset 0x2795)
3616,383,wall of tile 033902 (room 0x04),generic 0x1d42c8 (preset 0x2792)
3993,152,wall of tile 033701 (room 0x04),generic 0x1d3c28 (preset 0x2798)
3993,152,wall of tile 033701 (room 0x04),generic 0x1d43c8 (preset 0x2795)
986,-1064,wall of tile 01B648 (room 0x21),door 0x1d946c (preset 0x0092)
718,-1550,wall of tile 033709 (room 0x0b),glass 0x1d7654 (preset 0x27b6)
718,-1550,wall of tile 033709 (room 0x0b),glass 0x1d7654 (preset 0x27b6)
996,-1940,wall of tile 033A08 (room 0x0b),glass 0x1d76e8 (preset 0x27b7)
996,-1940,wall of tile 033A08 (room 0x0b),glass 0x1d76e8 (preset 0x27b7)
710,-1888,wall of tile 033A08 (room 0x0b),wall of tile 033D08 (room 0x0b)
605,-2402,wall of tile 077030 (room 0x17),generic 0x1d6cd4 (preset 0x275d)
622,-2245,wall of tile 077030 (room 0x17),generic 0x1d6cd4 (preset 0x275d)
1231,-22,wall of tile 01FA48 (room 0x30),glass 0x1d7fb4 (preset 0x27c4)
1231,-22,wall of tile 01FA48 (room 0x30),glass 0x1d7fb4 (preset 0x27c4)
1477,561,wall of tile 013648 (room 0x2a),generic 0x1d4248 (preset 0x2718)
1725,561,wall of tile 013648 (room 0x2a),generic 0x1d4248 (preset 0x2718)
1231,561,wall of tile 013348 (room 0x2a),glass 0x1d8048 (preset 0x27bf)
1231,561,wall of tile 013348 (room 0x2a),glass 0x1d8048 (preset 0x27bf)
1231,838,wall of tile 013348 (room 0x2a),glass 0x1d8048 (preset 0x27bf)
1231,1115,wall of tile 013448 (room 0x2a),glass 0x1d8048 (preset 0x27bf)
1231,1115,wall of tile 013448 (room 0x2a),glass 0x1d8048 (preset 0x27bf)
1738,1115,wall of tile 013448 (room 0x2a),generic 0x1d3b08 (preset 0x2721)
1596,1115,wall of tile 013448 (room 0x2a),generic 0x1d3b08 (preset 0x2721)
-1231,561,wall of tile 015948 (room 0x35),glass 0x1d80dc (preset 0x27c0)
-1231,561,wall of tile 015948 (room 0x35),glass 0x1d80dc (preset 0x27c0)
-1231,838,wall of tile 015948 (room 0x35),glass 0x1d80dc (preset 0x27c0)
-1736,1115,wall of tile 015A48 (room 0x35),generic 0x1d39e8 (preset 0x271a)
-1231,1115,wall of tile 015A48 (room 0x35),glass 0x1d80dc (preset 0x27c0)
-1231,1115,wall of tile 015A48 (room 0x35),glass 0x1d80dc (preset 0x27c0)
-1231,1115,wall of tile 015A48 (room 0x35),glass 0x1d80dc (preset 0x27c0)
-1592,1115,wall of tile 015B49 (room 0x35),generic 0x1d39e8 (preset 0x271a)
-1748,511,wall of tile 06564A (room 0x23),door 0x1d98ac (preset 0x009c)
-3929,-968,wall of tile 086260 (room 0x54),door 0x1d925c (preset 0x00a3)
3993,152,generic 0x1d3c28 (preset 0x2798),generic 0x1d43c8 (preset 0x2795)
3885,152,generic 0x1d3c28 (preset 0x2798),generic 0x1d43c8 (preset 0x2795)
2454,-299,generic 0x1d6854 (preset 0x2784),generic 0x1d6ad4 (preset 0x278d)
2566,-176,generic 0x1d6854 (preset 0x2784),generic 0x1d6ad4 (preset 0x278d)
2566,-176,generic 0x1d6854 (preset 0x2784),generic 0x1d6ad4 (preset 0x278d)
2566,-176,generic 0x1d6854 (preset 0x2784),generic 0x1d6ad4 (preset 0x278d)
2566,-176,generic 0x1d6854 (preset 0x2784),generic 0x1d6ad4 (preset 0x278d)
2566,-176,generic 0x1d6854 (preset 0x2784),generic 0x1d6ad4 (preset 0x278d)
2454,-299,generic 0x1d6854 (preset 0x2784),generic 0x1d6ad4 (preset 0x278d)
2454,-299,generic 0x1d6854 (preset 0x2784),generic 0x1d6ad4 (preset 0x278d)
2454,-299,generic 0x1d6854 (preset 0x2784),generic 0x1d6ad4 (preset 0x278d)
2454,-299,generic 0x1d6854 (preset 0x2784),generic 0x1d6ad4 (preset 0x278d)
2883,-110,generic 0x1d68d4 (preset 0x2785),generic 0x1d6b54 (preset 0x278e)
2883,-110,generic 0x1d68d4 (preset 0x2785),generic 0x1d6b54 (preset 0x278e)
2883,-110,generic 0x1d68d4 (preset 0x2785),generic 0x1d6b54 (preset 0x278e)
2883,-110,generic 0x1d68d4 (preset 0x2785),generic 0x1d6b54 (preset 0x278e)
2883,-110,generic 0x1d68d4 (preset 0x2785),generic 0x1d6b54 (preset 0x278e)
2883,-1161,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
2883,-1161,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
2883,-1161,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
2883,-1161,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
2883,-1161,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
2883,-1161,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
2883,-1161,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
2760,-1048,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
2760,-1048,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
2760,-1048,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
2760,-1048,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
2760,-1048,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
2760,-1048,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
2760,-1048,generic 0x1d69d4 (preset 0x278b),generic 0x1d6c54 (preset 0x2791)
-261,-2983,generic 0x1d7154 (preset 0x276c),generic 0x1d71d4 (preset 0x276d)
-329,-2983,generic 0x1d7154 (preset 0x276c),generic 0x1d71d4 (preset 0x276d)
-261,-2869,generic 0x1d7254 (preset 0x276e),generic 0x1d72d4 (preset 0x276f)
-329,-2869,generic 0x1d7254 (preset 0x276e),generic 0x1d72d4 (preset 0x276f)
-331,-2466,generic 0x1d7354 (preset 0x2770),generic 0x1d73d4 (preset 0x2771)
-263,-2466,generic 0x1d7354 (preset 0x2770),generic 0x1d73d4 (preset 0x2771)
-331,-2522,generic 0x1d73d4 (preset 0x2771),generic 0x1d7454 (preset 0x2772)
-263,-2522,generic 0x1d73d4 (preset 0x2771),generic 0x1d7454 (preset 0x2772)
-331,-2580,generic 0x1d7454 (preset 0x2772),generic 0x1d74d4 (preset 0x2773)
-263,-2580,generic 0x1d7454 (preset 0x2772),generic 0x1d74d4 (preset 0x2773)
-263,-2349,generic 0x1d7554 (preset 0x2780),generic 0x1d75d4 (preset 0x2781)
-331,-2349,generic 0x1d7554 (preset 0x2780),generic 0x1d75d4 (preset 0x2781)
