gap,name,status,width_cm,step_cm,walk_round_cm,x,z,room,between,and,objects_forming_gap,objects_in_the_way,pinches,key
11,,warp,0.00049,76.04,none found,-1389,-4244,0x1c,door 0x1d8e2c (preset 0x0097),door 0x1d8f2c (preset 0x0098),0x1d8e2c 0x1d8f2c,,7,0x1d8e2c.0 | 0x1d8f2c.0
12,,warp,0.00012,78.32,none found,1231,561,0x27,wall of tile 019C4A (room 0x27),glass 0x1d7f20 (preset 0x27c3),0x1d7f20,,2,019C4A.2 | 0x1d7f20.1
13,,warp,0.000094,81.60,779,954,-307,0x2c,wall of tile 01D649 (room 0x2c),glass 0x1d8170 (preset 0x27c1),0x1d8170,,8,01D649.0 | 0x1d8170.1
14,,warp,0.000045,81.60,781,-954,-307,0x3a,wall of tile 019049 (room 0x3a),glass 0x1d8204 (preset 0x27c2),0x1d8204,,9,019049.1 | 0x1d8204.0
15,,warp,58.620,81.66,none found,1514,-405,0x3e,wall of tile 008949 (room 0x3e),wall of tile 05FE48 (room 0x3e),,,2,008949.0 | 05FE48.0
16,,warp,47.660,82.65,552,-4074,-2086,0x4b,generic 0x1d5190 (preset 0x0035),generic 0x1d5410 (preset 0x003a),0x1d5190 0x1d5410,,2,0x1d5190.2 | 0x1d5410.0
17,,warp,0.00014,82.77,none found,180,-128,0x2e,glass 0x1d7a60 (preset 0x27ba),glass 0x1d7af4 (preset 0x27bd),0x1d7a60 0x1d7af4,,2,0x1d7a60.2 | 0x1d7af4.0
18,,warp,0.00012,84.85,none found,-1231,-22,0x34,wall of tile 018649 (room 0x34),glass 0x1d7e7c (preset 0x27c6),0x1d7e7c,,2,018649.0 | 0x1d7e7c.1
19,,warp,0.000036,84.85,none found,297,-245,0x2e,wall of tile 01BE49 (room 0x2e),glass 0x1d7af4 (preset 0x27bd),0x1d7af4,,2,01BE49.0 | 0x1d7af4.1
20,,warp,0.000036,84.85,none found,-297,-245,0x3b,wall of tile 02184A (room 0x3b),glass 0x1d79cc (preset 0x27be),0x1d79cc,,5,02184A.1 | 0x1d79cc.0
21,,warp,18.035,85.62,562,2774,-1170,0x0a,generic 0x1d6a54 (preset 0x278c),generic 0x1d6c54 (preset 0x2791),0x1d6a54 0x1d6c54,,4,0x1d6a54.2 | 0x1d6c54.0
22,left tiny glass gap,warp,1.064,88.79,none found,1231,-85,0x27,wall of tile 01A64A (room 0x27),glass 0x1d7d44 (preset 0x27c8),0x1d7d44,,2,01A64A.1 | 0x1d7d44.3
23,right tiny glass gap,warp,1.062,89.10,none found,-1231,-85,0x47,wall of tile 021448 (room 0x47),glass 0x1d7cb0 (preset 0x27c7),0x1d7cb0,,2,021448.0 | 0x1d7cb0.3
24,,warp,0.000023,98.53,none found,-954,-245,0x3b,wall of tile 021649 (room 0x3b),glass 0x1d78a4 (preset 0x27bc),0x1d78a4,,4,021649.1 | 0x1d78a4.0
25,,warp,31.379,107.71,none found,-4389,-1720,0x4b,wall of tile 000B50 (room 0x4b),generic 0x1d5310 (preset 0x0038),0x1d5310,,2,000B50.0 | 0x1d5310.0
26,,warp,0.000036,108.79,none found,-2059,-1744,0x0e,wall of tile 01EB12 (room 0x0e),door 0x1d8afc (preset 0x0094),0x1d8afc,,3,01EB12.2 | 0x1d8afc.0
27,,warp,0.000067,111.49,none found,445,-245,0x2c,wall of tile 01D24A (room 0x2c),glass 0x1d7b88 (preset 0x27ca),0x1d7b88,,5,02044A.3 | 0x1d7c1c.1
28,,warp,0.00022,112.17,none found,-1373,-4318,0x18,wall of tile 07BE31 (room 0x18),door 0x1d8f2c (preset 0x0098),0x1d8f2c,,3,07BE31.0 | 0x1d8f2c.1
29,,warp,0.000041,142.75,none found,-1082,-3174,0x12,wall of tile 07621A (room 0x12),door 0x1d968c (preset 0x0096),0x1d968c,,4,07621A.1 | 0x1d968c.0
30,,warp,0.000035,146.53,none found,-1636,-637,0x3a,wall of tile 019449 (room 0x3a),door 0x1d88dc (preset 0x008f),0x1d88dc,,3,019449.0 | 0x1d88dc.0
31,,warp,46.709,152.83,479,-4403,-1940,0x4b,wall of tile 000D50 (room 0x4b),generic 0x1d5290 (preset 0x0037),0x1d5290,,2,000D50.0 | 0x1d5290.0
32,,warp,0.000044,188.29,none found,1305,-1995,0x17,wall of tile 077431 (room 0x17),door 0x1d979c (preset 0x009b),0x1d979c,,4,077431.1 | 0x1d979c.2
33,,warp,0.000022,200.72,none found,1070,-1995,0x17,wall of tile 077432 (room 0x17),door 0x1d979c (preset 0x009b),0x1d979c,,5,077432.2 | 0x1d979c.1
34,,warp,0.000093,208.34,none found,1221,-1093,0x0b,wall of tile 03260A (room 0x0b),door 0x1d946c (preset 0x0092),0x1d946c,,5,03260A.4 | 0x1d946c.2
35,,warp,0.000035,308.40,none found,1636,-637,0x21,wall of tile 01B44A (room 0x21),door 0x1d89ec (preset 0x0093),0x1d89ec,,3,01B44A.1 | 0x1d89ec.0
36,,warp if objects removed,57.646,39.43,664,-167,-156,0x2e,generic 0x1d3e48 (preset 0x2710),glass 0x1d79cc (preset 0x27be),0x1d3e48 0x1d79cc,0x1d7a60,2,0x1d3e48.0 | 0x1d79cc.1
37,,warp if objects removed,58.532,71.30,none found,-259,-3012,0x0f,wall of tile 073A19 (room 0x0f),generic 0x1d71d4 (preset 0x276d),0x1d71d4,0x1d7154,4,073A19.0 | 0x1d7154.2
38,,warp if objects removed,57.988,83.96,365,-331,-2551,0x0f,generic 0x1d73d4 (preset 0x2771),generic 0x1d74d4 (preset 0x2773),0x1d73d4 0x1d74d4,0x1d7454,8,0x1d7354.1 | 0x1d7454.5
39,,warp if objects removed,57.988,83.96,367,-261,-2898,0x0f,generic 0x1d71d4 (preset 0x276d),generic 0x1d72d4 (preset 0x276f),0x1d71d4 0x1d72d4,0x1d7254,2,0x1d71d4.4 | 0x1d72d4.2
40,,warp if objects removed,55.983,90.14,362,-329,-2955,0x0f,generic 0x1d7154 (preset 0x276c),generic 0x1d7254 (preset 0x276e),0x1d7154 0x1d7254,0x1d71d4,5,07391A.1 | 0x1d71d4.0
41,,no warp found,0.000011,,,-1952,-1750,0x0e,wall of tile 01EB11 (room 0x0e),door 0x1d8afc (preset 0x0094),0x1d8afc,,3,01EB11.1 | 0x1d8afc.1
42,,no warp found,0.000046,,,1231,1115,0x26,wall of tile 01A549 (room 0x26),glass 0x1d7f20 (preset 0x27c3),0x1d7f20,,3,01A549.0 | 0x1d7f20.1
43,,no warp found,0.000046,,,-1231,1115,0x31,wall of tile 021B48 (room 0x31),glass 0x1d7de8 (preset 0x27c5),0x1d7de8,,3,021B48.3 | 0x1d7de8.1
44,,no warp found,0.00030,,,297,-647,0x43,wall of tile 00D649 (room 0x43),glass 0x1d8738 (preset 0x27d4),0x1d8738,,2,00D649.1 | 0x1d8738.3
45,,no warp found,0.78,,,-1231,-361,0x3d,glass 0x1d832c (preset 0x27cd),glass 0x1d86a4 (preset 0x27d3),0x1d832c 0x1d86a4,,4,0x1d832c.0 | 0x1d86a4.2
46,,no warp found,8.018,,,1610,1373,0x14,wall of tile 000F28 (room 0x14),wall of tile 007E28 (room 0x14),,,1,000F28.2 | 007E28.1
47,,no warp found,8.018,,,1645,1373,0x14,wall of tile 007E28 (room 0x14),wall of tile 007D28 (room 0x14),,,1,007D28.0 | 007E28.1
48,,no warp found,8.018,,,1680,1373,0x14,wall of tile 007E28 (room 0x14),wall of tile 001029 (room 0x14),,,1,001029.1 | 007E28.1
49,,no warp found,10.021,,,605,-2605,0x17,wall of tile 077231 (room 0x17),generic 0x1d6cd4 (preset 0x275d),0x1d6cd4,,3,077231.0 | 0x1d6cd4.0
50,,no warp found,10.022,,,2449,-299,0x0a,wall of tile 034B01 (room 0x0a),generic 0x1d6854 (preset 0x2784),0x1d6854,,6,034B01.1 | 0x1d6854.0
51,,no warp found,30.606,,,-1246,782,0x35,generic 0x1d41c8 (preset 0x2717),glass 0x1d80dc (preset 0x27c0),0x1d41c8 0x1d80dc,,4,0x1d41c8.2 | 0x1d80dc.0
52,,no warp found,31.248,,,-4263,-1367,0x4d,wall of tile 002358 (room 0x4d),generic 0x1d5390 (preset 0x0039),0x1d5390,,2,002358.0 | 0x1d5390.2
53,,no warp found,43.381,,,-1263,1093,0x35,wall of tile 015A48 (room 0x35),generic 0x1d41c8 (preset 0x2717),0x1d41c8,,3,015A48.3 | 0x1d41c8.3
54,,no warp found,46.649,,,140,-152,0x2e,generic 0x1d3e48 (preset 0x2710),glass 0x1d7a60 (preset 0x27ba),0x1d3e48 0x1d7a60,,2,0x1d3e48.4 | 0x1d7a60.1
55,,no warp found,48.025,,,371,-3227,0x1a,wall of tile 079A32 (room 0x1a),generic 0x1d6fd4 (preset 0x276a),0x1d6fd4,,2,079A32.2 | 0x1d6fd4.4
