between,and,width,kept,reason,because_of
wall of tile 086061 (room 0x54),wall of tile 013F60 (room 0x54),51.537,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 086361 (room 0x54),wall of tile 086260 (room 0x54),50.673,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 086361 (room 0x54),wall of tile 086260 (room 0x54),36.082,no,the line between them touches another wall,wall of tile 086161 (room 0x54)
wall of tile 086361 (room 0x54),wall of tile 086161 (room 0x54),19.844,no,the line between them touches another wall,wall of tile 086361 (room 0x54)
wall of tile 086361 (room 0x54),wall of tile 086260 (room 0x54),52.041,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013A60 (room 0x54),wall of tile 013C62 (room 0x54),36.137,no,the line between them touches another wall,wall of tile 013B60 (room 0x54)
wall of tile 013A60 (room 0x54),wall of tile 013C61 (room 0x54),53.262,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013A60 (room 0x54),wall of tile 013B60 (room 0x54),22.679,no,the line between them touches another wall,wall of tile 013A60 (room 0x54)
wall of tile 013A60 (room 0x54),wall of tile 013C62 (room 0x54),53.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013A60 (room 0x54),wall of tile 012061 (room 0x50),19.844,no,the line between them touches another wall,wall of tile 011D61 (room 0x50)
wall of tile 013A60 (room 0x54),wall of tile 012A61 (room 0x50),52.617,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013B60 (room 0x54),wall of tile 013C61 (room 0x54),21.309,no,the line between them touches another wall,wall of tile 013C62 (room 0x54)
wall of tile 013C61 (room 0x54),wall of tile 013E60 (room 0x54),21.309,no,the line between them touches another wall,wall of tile 013D60 (room 0x54)
wall of tile 013C61 (room 0x54),wall of tile 013F60 (room 0x54),52.041,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013D60 (room 0x54),wall of tile 013F60 (room 0x54),34.077,no,the line between them touches another wall,wall of tile 013E60 (room 0x54)
wall of tile 013D60 (room 0x54),wall of tile 013F60 (room 0x54),50.476,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013E60 (room 0x54),wall of tile 013F60 (room 0x54),16.408,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 013F60 (room 0x54)
wall of tile 011D61 (room 0x50),wall of tile 012A61 (room 0x50),36.138,no,the line between them touches another wall,wall of tile 012061 (room 0x50)
wall of tile 011D61 (room 0x50),wall of tile 012A62 (room 0x50),53.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 011E62 (room 0x50),wall of tile 012062 (room 0x50),21.309,no,the line between them touches another wall,wall of tile 011E61 (room 0x50)
wall of tile 011E62 (room 0x50),wall of tile 011F60 (room 0x50),52.041,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 011960 (room 0x50),wall of tile 011C60 (room 0x50),34.077,no,the line between them touches another wall,wall of tile 011B60 (room 0x50)
wall of tile 011960 (room 0x50),wall of tile 011C60 (room 0x50),50.583,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 011960 (room 0x50),wall of tile 011B60 (room 0x50),21.309,no,the line between them touches another wall,wall of tile 011960 (room 0x50)
wall of tile 011960 (room 0x50),wall of tile 011C60 (room 0x50),52.041,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 011B60 (room 0x50),wall of tile 011C60 (room 0x50),16.522,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 011C60 (room 0x50)
wall of tile 011E61 (room 0x50),wall of tile 011F60 (room 0x50),34.077,no,the line between them touches another wall,wall of tile 012062 (room 0x50)
wall of tile 011E61 (room 0x50),wall of tile 014E62 (room 0x55),50.711,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012062 (room 0x50),wall of tile 014E62 (room 0x55),21.309,no,the line between them touches another wall,wall of tile 011F60 (room 0x50)
wall of tile 012061 (room 0x50),wall of tile 012A62 (room 0x50),22.679,no,the line between them touches another wall,wall of tile 012A61 (room 0x50)
wall of tile 012B60 (room 0x50),wall of tile 010660 (room 0x50),19.844,no,the line between them touches another wall,wall of tile 010761 (room 0x50)
wall of tile 012B60 (room 0x50),wall of tile 010560 (room 0x50),52.617,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 010761 (room 0x50),wall of tile 010461 (room 0x50),53.488,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 010761 (room 0x50),wall of tile 010560 (room 0x50),36.137,no,the line between them touches another wall,wall of tile 010660 (room 0x50)
wall of tile 010660 (room 0x50),wall of tile 010461 (room 0x50),21.309,no,the line between them touches another wall,wall of tile 010560 (room 0x50)
wall of tile 010360 (room 0x50),wall of tile 010860 (room 0x55),22.679,no,the line between them touches another wall,wall of tile 093660 (room 0x55)
wall of tile 010360 (room 0x50),wall of tile 015061 (room 0x55),52.617,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 093660 (room 0x55),wall of tile 015061 (room 0x55),34.077,no,the line between them touches another wall,wall of tile 010860 (room 0x55)
wall of tile 093660 (room 0x55),wall of tile 014F61 (room 0x55),52.041,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 010860 (room 0x55),wall of tile 014F61 (room 0x55),21.309,no,the line between them touches another wall,wall of tile 015061 (room 0x55)
wall of tile 014C61 (room 0x55),wall of tile 014B62 (room 0x55),36.137,no,the line between them touches another wall,wall of tile 014A61 (room 0x55)
wall of tile 014C61 (room 0x55),wall of tile 014B61 (room 0x55),53.488,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 014A61 (room 0x55),wall of tile 014B61 (room 0x55),21.309,no,the line between them touches another wall,wall of tile 014B62 (room 0x55)
wall of tile 014A61 (room 0x55),wall of tile 014D60 (room 0x55),19.844,no,the line between them touches another wall,wall of tile 014C61 (room 0x55)
wall of tile 014A61 (room 0x55),wall of tile 07CF60 (room 0x55),22.679,no,the line between them touches another wall,wall of tile 07CF60 (room 0x55)
wall of tile 014A61 (room 0x55),wall of tile 014B61 (room 0x55),16.408,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 014B61 (room 0x55)
wall of tile 07CF60 (room 0x55),wall of tile 014B61 (room 0x55),50.523,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 014A61 (room 0x55)
wall of tile 07CF60 (room 0x55),wall of tile 014B61 (room 0x55),34.136,no,the line between them touches another wall,wall of tile 014A61 (room 0x55)
wall of tile 07CF60 (room 0x55),wall of tile 014B61 (room 0x55),52.041,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 07D060 (room 0x55),wall of tile 014360 (room 0x55),34.136,no,the line between them touches another wall,wall of tile 014461 (room 0x55)
wall of tile 07D060 (room 0x55),wall of tile 014261 (room 0x55),52.041,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 07D060 (room 0x55),wall of tile 014461 (room 0x55),16.472,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 07D060 (room 0x55)
wall of tile 07D060 (room 0x55),wall of tile 014360 (room 0x55),50.592,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 07D060 (room 0x55)
wall of tile 014461 (room 0x55),wall of tile 014261 (room 0x55),22.679,no,the line between them touches another wall,wall of tile 014360 (room 0x55)
wall of tile 014062 (room 0x55),wall of tile 014160 (room 0x55),21.309,no,the line between them touches another wall,wall of tile 014061 (room 0x55)
wall of tile 014062 (room 0x55),wall of tile 014261 (room 0x55),53.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 014E62 (room 0x55),wall of tile 014061 (room 0x55),20.045,no,the line between them touches another wall,wall of tile 014062 (room 0x55)
wall of tile 014E62 (room 0x55),wall of tile 014160 (room 0x55),38.714,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 014062 (room 0x55)
wall of tile 014061 (room 0x55),wall of tile 014261 (room 0x55),52.617,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 014061 (room 0x55),wall of tile 014261 (room 0x55),36.082,no,the line between them touches another wall,wall of tile 014160 (room 0x55)
wall of tile 014160 (room 0x55),wall of tile 014261 (room 0x55),21.309,no,the line between them touches another wall,wall of tile 014261 (room 0x55)
wall of tile 014B62 (room 0x55),wall of tile 014D60 (room 0x55),52.617,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 010262 (room 0x50),wall of tile 010D60 (room 0x50),21.309,no,the line between them touches another wall,wall of tile 010261 (room 0x50)
wall of tile 010262 (room 0x50),wall of tile 010E61 (room 0x50),52.041,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 010261 (room 0x50),wall of tile 010E61 (room 0x50),50.712,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 010261 (room 0x50),wall of tile 010E61 (room 0x50),34.077,no,the line between them touches another wall,wall of tile 010D60 (room 0x50)
wall of tile 010D60 (room 0x50),wall of tile 010E61 (room 0x50),21.309,no,the line between them touches another wall,wall of tile 010E61 (room 0x50)
wall of tile 010E61 (room 0x50),wall of tile 011761 (room 0x50),53.488,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 010E61 (room 0x50),wall of tile 011560 (room 0x50),21.309,no,the line between them touches another wall,wall of tile 010F61 (room 0x50)
wall of tile 010F61 (room 0x50),wall of tile 011761 (room 0x50),36.137,no,the line between them touches another wall,wall of tile 011560 (room 0x50)
wall of tile 010F61 (room 0x50),wall of tile 012C62 (room 0x5a),52.617,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 011161 (room 0x50),wall of tile 011360 (room 0x50),21.309,no,the line between them touches another wall,wall of tile 011260 (room 0x50)
wall of tile 011161 (room 0x50),wall of tile 011461 (room 0x50),53.262,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 015262 (room 0x50),wall of tile 015360 (room 0x50),19.844,no,the line between them touches another wall,wall of tile 015261 (room 0x50)
wall of tile 015262 (room 0x50),wall of tile 015460 (room 0x50),50.711,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 015262 (room 0x50),wall of tile 015A61 (room 0x59),52.041,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 015262 (room 0x50),wall of tile 094060 (room 0x59),22.679,no,the line between them touches another wall,wall of tile 093E60 (room 0x59)
wall of tile 015261 (room 0x50),wall of tile 015460 (room 0x50),49.730,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 015261 (room 0x50),wall of tile 015460 (room 0x50),34.136,no,the line between them touches another wall,wall of tile 015360 (room 0x50)
wall of tile 015360 (room 0x50),wall of tile 015460 (room 0x50),15.608,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 015460 (room 0x50)
wall of tile 015460 (room 0x50),wall of tile 011260 (room 0x50),56.127,no,the line between them touches another wall,wall of tile 011161 (room 0x50)
wall of tile 011260 (room 0x50),wall of tile 011461 (room 0x50),36.137,no,the line between them touches another wall,wall of tile 011360 (room 0x50)
wall of tile 011260 (room 0x50),wall of tile 011461 (room 0x50),52.041,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 011360 (room 0x50),wall of tile 011461 (room 0x50),21.309,no,the line between them touches another wall,wall of tile 011461 (room 0x50)
wall of tile 011461 (room 0x50),wall of tile 011860 (room 0x50),22.679,no,the line between them touches another wall,wall of tile 011660 (room 0x50)
wall of tile 011461 (room 0x50),wall of tile 013560 (room 0x50),52.617,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 011660 (room 0x50),wall of tile 013560 (room 0x50),34.077,no,the line between them touches another wall,wall of tile 011860 (room 0x50)
wall of tile 011660 (room 0x50),wall of tile 093760 (room 0x5a),52.041,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 011860 (room 0x50),wall of tile 093760 (room 0x5a),21.309,no,the line between them touches another wall,wall of tile 013560 (room 0x50)
wall of tile 011560 (room 0x50),wall of tile 012C62 (room 0x5a),19.844,no,the line between them touches another wall,wall of tile 011761 (room 0x50)
wall of tile 093760 (room 0x5a),wall of tile 013461 (room 0x5a),50.154,no,the line between them touches another wall,wall of tile 012C61 (room 0x5a)
wall of tile 012C62 (room 0x5a),wall of tile 013362 (room 0x5a),22.679,no,the line between them touches another wall,wall of tile 013462 (room 0x5a)
wall of tile 012C62 (room 0x5a),wall of tile 013262 (room 0x5a),53.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012C61 (room 0x5a),wall of tile 013361 (room 0x5a),19.844,no,the line between them touches another wall,wall of tile 013461 (room 0x5a)
wall of tile 012C61 (room 0x5a),wall of tile 013261 (room 0x5a),52.617,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013461 (room 0x5a),wall of tile 013261 (room 0x5a),36.137,no,the line between them touches another wall,wall of tile 013361 (room 0x5a)
wall of tile 013461 (room 0x5a),wall of tile 013161 (room 0x58),53.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013462 (room 0x5a),wall of tile 013262 (room 0x5a),36.137,no,the line between them touches another wall,wall of tile 013362 (room 0x5a)
wall of tile 013462 (room 0x5a),wall of tile 013162 (room 0x58),52.617,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013361 (room 0x5a),wall of tile 013161 (room 0x58),22.679,no,the line between them touches another wall,wall of tile 013261 (room 0x5a)
wall of tile 013362 (room 0x5a),wall of tile 013162 (room 0x58),19.844,no,the line between them touches another wall,wall of tile 013262 (room 0x5a)
wall of tile 013061 (room 0x58),wall of tile 012E62 (room 0x58),21.309,no,the line between them touches another wall,wall of tile 012F61 (room 0x58)
wall of tile 013061 (room 0x58),wall of tile 00FA61 (room 0x58),50.711,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013061 (room 0x58),door 0x1d9acc (preset 0x009f),41.309,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013061 (room 0x58),door 0x1d9acc (preset 0x009f),25.266,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013061 (room 0x58),door 0x1d9acc (preset 0x009f),25.266,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013062 (room 0x58),wall of tile 012E61 (room 0x58),21.309,no,the line between them touches another wall,wall of tile 012F62 (room 0x58)
wall of tile 013062 (room 0x58),wall of tile 012D61 (room 0x58),52.041,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013062 (room 0x58),door 0x1d9acc (preset 0x009f),26.346,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013062 (room 0x58),door 0x1d9acc (preset 0x009f),26.346,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013062 (room 0x58),door 0x1d9acc (preset 0x009f),42.536,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013062 (room 0x58),door 0x1d9acc (preset 0x009f),26.346,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012F61 (room 0x58),wall of tile 00FA61 (room 0x58),34.077,no,the line between them touches another wall,wall of tile 012E62 (room 0x58)
wall of tile 012F61 (room 0x58),wall of tile 00FA61 (room 0x58),52.041,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012F61 (room 0x58),door 0x1d9acc (preset 0x009f),24.029,no,the line between them touches another wall,door 0x1d9acc (preset 0x009f)
wall of tile 012F61 (room 0x58),door 0x1d9acc (preset 0x009f),5.894,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012F61 (room 0x58),door 0x1d9acc (preset 0x009f),5.860,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 012E62 (room 0x58)
wall of tile 012F62 (room 0x58),wall of tile 012D61 (room 0x58),34.077,no,the line between them touches another wall,wall of tile 012E61 (room 0x58)
wall of tile 012F62 (room 0x58),wall of tile 012D62 (room 0x58),52.617,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012F62 (room 0x58),door 0x1d9acc (preset 0x009f),5.975,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 012E61 (room 0x58)
wall of tile 012F62 (room 0x58),door 0x1d9acc (preset 0x009f),5.975,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 012E61 (room 0x58)
wall of tile 012F62 (room 0x58),door 0x1d9acc (preset 0x009f),24.119,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012F62 (room 0x58),door 0x1d9acc (preset 0x009f),5.975,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 012E61 (room 0x58)
wall of tile 012E61 (room 0x58),wall of tile 012D62 (room 0x58),22.679,no,the line between them touches another wall,wall of tile 012D61 (room 0x58)
wall of tile 012E61 (room 0x58),door 0x1d9acc (preset 0x009f),0.47,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1d9acc (preset 0x009f)
wall of tile 012E61 (room 0x58),door 0x1d9acc (preset 0x009f),0.47,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1d9acc (preset 0x009f)
wall of tile 012E62 (room 0x58),wall of tile 00FA61 (room 0x58),21.309,no,the line between them touches another wall,wall of tile 00FA61 (room 0x58)
wall of tile 012E62 (room 0x58),door 0x1d9acc (preset 0x009f),0.00037,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012D61 (room 0x58),door 0x1d9acc (preset 0x009f),28.125,no,the line between them touches another wall,door 0x1d9acc (preset 0x009f)
wall of tile 012D61 (room 0x58),door 0x1d9acc (preset 0x009f),9.958,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012D61 (room 0x58),door 0x1d9acc (preset 0x009f),9.954,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 012E61 (room 0x58)
wall of tile 012D61 (room 0x58),door 0x1d9acc (preset 0x009f),28.124,no,the line between them touches another wall,door 0x1d9acc (preset 0x009f)
wall of tile 012D62 (room 0x58),wall of tile 010062 (room 0x57),53.974,no,the line between them touches another wall,wall of tile 00FF62 (room 0x57)
wall of tile 012D62 (room 0x58),door 0x1d9acc (preset 0x009f),47.143,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012D62 (room 0x58),door 0x1d9acc (preset 0x009f),30.542,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012D62 (room 0x58),door 0x1d9acc (preset 0x009f),30.542,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012D62 (room 0x58),door 0x1d9acc (preset 0x009f),47.143,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00FA61 (room 0x58),door 0x1d9acc (preset 0x009f),10.040,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00FA61 (room 0x58),door 0x1d9acc (preset 0x009f),10.040,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00FA61 (room 0x58),door 0x1d9acc (preset 0x009f),28.207,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00FA61 (room 0x58),wall of tile 00FC60 (room 0x58),21.309,no,the line between them touches another wall,wall of tile 00FB60 (room 0x58)
wall of tile 00FA61 (room 0x58),wall of tile 00FD61 (room 0x58),52.617,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00FA61 (room 0x58),door 0x1d9acc (preset 0x009f),29.612,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00FA61 (room 0x58),door 0x1d9acc (preset 0x009f),29.612,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00FA61 (room 0x58),door 0x1d9acc (preset 0x009f),46.270,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00FB60 (room 0x58),wall of tile 00FD61 (room 0x58),34.136,no,the line between them touches another wall,wall of tile 00FC60 (room 0x58)
wall of tile 00FB60 (room 0x58),wall of tile 00FD61 (room 0x58),49.655,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00FC60 (room 0x58),wall of tile 00FD61 (room 0x58),15.532,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 00FD61 (room 0x58)
wall of tile 00FD61 (room 0x58),wall of tile 00FF61 (room 0x57),19.844,no,the line between them touches another wall,wall of tile 00FE60 (room 0x57)
wall of tile 00FD61 (room 0x58),wall of tile 010061 (room 0x57),50.711,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00FE60 (room 0x57),wall of tile 010061 (room 0x57),34.136,no,the line between them touches another wall,wall of tile 00FF61 (room 0x57)
wall of tile 00FE60 (room 0x57),wall of tile 019461 (room 0x57),51.537,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00FF62 (room 0x57),wall of tile 019462 (room 0x57),21.309,no,the line between them touches another wall,wall of tile 010062 (room 0x57)
wall of tile 00FF62 (room 0x57),wall of tile 019662 (room 0x57),46.925,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 010062 (room 0x57)
