between,and,width,kept,reason,because_of
wall of tile 010330 (room 0x49),door 0x1c770c (preset 0x0052),11.604,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02D001 (room 0x0b)
wall of tile 010330 (room 0x49),door 0x1c770c (preset 0x0052),0.000,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1c770c (preset 0x0052)
wall of tile 010530 (room 0x49),door 0x1c760c (preset 0x0051),11.604,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02D002 (room 0x0b)
wall of tile 010530 (room 0x49),door 0x1c760c (preset 0x0051),11.604,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02D002 (room 0x0b)
wall of tile 010530 (room 0x49),door 0x1c760c (preset 0x0051),0.000,yes,,
wall of tile 010530 (room 0x49),door 0x1c760c (preset 0x0051),0.000,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1c760c (preset 0x0051)
wall of tile 02D001 (room 0x0b),wall of tile 031900 (room 0x0b),39.785,no,the line between them touches another wall,wall of tile 031700 (room 0x0b)
wall of tile 02D001 (room 0x0b),door 0x1c770c (preset 0x0052),0.000,yes,,
wall of tile 02D001 (room 0x0b),door 0x1c770c (preset 0x0052),0.000,yes,,
wall of tile 02D001 (room 0x0b),door 0x1c770c (preset 0x0052),0.000,yes,,
wall of tile 02D001 (room 0x0b),door 0x1c770c (preset 0x0052),0.000,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1c770c (preset 0x0052)
wall of tile 02D002 (room 0x0b),wall of tile 031500 (room 0x0b),39.785,no,the line between them touches another wall,wall of tile 031500 (room 0x0b)
wall of tile 02D002 (room 0x0b),wall of tile 010630 (room 0x49),39.785,no,the line between them touches another wall,wall of tile 010530 (room 0x49)
wall of tile 02D002 (room 0x0b),door 0x1c760c (preset 0x0051),0.000,yes,,
wall of tile 02D002 (room 0x0b),door 0x1c760c (preset 0x0051),0.000,yes,,
wall of tile 02D002 (room 0x0b),door 0x1c760c (preset 0x0051),0.000,yes,,
wall of tile 02D002 (room 0x0b),door 0x1c760c (preset 0x0051),0.000,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1c760c (preset 0x0051)
wall of tile 031700 (room 0x0b),door 0x1c770c (preset 0x0052),54.705,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02D001 (room 0x0b)
wall of tile 031700 (room 0x0b),door 0x1c770c (preset 0x0052),54.705,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02D001 (room 0x0b)
wall of tile 031500 (room 0x0b),door 0x1c760c (preset 0x0051),54.705,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02D002 (room 0x0b)
wall of tile 031500 (room 0x0b),door 0x1c760c (preset 0x0051),54.705,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02D002 (room 0x0b)
wall of tile 031500 (room 0x0b),door 0x1c760c (preset 0x0051),54.705,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02D002 (room 0x0b)
wall of tile 031500 (room 0x0b),wall of tile 023800 (room 0x0c),13.262,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 031500 (room 0x0b),door 0x1c6b0c (preset 0x0049),0.000,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 031500 (room 0x0b),door 0x1c6b0c (preset 0x0049),0.000,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 031500 (room 0x0b),door 0x1c6c0c (preset 0x004a),13.262,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 031500 (room 0x0b),door 0x1c6c0c (preset 0x004a),13.262,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 031500 (room 0x0b),door 0x1c6c0c (preset 0x004a),13.262,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 031500 (room 0x0b),door 0x1c6c0c (preset 0x004a),13.262,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 031900 (room 0x0b),wall of tile 02ED02 (room 0x0b),39.785,no,the line between them touches another wall,wall of tile 031A00 (room 0x0b)
wall of tile 031A00 (room 0x0b),door 0x1c750c (preset 0x0050),54.705,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02ED02 (room 0x0b)
wall of tile 031A00 (room 0x0b),door 0x1c750c (preset 0x0050),54.705,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02ED02 (room 0x0b)
wall of tile 031A00 (room 0x0b),door 0x1c750c (preset 0x0050),54.705,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02ED02 (room 0x0b)
wall of tile 031C00 (room 0x0b),wall of tile 02ED01 (room 0x0b),39.785,no,the line between them touches another wall,wall of tile 031C00 (room 0x0b)
wall of tile 031C00 (room 0x0b),door 0x1c740c (preset 0x004f),54.705,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02ED01 (room 0x0b)
wall of tile 031C00 (room 0x0b),door 0x1c740c (preset 0x004f),54.705,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02ED01 (room 0x0b)
wall of tile 02ED02 (room 0x0b),wall of tile 013C30 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 013B30 (room 0x47)
wall of tile 02ED02 (room 0x0b),door 0x1c750c (preset 0x0050),0.000,yes,,
wall of tile 02ED02 (room 0x0b),door 0x1c750c (preset 0x0050),0.000,yes,,
wall of tile 02ED02 (room 0x0b),door 0x1c750c (preset 0x0050),0.000,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1c750c (preset 0x0050)
wall of tile 02ED02 (room 0x0b),door 0x1c750c (preset 0x0050),0.000,yes,,
wall of tile 02ED01 (room 0x0b),door 0x1c740c (preset 0x004f),0.000,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1c740c (preset 0x004f)
wall of tile 02ED01 (room 0x0b),door 0x1c740c (preset 0x004f),0.000,yes,,
wall of tile 02ED01 (room 0x0b),door 0x1c740c (preset 0x004f),0.000,yes,,
wall of tile 02ED01 (room 0x0b),door 0x1c740c (preset 0x004f),0.000,yes,,
wall of tile 013B30 (room 0x47),door 0x1c750c (preset 0x0050),11.604,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02ED02 (room 0x0b)
wall of tile 013B30 (room 0x47),door 0x1c750c (preset 0x0050),0.000,yes,,
wall of tile 013B30 (room 0x47),door 0x1c750c (preset 0x0050),0.000,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1c750c (preset 0x0050)
wall of tile 013B30 (room 0x47),door 0x1c750c (preset 0x0050),11.604,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02ED02 (room 0x0b)
wall of tile 013C30 (room 0x47),wall of tile 066F01 (room 0x0d),33.154,no,the line between them touches another wall,wall of tile 013E30 (room 0x47)
wall of tile 013C30 (room 0x47),wall of tile 066F02 (room 0x0d),33.154,no,the line between them touches another wall,wall of tile 013E30 (room 0x47)
wall of tile 013C30 (room 0x47),door 0x1c750c (preset 0x0050),41.443,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013C30 (room 0x47),door 0x1c750c (preset 0x0050),39.785,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02ED02 (room 0x0b)
wall of tile 013C30 (room 0x47),door 0x1c750c (preset 0x0050),39.785,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 02ED02 (room 0x0b)
wall of tile 013C30 (room 0x47),door 0x1c750c (preset 0x0050),41.443,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013E30 (room 0x47),wall of tile 012730 (room 0x47),26.523,no,the line between them touches another wall,wall of tile 013F30 (room 0x47)
wall of tile 013E30 (room 0x47),wall of tile 014E32 (room 0x47),38.100,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013E30 (room 0x47),wall of tile 079501 (room 0x0c),8.289,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 013E30 (room 0x47),wall of tile 079501 (room 0x0c),8.289,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 013E30 (room 0x47),wall of tile 079702 (room 0x0c),8.289,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 013E30 (room 0x47),wall of tile 063401 (room 0x0f),7.460,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 013F30 (room 0x47),wall of tile 014E32 (room 0x47),27.352,no,the line between them touches another wall,wall of tile 012730 (room 0x47)
wall of tile 013F30 (room 0x47),wall of tile 063401 (room 0x0f),7.460,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012930 (room 0x47),wall of tile 012F30 (room 0x47),26.523,no,the line between them touches another wall,wall of tile 012E30 (room 0x47)
wall of tile 012930 (room 0x47),wall of tile 013830 (room 0x47),26.523,no,the line between them touches another wall,wall of tile 013730 (room 0x47)
wall of tile 012730 (room 0x47),wall of tile 014F32 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 014E32 (room 0x47)
wall of tile 012730 (room 0x47),wall of tile 064501 (room 0x0f),26.523,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 012730 (room 0x47),wall of tile 063401 (room 0x0f),26.523,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 014E31 (room 0x47),wall of tile 015031 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 014F31 (room 0x47)
wall of tile 014E31 (room 0x47),wall of tile 064502 (room 0x0f),33.154,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 014E31 (room 0x47),wall of tile 063402 (room 0x0f),26.523,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 014E31 (room 0x47),wall of tile 061A02 (room 0x0f),53.460,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 014E31 (room 0x47),wall of tile 077F02 (room 0x0c),13.262,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 014E31 (room 0x47),wall of tile 077F01 (room 0x0c),44.303,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 014E32 (room 0x47),wall of tile 015031 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 014F32 (room 0x47)
wall of tile 014E32 (room 0x47),wall of tile 015032 (room 0x47),47.816,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 014E32 (room 0x47),wall of tile 064501 (room 0x0f),33.154,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 014E32 (room 0x47),wall of tile 063401 (room 0x0f),26.523,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 014E32 (room 0x47),wall of tile 061B01 (room 0x0d),53.460,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 014F31 (room 0x47),wall of tile 015131 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 015031 (room 0x47)
wall of tile 014F31 (room 0x47),wall of tile 012C30 (room 0x47),26.523,no,the line between them touches another wall,wall of tile 015031 (room 0x47)
wall of tile 014F31 (room 0x47),wall of tile 063402 (room 0x0f),26.523,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 014F31 (room 0x47),wall of tile 061A02 (room 0x0f),27.340,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 014F31 (room 0x47),wall of tile 077F02 (room 0x0c),53.047,no,the line between them touches another wall,wall of tile 014E31 (room 0x47)
wall of tile 014F32 (room 0x47),wall of tile 015032 (room 0x47),26.523,no,the line between them touches another wall,wall of tile 015031 (room 0x47)
wall of tile 014F32 (room 0x47),wall of tile 015132 (room 0x47),47.816,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 015032 (room 0x47)
wall of tile 014F32 (room 0x47),wall of tile 063401 (room 0x0f),26.523,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 014F32 (room 0x47),wall of tile 061B01 (room 0x0d),27.340,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 015031 (room 0x47),wall of tile 015132 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 015032 (room 0x47)
wall of tile 015031 (room 0x47),wall of tile 061B01 (room 0x0d),6.631,no,the line between them touches another wall,wall of tile 015032 (room 0x47)
wall of tile 015031 (room 0x47),wall of tile 015231 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 015131 (room 0x47)
wall of tile 015031 (room 0x47),wall of tile 012A30 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 014F31 (room 0x47)
wall of tile 015031 (room 0x47),wall of tile 063402 (room 0x0f),26.523,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 015031 (room 0x47),wall of tile 061A02 (room 0x0f),26.523,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 015032 (room 0x47),wall of tile 015232 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 015132 (room 0x47)
wall of tile 015131 (room 0x47),wall of tile 015831 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 015231 (room 0x47)
wall of tile 015131 (room 0x47),wall of tile 012D30 (room 0x47),26.523,no,the line between them touches another wall,wall of tile 015231 (room 0x47)
wall of tile 015131 (room 0x47),wall of tile 012B30 (room 0x47),13.262,no,the line between them touches another wall,wall of tile 015031 (room 0x47)
wall of tile 015131 (room 0x47),wall of tile 063402 (room 0x0f),42.458,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 015131 (room 0x47),wall of tile 061A02 (room 0x0f),26.523,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 015131 (room 0x47),wall of tile 061A01 (room 0x0f),42.458,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 015132 (room 0x47),wall of tile 015832 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 015232 (room 0x47)
wall of tile 015132 (room 0x47),wall of tile 063401 (room 0x0f),33.154,no,the line between them touches another wall,wall of tile 015032 (room 0x47)
wall of tile 015132 (room 0x47),wall of tile 061A01 (room 0x0f),33.154,no,the line between them touches another wall,wall of tile 015232 (room 0x47)
wall of tile 015132 (room 0x47),wall of tile 061B02 (room 0x0d),33.154,no,the line between them touches another wall,wall of tile 015232 (room 0x47)
wall of tile 015132 (room 0x47),wall of tile 061B01 (room 0x0d),33.154,no,the line between them touches another wall,wall of tile 015032 (room 0x47)
wall of tile 015231 (room 0x47),wall of tile 015731 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 015831 (room 0x47)
wall of tile 015231 (room 0x47),wall of tile 012B30 (room 0x47),53.047,no,the line between them touches another wall,wall of tile 015131 (room 0x47)
wall of tile 015231 (room 0x47),wall of tile 061A02 (room 0x0f),26.523,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 015231 (room 0x47),wall of tile 061A01 (room 0x0f),26.523,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 015232 (room 0x47),wall of tile 015732 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 015832 (room 0x47)
wall of tile 015831 (room 0x47),wall of tile 015631 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 015731 (room 0x47)
wall of tile 015831 (room 0x47),wall of tile 013030 (room 0x47),26.523,no,the line between them touches another wall,wall of tile 015731 (room 0x47)
wall of tile 015831 (room 0x47),wall of tile 012C30 (room 0x47),13.262,no,the line between them touches another wall,wall of tile 015231 (room 0x47)
wall of tile 015831 (room 0x47),wall of tile 061A02 (room 0x0f),27.340,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 015831 (room 0x47),wall of tile 061A01 (room 0x0f),27.340,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 015832 (room 0x47),wall of tile 015632 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 015732 (room 0x47)
wall of tile 015832 (room 0x47),wall of tile 061A01 (room 0x0f),6.631,no,the line between them touches another wall,wall of tile 015232 (room 0x47)
wall of tile 015832 (room 0x47),wall of tile 061B02 (room 0x0d),6.631,no,the line between them touches another wall,wall of tile 015232 (room 0x47)
wall of tile 015731 (room 0x47),wall of tile 015531 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 015631 (room 0x47)
wall of tile 015731 (room 0x47),wall of tile 012C30 (room 0x47),53.047,no,the line between them touches another wall,wall of tile 015831 (room 0x47)
wall of tile 015731 (room 0x47),wall of tile 061A02 (room 0x0f),53.460,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 015731 (room 0x47),wall of tile 061A01 (room 0x0f),53.460,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 015732 (room 0x47),wall of tile 015532 (room 0x47),39.785,no,the line between them touches another wall,wall of tile 015632 (room 0x47)
wall of tile 015732 (room 0x47),wall of tile 061A01 (room 0x0f),46.416,no,the line between them touches another wall,wall of tile 015832 (room 0x47)
wall of tile 015732 (room 0x47),wall of tile 061B02 (room 0x0d),46.416,no,the line between them touches another wall,wall of tile 015832 (room 0x47)
