x,z,between,and
5954,-19265,wall of tile 279500 (room 0x1d),generic 0x1eafc0 (preset 0x2746)
5954,-19265,wall of tile 279500 (room 0x1d),generic 0x1eafc0 (preset 0x2746)
6258,-19720,wall of tile 279000 (room 0x1d),generic 0x1eaf40 (preset 0x2745)
5895,-19564,wall of tile 198200 (room 0x1d),generic 0x1eafc0 (preset 0x2746)
9385,-15601,wall of tile 31CD00 (room 0x09),door 0x1ebab0 (preset 0x0029)
9385,-15601,wall of tile 31CD00 (room 0x09),door 0x1ebab0 (preset 0x0029)
9385,-15517,wall of tile 282402 (room 0x09),door 0x1ebab0 (preset 0x0029)
9392,-15601,wall of tile 27E501 (room 0x1c),door 0x1ebab0 (preset 0x0029)
9392,-15601,wall of tile 27E501 (room 0x1c),door 0x1ebab0 (preset 0x0029)
9391,-15517,wall of tile 27E502 (room 0x1c),door 0x1ebab0 (preset 0x0029)
8287,-15610,wall of tile 282001 (room 0x09),door 0x1eb9b0 (preset 0x0028)
8286,-15693,wall of tile 282002 (room 0x09),door 0x1eb9b0 (preset 0x0028)
8282,-15610,wall of tile 27EA01 (room 0x1b),door 0x1eb9b0 (preset 0x0028)
8282,-15610,wall of tile 27EA01 (room 0x1b),door 0x1eb9b0 (preset 0x0028)
8282,-15693,wall of tile 27EA02 (room 0x1b),door 0x1eb9b0 (preset 0x0028)
-7763,-13585,wall of tile 280D01 (room 0x07),door 0x1ebcb0 (preset 0x002b)
-7706,-13645,wall of tile 280D02 (room 0x07),door 0x1ebcb0 (preset 0x002b)
-7768,-13590,wall of tile 27F701 (room 0x19),door 0x1ebcb0 (preset 0x002b)
-7710,-13649,wall of tile 27F702 (room 0x19),door 0x1ebcb0 (preset 0x002b)
2570,-10831,wall of tile 01F109 (room 0x20),door 0x1ec3b0 (preset 0x002f)
2570,-10820,wall of tile 01F109 (room 0x20),door 0x1ec3b0 (preset 0x002f)
2387,-10830,wall of tile 01F10A (room 0x20),door 0x1ec2b0 (preset 0x002e)
2387,-10819,wall of tile 01F10A (room 0x20),door 0x1ec2b0 (preset 0x002e)
2163,-11134,wall of tile 00CB0A (room 0x20),door 0x1ec1b0 (preset 0x0032)
2163,-11233,wall of tile 00CB09 (room 0x20),door 0x1ec1b0 (preset 0x0032)
2163,-11233,wall of tile 00CB09 (room 0x20),door 0x1ec1b0 (preset 0x0032)
1666,-11084,wall of tile 01E60A (room 0x20),door 0x1ec0b0 (preset 0x0031)
1666,-11070,wall of tile 01E60A (room 0x20),door 0x1ec0b0 (preset 0x0031)
1765,-11084,wall of tile 01E609 (room 0x20),door 0x1ec0b0 (preset 0x0031)
1765,-11070,wall of tile 01E609 (room 0x20),door 0x1ec0b0 (preset 0x0031)
2387,-10835,wall of tile 01EB0A (room 0x1f),door 0x1ebfb0 (preset 0x0030)
2387,-10822,wall of tile 01EB0A (room 0x1f),door 0x1ebfb0 (preset 0x0030)
2486,-10835,wall of tile 01EB09 (room 0x1f),door 0x1ebfb0 (preset 0x0030)
2486,-10822,wall of tile 01EB09 (room 0x1f),door 0x1ebfb0 (preset 0x0030)
2486,-10822,wall of tile 01EB09 (room 0x1f),door 0x1ebfb0 (preset 0x0030)
2660,-11073,wall of tile 018908 (room 0x1f),generic 0x1eab90 (preset 0x2747)
2176,-11233,wall of tile 01740A (room 0x1f),door 0x1ec1b0 (preset 0x0032)
2176,-11134,wall of tile 017409 (room 0x1f),door 0x1ec1b0 (preset 0x0032)
2176,-11134,wall of tile 017409 (room 0x1f),door 0x1ec1b0 (preset 0x0032)
2660,-11301,wall of tile 018709 (room 0x1f),generic 0x1eab90 (preset 0x2747)
2660,-11301,wall of tile 018709 (room 0x1f),generic 0x1eab90 (preset 0x2747)
2660,-11150,wall of tile 018709 (room 0x1f),generic 0x1eadb0 (preset 0x2749)
2660,-11147,wall of tile 018709 (room 0x1f),generic 0x1eadb0 (preset 0x2749)
1765,-11059,wall of tile 1C5F01 (room 0x0c),wall of tile 1CAD02 (room 0x0c)
-10857,-18818,wall of tile 285901 (room 0x05),door 0x1ebeb0 (preset 0x002d)
-10941,-18818,wall of tile 285902 (room 0x05),door 0x1ebeb0 (preset 0x002d)
-10941,-18825,wall of tile 32B002 (room 0x17),door 0x1ebeb0 (preset 0x002d)
-10941,-18825,wall of tile 32B002 (room 0x17),door 0x1ebeb0 (preset 0x002d)
-10857,-18825,wall of tile 32B001 (room 0x17),door 0x1ebeb0 (preset 0x002d)
-7006,-8007,wall of tile 281101 (room 0x08),door 0x1ebbb0 (preset 0x002a)
-6991,-7926,wall of tile 281102 (room 0x08),door 0x1ebbb0 (preset 0x002a)
-7006,-8007,wall of tile 27FB01 (room 0x1a),door 0x1ebbb0 (preset 0x002a)
-6984,-7928,wall of tile 27FB02 (room 0x1a),door 0x1ebbb0 (preset 0x002a)
9541,-14918,generic 0x1ea34c (preset 0x2789),aircraft 0x1ea3cc (preset 0x001f)
9541,-14908,generic 0x1ea34c (preset 0x2789),aircraft 0x1ea3cc (preset 0x001f)
-53,-2229,door 0x1ec6c0 (preset 0x0008),door 0x1ec7c0 (preset 0x0009)
-44,-2229,door 0x1ec6c0 (preset 0x0008),door 0x1ec7c0 (preset 0x0009)
0,-2247,door 0x1ec7c0 (preset 0x0009),door 0x1ecac0 (preset 0x000c)
0,-2247,door 0x1ec7c0 (preset 0x0009),door 0x1ecac0 (preset 0x000c)
0,-2247,door 0x1ec7c0 (preset 0x0009),door 0x1ecac0 (preset 0x000c)
0,-2247,door 0x1ec7c0 (preset 0x0009),door 0x1ecac0 (preset 0x000c)
-0,-2229,door 0x1ec7c0 (preset 0x0009),door 0x1ecac0 (preset 0x000c)
-0,-2229,door 0x1ec7c0 (preset 0x0009),door 0x1ecac0 (preset 0x000c)
-0,-2229,door 0x1ec7c0 (preset 0x0009),door 0x1ecac0 (preset 0x000c)
44,-2229,door 0x1ec9c0 (preset 0x000b),door 0x1ecac0 (preset 0x000c)
53,-2229,door 0x1ec9c0 (preset 0x000b),door 0x1ecac0 (preset 0x000c)
