between,and,width,kept,reason,because_of
wall of tile 01A218 (room 0x27),door 0x1ec4b0 (preset 0x0006),46.678,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 01511A (room 0x27)
wall of tile 015018 (room 0x27),wall of tile 00CB1A (room 0x26),33.006,no,the line between them touches another wall,wall of tile 015018 (room 0x27)
wall of tile 015018 (room 0x27),wall of tile 00CE1A (room 0x26),53.267,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 015018 (room 0x27),wall of tile 00CE1A (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00CB1A (room 0x26)
wall of tile 00CB1A (room 0x26),wall of tile 00CF1A (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00CE1A (room 0x26)
wall of tile 00CB19 (room 0x26),wall of tile 00CF19 (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00CE19 (room 0x26)
wall of tile 00CB19 (room 0x26),wall of tile 01A118 (room 0x27),33.006,no,the line between them touches another wall,wall of tile 01A118 (room 0x27)
wall of tile 00CE1A (room 0x26),wall of tile 00C51A (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00CF1A (room 0x26)
wall of tile 00CE19 (room 0x26),wall of tile 00C519 (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00CF19 (room 0x26)
wall of tile 00CE19 (room 0x26),wall of tile 01A118 (room 0x27),53.267,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00CE19 (room 0x26),wall of tile 01A118 (room 0x27),41.808,no,the line between them touches another wall,wall of tile 00CB19 (room 0x26)
wall of tile 00CF1A (room 0x26),wall of tile 00C81A (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00C51A (room 0x26)
wall of tile 00CF19 (room 0x26),wall of tile 00C819 (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00C519 (room 0x26)
wall of tile 00C51A (room 0x26),wall of tile 00C91A (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00C81A (room 0x26)
wall of tile 00C519 (room 0x26),wall of tile 00C919 (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00C819 (room 0x26)
wall of tile 00C81A (room 0x26),wall of tile 00D81A (room 0x26),39.608,no,the line between them touches another wall,wall of tile 00C91A (room 0x26)
wall of tile 00C819 (room 0x26),wall of tile 00D819 (room 0x26),39.608,no,the line between them touches another wall,wall of tile 00C919 (room 0x26)
wall of tile 00C91A (room 0x26),wall of tile 00DB1A (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00D81A (room 0x26)
wall of tile 00C919 (room 0x26),wall of tile 00DB19 (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00D819 (room 0x26)
wall of tile 00D81A (room 0x26),wall of tile 00DC1A (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00DB1A (room 0x26)
wall of tile 00D819 (room 0x26),wall of tile 00DC19 (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00DB19 (room 0x26)
wall of tile 00DB1A (room 0x26),wall of tile 00BB1A (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00DC1A (room 0x26)
wall of tile 00DB19 (room 0x26),wall of tile 00BB19 (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00DC19 (room 0x26)
wall of tile 00DC1A (room 0x26),wall of tile 00BE1A (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00BB1A (room 0x26)
wall of tile 00DC19 (room 0x26),wall of tile 00BE19 (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00BB19 (room 0x26)
wall of tile 00BB1A (room 0x26),wall of tile 00BF1A (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00BE1A (room 0x26)
wall of tile 00BB19 (room 0x26),wall of tile 00BF19 (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00BE19 (room 0x26)
wall of tile 00BE1A (room 0x26),wall of tile 00B31A (room 0x26),39.608,no,the line between them touches another wall,wall of tile 00BF1A (room 0x26)
wall of tile 00BE19 (room 0x26),wall of tile 00B319 (room 0x26),39.608,no,the line between them touches another wall,wall of tile 00BF19 (room 0x26)
wall of tile 00BF1A (room 0x26),wall of tile 00B71A (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00B31A (room 0x26)
wall of tile 00BF19 (room 0x26),wall of tile 00B719 (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00B319 (room 0x26)
wall of tile 00B31A (room 0x26),wall of tile 00B81A (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00B71A (room 0x26)
wall of tile 00B319 (room 0x26),wall of tile 00B819 (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00B719 (room 0x26)
wall of tile 00B71A (room 0x26),wall of tile 00B91A (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00B81A (room 0x26)
wall of tile 00B719 (room 0x26),wall of tile 00B919 (room 0x26),41.808,no,the line between them touches another wall,wall of tile 00B819 (room 0x26)
wall of tile 00B81A (room 0x26),wall of tile 00001A (room 0x25),41.808,no,the line between them touches another wall,wall of tile 00B91A (room 0x26)
wall of tile 00B819 (room 0x26),wall of tile 00E919 (room 0x25),41.808,no,the line between them touches another wall,wall of tile 00B919 (room 0x26)
wall of tile 00011A (room 0x24),wall of tile 014E1A (room 0x24),24.205,no,the line between them touches another wall,wall of tile 014E1A (room 0x24)
wall of tile 00011A (room 0x24),door 0x1ec5c0 (preset 0x0007),35.820,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00011A (room 0x24),door 0x1ec5c0 (preset 0x0007),41.808,no,the line between them touches another wall,door 0x1ec5c0 (preset 0x0007)
wall of tile 00011A (room 0x24),door 0x1ec5c0 (preset 0x0007),35.820,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1ec5c0 (preset 0x0007)
wall of tile 00011A (room 0x24),door 0x1ec5c0 (preset 0x0007),24.205,yes,,
wall of tile 00011A (room 0x24),door 0x1ec6c0 (preset 0x0008),45.363,yes,,
wall of tile 00011A (room 0x24),door 0x1ec6c0 (preset 0x0008),59.858,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1ec6c0 (preset 0x0008)
wall of tile 00011A (room 0x24),door 0x1ec6c0 (preset 0x0008),45.363,yes,,
wall of tile 014E1A (room 0x24),door 0x1ec5c0 (preset 0x0007),2.200,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 014E1A (room 0x24),door 0x1ec5c0 (preset 0x0007),50.610,no,the line between them touches another wall,door 0x1ec5c0 (preset 0x0007)
wall of tile 014E1A (room 0x24),door 0x1ec6c0 (preset 0x0008),41.808,yes,,
wall of tile 014E1A (room 0x24),door 0x1ec6c0 (preset 0x0008),41.808,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1ec6c0 (preset 0x0008)
wall of tile 014E1A (room 0x24),door 0x1ec6c0 (preset 0x0008),41.808,yes,,
wall of tile 014E1A (room 0x24),door 0x1ec5c0 (preset 0x0007),24.304,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 014E1A (room 0x24),door 0x1ec5c0 (preset 0x0007),41.808,no,the line between them touches another wall,door 0x1ec5c0 (preset 0x0007)
wall of tile 014E1A (room 0x24),door 0x1ec5c0 (preset 0x0007),35.820,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1ec5c0 (preset 0x0007)
wall of tile 014E1A (room 0x24),door 0x1ec5c0 (preset 0x0007),24.205,yes,,
wall of tile 014E1A (room 0x24),door 0x1ec6c0 (preset 0x0008),45.363,yes,,
wall of tile 014E1A (room 0x24),door 0x1ec6c0 (preset 0x0008),59.858,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1ec6c0 (preset 0x0008)
wall of tile 014E1A (room 0x24),door 0x1ec6c0 (preset 0x0008),45.363,yes,,
wall of tile 014F1A (room 0x24),door 0x1ec8c0 (preset 0x000a),37.472,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1ec8c0 (preset 0x000a)
wall of tile 014F1A (room 0x24),door 0x1ec8c0 (preset 0x000a),41.808,no,the line between them touches another wall,door 0x1ec8c0 (preset 0x000a)
wall of tile 014F1A (room 0x24),door 0x1ec8c0 (preset 0x000a),24.304,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 014F1A (room 0x24),door 0x1ec8c0 (preset 0x000a),24.205,yes,,
wall of tile 014F1A (room 0x24),door 0x1ec9c0 (preset 0x000b),46.261,yes,,
wall of tile 014F1A (room 0x24),door 0x1ec9c0 (preset 0x000b),46.261,yes,,
wall of tile 01021A (room 0x24),wall of tile 01521A (room 0x24),48.409,no,the line between them touches another wall,wall of tile 015219 (room 0x24)
wall of tile 01021A (room 0x24),door 0x1ec5c0 (preset 0x0007),33.080,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 01021A (room 0x24),door 0x1ec5c0 (preset 0x0007),33.006,no,the line between them touches another wall,wall of tile 014E1A (room 0x24)
wall of tile 01021A (room 0x24),door 0x1ec5c0 (preset 0x0007),50.610,no,the line between them touches another wall,wall of tile 014E1A (room 0x24)
wall of tile 01021A (room 0x24),door 0x1ec6c0 (preset 0x0008),45.363,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 014E1A (room 0x24)
wall of tile 01021A (room 0x24),door 0x1ec6c0 (preset 0x0008),45.363,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 014E1A (room 0x24)
wall of tile 01021A (room 0x24),door 0x1ec6c0 (preset 0x0008),53.267,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 014E1A (room 0x24)
wall of tile 010219 (room 0x24),wall of tile 01521A (room 0x24),48.409,no,the line between them touches another wall,wall of tile 01521A (room 0x24)
wall of tile 010219 (room 0x24),door 0x1ec8c0 (preset 0x000a),33.006,no,the line between them touches another wall,wall of tile 014F19 (room 0x24)
wall of tile 010219 (room 0x24),door 0x1ec8c0 (preset 0x000a),33.080,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 010219 (room 0x24),door 0x1ec8c0 (preset 0x000a),50.610,no,the line between them touches another wall,wall of tile 014F19 (room 0x24)
wall of tile 010219 (room 0x24),door 0x1ec9c0 (preset 0x000b),47.399,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 014F19 (room 0x24)
wall of tile 010219 (room 0x24),door 0x1ec9c0 (preset 0x000b),47.399,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 014F19 (room 0x24)
wall of tile 010219 (room 0x24),door 0x1ec9c0 (preset 0x000b),55.011,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 014F19 (room 0x24)
wall of tile 014F19 (room 0x24),wall of tile 00E819 (room 0x24),24.205,no,the line between them touches another wall,wall of tile 014F1A (room 0x24)
wall of tile 014F19 (room 0x24),door 0x1ec8c0 (preset 0x000a),52.810,no,the line between them touches another wall,door 0x1ec8c0 (preset 0x000a)
wall of tile 014F19 (room 0x24),door 0x1ec8c0 (preset 0x000a),2.200,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 014F19 (room 0x24),door 0x1ec9c0 (preset 0x000b),44.009,yes,,
wall of tile 014F19 (room 0x24),door 0x1ec9c0 (preset 0x000b),44.009,yes,,
wall of tile 014F19 (room 0x24),door 0x1ec9c0 (preset 0x000b),44.009,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1ec9c0 (preset 0x000b)
wall of tile 00E819 (room 0x24),door 0x1ec8c0 (preset 0x000a),37.472,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1ec8c0 (preset 0x000a)
wall of tile 00E819 (room 0x24),door 0x1ec8c0 (preset 0x000a),41.808,no,the line between them touches another wall,door 0x1ec8c0 (preset 0x000a)
wall of tile 00E819 (room 0x24),door 0x1ec8c0 (preset 0x000a),35.820,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 00E819 (room 0x24),door 0x1ec8c0 (preset 0x000a),24.205,yes,,
wall of tile 00E819 (room 0x24),door 0x1ec9c0 (preset 0x000b),46.261,yes,,
wall of tile 00E819 (room 0x24),door 0x1ec9c0 (preset 0x000b),46.261,yes,,
wall of tile 26CB01 (room 0x0f),wall of tile 1DE302 (room 0x0f),57.211,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 26CB01 (room 0x0f),wall of tile 1DDF01 (room 0x0f),41.808,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 26CB01 (room 0x0f),wall of tile 1DDF01 (room 0x0f),57.211,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 26CB01 (room 0x0f),wall of tile 1DC701 (room 0x0f),57.211,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 26CB01 (room 0x0f),door 0x1ec4b0 (preset 0x0006),17.603,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 26CB01 (room 0x0f),door 0x1ec4b0 (preset 0x0006),17.603,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 26CB01 (room 0x0f),door 0x1ec4b0 (preset 0x0006),0.000,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 016619 (room 0x27)
wall of tile 26CB01 (room 0x0f),door 0x1ec4b0 (preset 0x0006),0.000,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1ec4b0 (preset 0x0006)
wall of tile 26CB02 (room 0x0f),wall of tile 1DDC01 (room 0x0f),57.211,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 26CB02 (room 0x0f),wall of tile 1DDF02 (room 0x0f),57.211,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 26CB02 (room 0x0f),wall of tile 1DDF01 (room 0x0f),41.808,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 26CB02 (room 0x0f),wall of tile 1DC802 (room 0x0f),57.211,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 26CB02 (room 0x0f),door 0x1ec4b0 (preset 0x0006),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 26CB02 (room 0x0f),door 0x1ec4b0 (preset 0x0006),17.603,no,the line between them touches another wall,door 0x1ec4b0 (preset 0x0006)
wall of tile 26CB02 (room 0x0f),door 0x1ec4b0 (preset 0x0006),0.000,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1ec4b0 (preset 0x0006)
wall of tile 1DD201 (room 0x0f),wall of tile 1DC201 (room 0x0f),43.343,no,the line between them touches another wall,wall of tile 1DC301 (room 0x0f)
wall of tile 1DD201 (room 0x0f),wall of tile 1DE302 (room 0x0f),53.215,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DD201 (room 0x0f),wall of tile 1DDF01 (room 0x0f),53.215,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DD201 (room 0x0f),wall of tile 1DC701 (room 0x0f),53.215,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DD201 (room 0x0f),door 0x1ec4b0 (preset 0x0006),53.267,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 26CB01 (room 0x0f)
wall of tile 1DD201 (room 0x0f),door 0x1ec4b0 (preset 0x0006),53.267,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 26CB01 (room 0x0f)
wall of tile 1DD202 (room 0x0f),wall of tile 1DC202 (room 0x0f),43.343,no,the line between them touches another wall,wall of tile 1DC302 (room 0x0f)
wall of tile 1DD202 (room 0x0f),wall of tile 1DDC01 (room 0x0f),53.215,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DD202 (room 0x0f),wall of tile 1DDF02 (room 0x0f),53.215,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DD202 (room 0x0f),wall of tile 1DC802 (room 0x0f),53.215,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DD202 (room 0x0f),door 0x1ec4b0 (preset 0x0006),53.267,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 26CB02 (room 0x0f)
wall of tile 1DD202 (room 0x0f),door 0x1ec4b0 (preset 0x0006),53.267,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DD202 (room 0x0f),door 0x1ec4b0 (preset 0x0006),53.267,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 26CB02 (room 0x0f)
wall of tile 1DC301 (room 0x0f),wall of tile 1DBF01 (room 0x0f),44.555,no,the line between them touches another wall,wall of tile 1DC201 (room 0x0f)
wall of tile 1DC301 (room 0x0f),wall of tile 1DE302 (room 0x0f),52.303,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DC301 (room 0x0f),wall of tile 1DDF01 (room 0x0f),41.808,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DC301 (room 0x0f),wall of tile 1DDF01 (room 0x0f),59.126,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DC301 (room 0x0f),wall of tile 1DC701 (room 0x0f),52.303,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DC302 (room 0x0f),wall of tile 1DBF02 (room 0x0f),44.555,no,the line between them touches another wall,wall of tile 1DC202 (room 0x0f)
wall of tile 1DC302 (room 0x0f),wall of tile 1DDC01 (room 0x0f),52.303,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DC302 (room 0x0f),wall of tile 1DDF02 (room 0x0f),59.126,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DC302 (room 0x0f),wall of tile 1DDF01 (room 0x0f),41.808,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DC302 (room 0x0f),wall of tile 1DC802 (room 0x0f),52.303,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DC201 (room 0x0f),wall of tile 1DE302 (room 0x0f),52.303,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DC201 (room 0x0f),wall of tile 1DC701 (room 0x0f),52.303,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DC202 (room 0x0f),wall of tile 1DDC01 (room 0x0f),52.303,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DC202 (room 0x0f),wall of tile 1DC802 (room 0x0f),52.303,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DBF01 (room 0x0f),wall of tile 03C900 (room 0x0f),57.211,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 1DE302 (room 0x0f)
wall of tile 1DBF01 (room 0x0f),wall of tile 1DE302 (room 0x0f),53.041,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DBF01 (room 0x0f),wall of tile 1DE302 (room 0x0f),57.211,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DBF01 (room 0x0f),wall of tile 1DC701 (room 0x0f),53.041,yes,,
wall of tile 1DBF02 (room 0x0f),wall of tile 1DDC01 (room 0x0f),53.041,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DBF02 (room 0x0f),wall of tile 1DDC02 (room 0x0f),57.211,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DBF02 (room 0x0f),wall of tile 1DC802 (room 0x0f),53.041,yes,,
wall of tile 1DBF02 (room 0x0f),wall of tile 03D100 (room 0x0f),57.211,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 1DDC01 (room 0x0f)
wall of tile 1DC702 (room 0x0f),wall of tile 03C900 (room 0x0f),57.211,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 1DE302 (room 0x0f)
wall of tile 1DC702 (room 0x0f),wall of tile 1DE302 (room 0x0f),53.041,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DC702 (room 0x0f),wall of tile 1DE302 (room 0x0f),57.211,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DC702 (room 0x0f),wall of tile 1DDF01 (room 0x0f),53.041,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 1DC702 (room 0x0f),wall of tile 1DC701 (room 0x0f),53.041,yes,,
wall of tile 1DC702 (room 0x0f),door 0x1ec4b0 (preset 0x0006),53.267,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 1DC702 (room 0x0f),door 0x1ec4b0 (preset 0x0006),53.267,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 114600 (room 0x05),wall of tile 27F400 (room 0x18),7.466,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 114600 (room 0x05),wall of tile 27F400 (room 0x18),7.466,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 114600 (room 0x05),wall of tile 268902 (room 0x18),8.195,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 115B00 (room 0x05),wall of tile 280901 (room 0x05),23.658,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 115B00 (room 0x05),wall of tile 27F301 (room 0x18),24.305,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 115B00 (room 0x05),wall of tile 27F400 (room 0x18),15.503,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 115B00 (room 0x05),wall of tile 27F400 (room 0x18),15.503,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 115B00 (room 0x05),door 0x1ebdb0 (preset 0x002c),23.086,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 31AD00 (room 0x05)
wall of tile 115B00 (room 0x05),door 0x1ebdb0 (preset 0x002c),22.960,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 115B00 (room 0x05),door 0x1ebdb0 (preset 0x002c),22.960,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 115B00 (room 0x05),door 0x1ebdb0 (preset 0x002c),24.358,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 31AD00 (room 0x05),wall of tile 27F301 (room 0x18),6.946,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 31AD00 (room 0x05),wall of tile 27F400 (room 0x18),14.751,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 31AD00 (room 0x05),door 0x1ebdb0 (preset 0x002c),2.130,no,the line between them touches another wall,door 0x1ebdb0 (preset 0x002c)
wall of tile 31AD00 (room 0x05),door 0x1ebdb0 (preset 0x002c),0.037,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 31AD00 (room 0x05),door 0x1ebdb0 (preset 0x002c),7.079,no,the line between them touches another wall,door 0x1ebdb0 (preset 0x002c)
wall of tile 280901 (room 0x05),wall of tile 27F400 (room 0x18),7.832,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 280901 (room 0x05),door 0x1ebdb0 (preset 0x002c),2.161,no,the line between them touches another wall,door 0x1ebdb0 (preset 0x002c)
wall of tile 280901 (room 0x05),door 0x1ebdb0 (preset 0x002c),0.736,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 280901 (room 0x05),door 0x1ebdb0 (preset 0x002c),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 280901 (room 0x05),door 0x1ebdb0 (preset 0x002c),0.160,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
