x,z,between,and
5954,-19265,wall of tile 279500 (room 0x1d),generic 0x1dd848 (preset 0x275f)
6258,-19720,wall of tile 279000 (room 0x1d),generic 0x1dd7c8 (preset 0x275e)
5895,-19564,wall of tile 198200 (room 0x1d),generic 0x1dd848 (preset 0x275f)
9385,-15601,wall of tile 31CD00 (room 0x09),door 0x1e0b10 (preset 0x0024)
9385,-15601,wall of tile 31CD00 (room 0x09),door 0x1e0b10 (preset 0x0024)
9385,-15517,wall of tile 282402 (room 0x09),door 0x1e0b10 (preset 0x0024)
9392,-15601,wall of tile 27E501 (room 0x1c),door 0x1e0b10 (preset 0x0024)
9392,-15601,wall of tile 27E501 (room 0x1c),door 0x1e0b10 (preset 0x0024)
9391,-15517,wall of tile 27E502 (room 0x1c),door 0x1e0b10 (preset 0x0024)
8287,-15610,wall of tile 282001 (room 0x09),door 0x1e0a10 (preset 0x0023)
8286,-15693,wall of tile 282002 (room 0x09),door 0x1e0a10 (preset 0x0023)
8282,-15610,wall of tile 27EA01 (room 0x1b),door 0x1e0a10 (preset 0x0023)
8282,-15610,wall of tile 27EA01 (room 0x1b),door 0x1e0a10 (preset 0x0023)
8282,-15693,wall of tile 27EA02 (room 0x1b),door 0x1e0a10 (preset 0x0023)
-7763,-13585,wall of tile 280D01 (room 0x07),door 0x1e0d10 (preset 0x0026)
-7706,-13645,wall of tile 280D02 (room 0x07),door 0x1e0d10 (preset 0x0026)
-7768,-13590,wall of tile 27F701 (room 0x19),door 0x1e0d10 (preset 0x0026)
-7710,-13649,wall of tile 27F702 (room 0x19),door 0x1e0d10 (preset 0x0026)
2387,-10811,wall of tile 04AE00 (room 0x0c),door 0x1e1310 (preset 0x002a)
2570,-10820,wall of tile 01F109 (room 0x20),door 0x1e1410 (preset 0x002b)
2570,-10811,wall of tile 01F109 (room 0x20),door 0x1e1410 (preset 0x002b)
2387,-10819,wall of tile 01F10A (room 0x20),door 0x1e1310 (preset 0x002a)
2163,-11134,wall of tile 00CB0A (room 0x20),door 0x1e1210 (preset 0x002e)
2163,-11233,wall of tile 00CB09 (room 0x20),door 0x1e1210 (preset 0x002e)
2163,-11233,wall of tile 00CB09 (room 0x20),door 0x1e1210 (preset 0x002e)
1666,-11075,wall of tile 01E60A (room 0x20),door 0x1e1110 (preset 0x002d)
1765,-11075,wall of tile 01E609 (room 0x20),door 0x1e1110 (preset 0x002d)
1765,-11059,wall of tile 1C9701 (room 0x0c),door 0x1e1110 (preset 0x002d)
1666,-11059,wall of tile 1C9702 (room 0x0c),door 0x1e1110 (preset 0x002d)
2486,-10811,wall of tile 1C9802 (room 0x0c),door 0x1e1010 (preset 0x002c)
2387,-10811,wall of tile 1C9802 (room 0x0c),door 0x1e1010 (preset 0x002c)
2387,-10826,wall of tile 01EB0A (room 0x1f),door 0x1e1010 (preset 0x002c)
2486,-10826,wall of tile 01EB09 (room 0x1f),door 0x1e1010 (preset 0x002c)
2179,-11233,wall of tile 01740A (room 0x1f),door 0x1e1210 (preset 0x002e)
2179,-11134,wall of tile 017409 (room 0x1f),door 0x1e1210 (preset 0x002e)
2179,-11134,wall of tile 017409 (room 0x1f),door 0x1e1210 (preset 0x002e)
2660,-11207,wall of tile 018709 (room 0x1f),monitor 0x1ddb2c (preset 0x2741)
2660,-11128,wall of tile 018709 (room 0x1f),monitor 0x1ddb2c (preset 0x2741)
1765,-11059,wall of tile 1C5F01 (room 0x0c),wall of tile 1CAD02 (room 0x0c)
-10857,-18818,wall of tile 285901 (room 0x05),door 0x1e0f10 (preset 0x0028)
-10941,-18818,wall of tile 285902 (room 0x05),door 0x1e0f10 (preset 0x0028)
-10941,-18825,wall of tile 32B002 (room 0x17),door 0x1e0f10 (preset 0x0028)
-10941,-18825,wall of tile 32B002 (room 0x17),door 0x1e0f10 (preset 0x0028)
-10857,-18825,wall of tile 32B001 (room 0x17),door 0x1e0f10 (preset 0x0028)
-7006,-8007,wall of tile 281101 (room 0x08),door 0x1e0c10 (preset 0x0025)
-6991,-7926,wall of tile 281102 (room 0x08),door 0x1e0c10 (preset 0x0025)
-7006,-8007,wall of tile 27FB01 (room 0x1a),door 0x1e0c10 (preset 0x0025)
-6984,-7928,wall of tile 27FB02 (room 0x1a),door 0x1e0c10 (preset 0x0025)
6009,-19667,generic 0x1dd0c8 (preset 0x2761),generic 0x1dd148 (preset 0x2760)
6028,-19560,generic 0x1dd0c8 (preset 0x2761),generic 0x1dd148 (preset 0x2760)
-11922,-14804,generic 0x1ddfe8 (preset 0x2746),generic 0x1de0e8 (preset 0x2747)
-11931,-14751,generic 0x1ddfe8 (preset 0x2746),generic 0x1de0e8 (preset 0x2747)
-11845,-14811,generic 0x1ddfe8 (preset 0x2746),generic 0x1de0e8 (preset 0x2747)
-11836,-14809,generic 0x1ddfe8 (preset 0x2746),generic 0x1de0e8 (preset 0x2747)
-11830,-14745,generic 0x1ddfe8 (preset 0x2746),generic 0x1de0e8 (preset 0x2747)
-11835,-14711,generic 0x1ddfe8 (preset 0x2746),generic 0x1de0e8 (preset 0x2747)
-11850,-14710,generic 0x1ddfe8 (preset 0x2746),generic 0x1de0e8 (preset 0x2747)
-11928,-14723,generic 0x1ddfe8 (preset 0x2746),generic 0x1de0e8 (preset 0x2747)
-11771,-14776,generic 0x1de068 (preset 0x2749),generic 0x1de168 (preset 0x2748)
-11792,-14750,generic 0x1de068 (preset 0x2749),generic 0x1de168 (preset 0x2748)
-11730,-14779,generic 0x1de068 (preset 0x2749),generic 0x1de168 (preset 0x2748)
-11692,-14748,generic 0x1de068 (preset 0x2749),generic 0x1de168 (preset 0x2748)
-11689,-14715,generic 0x1de068 (preset 0x2749),generic 0x1de168 (preset 0x2748)
-11720,-14678,generic 0x1de068 (preset 0x2749),generic 0x1de168 (preset 0x2748)
-11758,-14675,generic 0x1de068 (preset 0x2749),generic 0x1de168 (preset 0x2748)
-11788,-14699,generic 0x1de068 (preset 0x2749),generic 0x1de168 (preset 0x2748)
-6623,-7973,generic 0x1de450 (preset 0x274d),generic 0x1de4d0 (preset 0x274e)
-6632,-7921,generic 0x1de450 (preset 0x274d),generic 0x1de4d0 (preset 0x274e)
-6548,-7980,generic 0x1de450 (preset 0x274d),generic 0x1de4d0 (preset 0x274e)
-6536,-7978,generic 0x1de450 (preset 0x274d),generic 0x1de4d0 (preset 0x274e)
-6530,-7921,generic 0x1de450 (preset 0x274d),generic 0x1de4d0 (preset 0x274e)
-6537,-7879,generic 0x1de450 (preset 0x274d),generic 0x1de4d0 (preset 0x274e)
-6549,-7878,generic 0x1de450 (preset 0x274d),generic 0x1de4d0 (preset 0x274e)
-6629,-7892,generic 0x1de450 (preset 0x274d),generic 0x1de4d0 (preset 0x274e)
-6740,-8342,generic 0x1de550 (preset 0x274f),generic 0x1de5d0 (preset 0x2750)
-6700,-8346,generic 0x1de550 (preset 0x274f),generic 0x1de5d0 (preset 0x2750)
-6664,-8316,generic 0x1de550 (preset 0x274f),generic 0x1de5d0 (preset 0x2750)
-6661,-8281,generic 0x1de550 (preset 0x274f),generic 0x1de5d0 (preset 0x2750)
-6690,-8246,generic 0x1de550 (preset 0x274f),generic 0x1de5d0 (preset 0x2750)
-6733,-8243,generic 0x1de550 (preset 0x274f),generic 0x1de5d0 (preset 0x2750)
-6764,-8313,generic 0x1de550 (preset 0x274f),generic 0x1de5d0 (preset 0x2750)
-6760,-8265,generic 0x1de550 (preset 0x274f),generic 0x1de5d0 (preset 0x2750)
5400,-18785,safe 0x1de78c (preset 0x2759),door 0x1de80c (preset 0x004a)
5400,-18785,safe 0x1de78c (preset 0x2759),door 0x1de80c (preset 0x004a)
5296,-18785,safe 0x1de78c (preset 0x2759),door 0x1de80c (preset 0x004a)
