x,z,between,and
-1502,-1484,wall of tile 01EF10 (room 0x30),door 0x1d24c8 (preset 0x007b)
-1515,-2780,wall of tile 01DB12 (room 0x31),door 0x1d37c8 (preset 0x0083)
-1515,-2780,wall of tile 01DB12 (room 0x31),door 0x1d37c8 (preset 0x0083)
-1502,-2780,wall of tile 01DB12 (room 0x31),door 0x1d37c8 (preset 0x0083)
-1502,-2780,wall of tile 01DB12 (room 0x31),door 0x1d37c8 (preset 0x0083)
-2816,-3083,wall of tile 01B810 (room 0x2b),door 0x1d30c8 (preset 0x0082)
-2817,-3082,wall of tile 01B610 (room 0x2e),door 0x1d30c8 (preset 0x0082)
-2818,-3082,wall of tile 00D118 (room 0x36),door 0x1d35c8 (preset 0x00c8)
-2816,-3084,wall of tile 069718 (room 0x3a),door 0x1d35c8 (preset 0x00c8)
-2816,-3378,wall of tile 069918 (room 0x3a),door 0x1d36c8 (preset 0x00c9)
-2816,-3378,wall of tile 069918 (room 0x3a),door 0x1d36c8 (preset 0x00c9)
-2828,-3378,wall of tile 00D71A (room 0x34),door 0x1d36c8 (preset 0x00c9)
-2816,-3378,wall of tile 00D71A (room 0x34),door 0x1d36c8 (preset 0x00c9)
-2816,-3378,wall of tile 00D71A (room 0x34),door 0x1d36c8 (preset 0x00c9)
-2534,-3877,wall of tile 069B18 (room 0x3a),door 0x1d32c8 (preset 0x00c5)
-2534,-3877,wall of tile 069B18 (room 0x3a),door 0x1d32c8 (preset 0x00c5)
-2534,-3887,wall of tile 00F118 (room 0x33),door 0x1d32c8 (preset 0x00c5)
-1508,-3862,wall of tile 06FA1A (room 0x3a),door 0x1d3ac8 (preset 0x00ca)
-1502,-3862,wall of tile 06FA1A (room 0x3a),door 0x1d3ac8 (preset 0x00ca)
-1502,-3862,wall of tile 06FA1A (room 0x3a),door 0x1d3ac8 (preset 0x00ca)
-1508,-3629,wall of tile 06FA19 (room 0x3a),door 0x1d3bc8 (preset 0x00cb)
-1502,-3629,wall of tile 06FA19 (room 0x3a),door 0x1d3bc8 (preset 0x00cb)
-1508,-3629,wall of tile 06FA19 (room 0x3a),door 0x1d3bc8 (preset 0x00cb)
-1502,-2143,wall of tile 06431A (room 0x38),door 0x1d3cc8 (preset 0x00cc)
-1502,-2143,wall of tile 08091A (room 0x39),door 0x1d3cc8 (preset 0x00cc)
-2573,-1894,wall of tile 079D1A (room 0x39),wall of tile 04AB22 (room 0x3d)
-1509,-1930,wall of tile 08111A (room 0x39),door 0x1d3dc8 (preset 0x00cd)
-1502,-1930,wall of tile 063B1A (room 0x38),door 0x1d3dc8 (preset 0x00cd)
-1502,-1484,wall of tile 011E18 (room 0x38),door 0x1d26c8 (preset 0x012c)
-1502,-1484,wall of tile 011E18 (room 0x38),door 0x1d26c8 (preset 0x012c)
-1395,-1471,wall of tile 10A40A (room 0x0c),door 0x1d26c8 (preset 0x012c)
-1395,-1484,wall of tile 011D18 (room 0x38),door 0x1d26c8 (preset 0x012c)
-1502,-1471,wall of tile 10A409 (room 0x0c),door 0x1d26c8 (preset 0x012c)
-1502,-1484,wall of tile 10A409 (room 0x0c),door 0x1d26c8 (preset 0x012c)
-1502,-1471,wall of tile 10A409 (room 0x0c),door 0x1d26c8 (preset 0x012c)
-1340,-1395,wall of tile 10E008 (room 0x0c),door 0x1d3fc8 (preset 0x0132)
-1340,-1395,wall of tile 10E008 (room 0x0c),door 0x1d3fc8 (preset 0x0132)
-1537,-40,wall of tile 1A260A (room 0x17),generic 0x1cceec (preset 0x2809)
-1537,-40,wall of tile 1A260A (room 0x17),generic 0x1ccf6c (preset 0x280a)
-1549,-18,wall of tile 1A2C08 (room 0x17),generic 0x1cceec (preset 0x2809)
-1549,-18,wall of tile 1A2C08 (room 0x17),generic 0x1ccf6c (preset 0x280a)
-1845,124,wall of tile 1A0D0A (room 0x17),door 0x1d27c8 (preset 0x012d)
-1845,124,wall of tile 1A0D0A (room 0x17),door 0x1d27c8 (preset 0x012d)
-1845,124,wall of tile 1A0D0A (room 0x17),door 0x1d27c8 (preset 0x012d)
-1845,18,wall of tile 1A0D09 (room 0x17),door 0x1d27c8 (preset 0x012d)
-1845,18,wall of tile 1A0D09 (room 0x17),door 0x1d27c8 (preset 0x012d)
-1859,18,wall of tile 0BEB08 (room 0x14),door 0x1d27c8 (preset 0x012d)
-1859,18,wall of tile 0BEB08 (room 0x14),door 0x1d27c8 (preset 0x012d)
-697,600,wall of tile 0BC608 (room 0x1a),generic 0x1cc16c (preset 0x27e3)
-697,695,wall of tile 0BC608 (room 0x1a),generic 0x1cc16c (preset 0x27e3)
-697,1075,wall of tile 0BA608 (room 0x23),generic 0x1cc1ec (preset 0x27e4)
-697,1170,wall of tile 0BA608 (room 0x23),generic 0x1cc1ec (preset 0x27e4)
-697,1095,wall of tile 0BA608 (room 0x23),generic 0x1cc3ec (preset 0x27e8)
-697,1173,wall of tile 0BA608 (room 0x23),generic 0x1cc3ec (preset 0x27e8)
-679,1322,wall of tile 1AFC08 (room 0x22),door 0x1d2ac8 (preset 0x0130)
-679,1322,wall of tile 1AFC08 (room 0x22),door 0x1d2ac8 (preset 0x0130)
-679,1216,wall of tile 1AFC08 (room 0x22),door 0x1d2ac8 (preset 0x0130)
-679,1216,wall of tile 1AFC08 (room 0x22),door 0x1d2ac8 (preset 0x0130)
-679,1216,wall of tile 0BD10A (room 0x16),door 0x1d2ac8 (preset 0x0130)
-679,1216,wall of tile 0BD10A (room 0x16),door 0x1d2ac8 (preset 0x0130)
-665,1216,wall of tile 0BD10A (room 0x16),door 0x1d2ac8 (preset 0x0130)
-665,1216,wall of tile 0BD10A (room 0x16),door 0x1d2ac8 (preset 0x0130)
-665,1322,wall of tile 0BD109 (room 0x16),door 0x1d2ac8 (preset 0x0130)
-665,1322,wall of tile 0BD109 (room 0x16),door 0x1d2ac8 (preset 0x0130)
-679,1322,wall of tile 0BD109 (room 0x16),door 0x1d2ac8 (preset 0x0130)
-370,1216,wall of tile 107009 (room 0x16),door 0x1d29c8 (preset 0x012f)
-370,1216,wall of tile 107009 (room 0x16),door 0x1d29c8 (preset 0x012f)
-357,1216,wall of tile 107009 (room 0x16),door 0x1d29c8 (preset 0x012f)
-370,1322,wall of tile 10700A (room 0x16),door 0x1d29c8 (preset 0x012f)
-357,1322,wall of tile 10700A (room 0x16),door 0x1d29c8 (preset 0x012f)
-357,1322,wall of tile 10700A (room 0x16),door 0x1d29c8 (preset 0x012f)
-370,1322,wall of tile 10700A (room 0x16),door 0x1d29c8 (preset 0x012f)
-357,1216,wall of tile 1A210A (room 0x0e),door 0x1d29c8 (preset 0x012f)
-357,1322,wall of tile 1A210A (room 0x0e),door 0x1d29c8 (preset 0x012f)
-357,1322,wall of tile 1A210A (room 0x0e),door 0x1d29c8 (preset 0x012f)
-320,1130,wall of tile 1B0409 (room 0x0e),generic 0x1d14f0 (preset 0x27f8)
-320,1121,wall of tile 1B0308 (room 0x0e),generic 0x1d14f0 (preset 0x27f8)
-626,215,wall of tile 019E0A (room 0x29),wall of tile 092308 (room 0x2a)
-304,858,wall of tile 1A1E09 (room 0x0b),door 0x1d28c8 (preset 0x012e)
-304,845,wall of tile 1A1E09 (room 0x0b),door 0x1d28c8 (preset 0x012e)
-304,845,wall of tile 1A1E09 (room 0x0b),door 0x1d28c8 (preset 0x012e)
-304,858,wall of tile 1A1E09 (room 0x0b),door 0x1d28c8 (preset 0x012e)
-393,1448,wall of tile 1AA40A (room 0x0a),door 0x1d40c8 (preset 0x0133)
-393,1448,wall of tile 1AA40A (room 0x0a),door 0x1d40c8 (preset 0x0133)
-393,1251,wall of tile 1AA409 (room 0x0a),door 0x1d40c8 (preset 0x0133)
-393,1251,wall of tile 1AA409 (room 0x0a),door 0x1d40c8 (preset 0x0133)
-406,1448,wall of tile 015228 (room 0x3e),door 0x1d40c8 (preset 0x0133)
-393,1448,wall of tile 015228 (room 0x3e),door 0x1d40c8 (preset 0x0133)
-406,1448,wall of tile 015228 (room 0x3e),door 0x1d40c8 (preset 0x0133)
-406,1251,wall of tile 015128 (room 0x3e),door 0x1d40c8 (preset 0x0133)
-406,1251,wall of tile 015128 (room 0x3e),door 0x1d40c8 (preset 0x0133)
-393,1251,wall of tile 015128 (room 0x3e),door 0x1d40c8 (preset 0x0133)
-1612,1227,wall of tile 1B1308 (room 0x10),generic 0x1ccb6c (preset 0x2800)
-1617,1243,wall of tile 1B1308 (room 0x10),generic 0x1ccb6c (preset 0x2800)
-1859,1278,wall of tile 1B1408 (room 0x10),generic 0x1d1c30 (preset 0x2816)
-1884,1279,wall of tile 1B1408 (room 0x10),generic 0x1d1c30 (preset 0x2816)
-1853,1278,wall of tile 1B1408 (room 0x10),generic 0x1d1cb0 (preset 0x2817)
-1798,1275,wall of tile 1B1408 (room 0x10),generic 0x1d1cb0 (preset 0x2817)
-357,-1395,wall of tile 1AF408 (room 0x0d),door 0x1d3ec8 (preset 0x0131)
-370,-1395,wall of tile 009730 (room 0x3f),door 0x1d3ec8 (preset 0x0131)
-370,-1395,wall of tile 009730 (room 0x3f),door 0x1d3ec8 (preset 0x0131)
-357,-1395,wall of tile 009730 (room 0x3f),door 0x1d3ec8 (preset 0x0131)
-1340,-1395,wall of tile 009132 (room 0x3f),door 0x1d3fc8 (preset 0x0132)
-1340,-1395,wall of tile 009132 (room 0x3f),door 0x1d3fc8 (preset 0x0132)
-1326,-1395,wall of tile 009132 (room 0x3f),door 0x1d3fc8 (preset 0x0132)
-1326,-1395,wall of tile 009132 (room 0x3f),door 0x1d3fc8 (preset 0x0132)
-304,-1471,wall of tile 110D09 (room 0x0d),door 0x1d25c8 (preset 0x012b)
-304,-1484,wall of tile 110D09 (room 0x0d),door 0x1d25c8 (preset 0x012b)
-304,-1471,wall of tile 110D09 (room 0x0d),door 0x1d25c8 (preset 0x012b)
-304,-1484,wall of tile 009118 (room 0x37),door 0x1d25c8 (preset 0x012b)
-304,-1484,wall of tile 009118 (room 0x37),door 0x1d25c8 (preset 0x012b)
197,-2895,wall of tile 01791A (room 0x37),glass 0x1d42c8 (preset 0x2719)
197,-2895,wall of tile 01791A (room 0x37),glass 0x1d42c8 (preset 0x2719)
197,-2895,wall of tile 01791A (room 0x37),glass 0x1d42c8 (preset 0x2719)
197,-2895,wall of tile 01791A (room 0x37),glass 0x1d4548 (preset 0x2718)
197,-2895,wall of tile 01791A (room 0x37),glass 0x1d4548 (preset 0x2718)
197,-2895,wall of tile 01791A (room 0x37),glass 0x1d4548 (preset 0x2718)
197,-2467,wall of tile 017019 (room 0x37),glass 0x1d4348 (preset 0x271a)
197,-2467,wall of tile 017019 (room 0x37),glass 0x1d4348 (preset 0x271a)
197,-2467,wall of tile 017019 (room 0x37),glass 0x1d4348 (preset 0x271a)
197,-2573,wall of tile 01701A (room 0x37),glass 0x1d4348 (preset 0x271a)
197,-2573,wall of tile 01701A (room 0x37),glass 0x1d4348 (preset 0x271a)
197,-2573,wall of tile 01701A (room 0x37),glass 0x1d4348 (preset 0x271a)
197,-2145,wall of tile 015E1A (room 0x37),glass 0x1d43c8 (preset 0x271b)
197,-2145,wall of tile 015E1A (room 0x37),glass 0x1d43c8 (preset 0x271b)
197,-2145,wall of tile 015E1A (room 0x37),glass 0x1d43c8 (preset 0x271b)
-1502,-2780,wall of tile 04A511 (room 0x32),door 0x1d37c8 (preset 0x0083)
-1502,-2780,wall of tile 04A511 (room 0x32),door 0x1d37c8 (preset 0x0083)
-517,-1866,wall of tile 050512 (room 0x32),door 0x1d38c8 (preset 0x0084)
-517,-1866,wall of tile 050512 (room 0x32),door 0x1d38c8 (preset 0x0084)
-517,-1866,wall of tile 050512 (room 0x32),door 0x1d38c8 (preset 0x0084)
-517,-1853,wall of tile 050512 (room 0x32),door 0x1d38c8 (preset 0x0084)
-517,-1853,wall of tile 017110 (room 0x30),door 0x1d38c8 (preset 0x0084)
-517,-1853,wall of tile 017110 (room 0x30),door 0x1d38c8 (preset 0x0084)
-393,-1618,wall of tile 04D310 (room 0x30),door 0x1d39c8 (preset 0x0085)
-393,-1618,wall of tile 04D310 (room 0x30),door 0x1d39c8 (preset 0x0085)
-2816,-3887,wall of tile 03CC10 (room 0x2b),door 0x1d2ec8 (preset 0x007f)
-2816,-3877,wall of tile 03CC10 (room 0x2b),door 0x1d2ec8 (preset 0x007f)
-2816,-3887,wall of tile 039B10 (room 0x2d),door 0x1d2ec8 (preset 0x007f)
-2360,-3877,wall of tile 01BB10 (room 0x2b),door 0x1d2bc8 (preset 0x007c)
-2360,-3877,wall of tile 01BB10 (room 0x2b),door 0x1d2bc8 (preset 0x007c)
-2360,-3887,wall of tile 01C610 (room 0x2d),door 0x1d2bc8 (preset 0x007c)
197,-2895,wall of tile 022312 (room 0x2f),glass 0x1d42c8 (preset 0x2719)
197,-2895,wall of tile 022312 (room 0x2f),glass 0x1d42c8 (preset 0x2719)
197,-2895,wall of tile 022312 (room 0x2f),glass 0x1d42c8 (preset 0x2719)
197,-2895,wall of tile 022312 (room 0x2f),glass 0x1d4548 (preset 0x2718)
197,-2895,wall of tile 022312 (room 0x2f),glass 0x1d4548 (preset 0x2718)
197,-2895,wall of tile 022312 (room 0x2f),glass 0x1d4548 (preset 0x2718)
197,-2467,wall of tile 021A11 (room 0x2f),glass 0x1d44c8 (preset 0x2717)
197,-2467,wall of tile 021A11 (room 0x2f),glass 0x1d44c8 (preset 0x2717)
197,-2467,wall of tile 021A11 (room 0x2f),glass 0x1d44c8 (preset 0x2717)
197,-2573,wall of tile 021A12 (room 0x2f),glass 0x1d44c8 (preset 0x2717)
197,-2573,wall of tile 021A12 (room 0x2f),glass 0x1d44c8 (preset 0x2717)
197,-2573,wall of tile 021A12 (room 0x2f),glass 0x1d44c8 (preset 0x2717)
-493,858,generic 0x1cbf6c (preset 0x27df),generic 0x1cbfec (preset 0x27e0)
-493,896,generic 0x1cbf6c (preset 0x27df),generic 0x1cbfec (preset 0x27e0)
-458,854,generic 0x1cbf6c (preset 0x27df),generic 0x1cbfec (preset 0x27e0)
-420,854,generic 0x1cbf6c (preset 0x27df),generic 0x1cbfec (preset 0x27e0)
-416,888,generic 0x1cbf6c (preset 0x27df),generic 0x1cbfec (preset 0x27e0)
-416,926,generic 0x1cbf6c (preset 0x27df),generic 0x1cbfec (preset 0x27e0)
-452,929,generic 0x1cbf6c (preset 0x27df),generic 0x1cbfec (preset 0x27e0)
-490,929,generic 0x1cbf6c (preset 0x27df),generic 0x1cbfec (preset 0x27e0)
-783,1084,generic 0x1cc1ec (preset 0x27e4),generic 0x1cc3ec (preset 0x27e8)
-689,1170,generic 0x1cc1ec (preset 0x27e4),generic 0x1cc3ec (preset 0x27e8)
-888,1049,generic 0x1cc26c (preset 0x27e5),generic 0x1cc46c (preset 0x27e9)
-888,1125,generic 0x1cc26c (preset 0x27e5),generic 0x1cc46c (preset 0x27e9)
-857,1046,generic 0x1cc26c (preset 0x27e5),generic 0x1cc46c (preset 0x27e9)
-801,1046,generic 0x1cc26c (preset 0x27e5),generic 0x1cc46c (preset 0x27e9)
-793,1118,generic 0x1cc26c (preset 0x27e5),generic 0x1cc46c (preset 0x27e9)
-793,1137,generic 0x1cc26c (preset 0x27e5),generic 0x1cc46c (preset 0x27e9)
-847,1143,generic 0x1cc26c (preset 0x27e5),generic 0x1cc46c (preset 0x27e9)
-886,1142,generic 0x1cc26c (preset 0x27e5),generic 0x1cc46c (preset 0x27e9)
-981,861,generic 0x1cc2ec (preset 0x27e6),generic 0x1cc4ec (preset 0x27ea)
-884,926,generic 0x1cc2ec (preset 0x27e6),generic 0x1cc4ec (preset 0x27ea)
-1906,945,generic 0x1cc66c (preset 0x27ee),generic 0x1cc86c (preset 0x27f2)
-1901,945,generic 0x1cc66c (preset 0x27ee),generic 0x1cc86c (preset 0x27f2)
-1847,977,generic 0x1cc66c (preset 0x27ee),generic 0x1cc86c (preset 0x27f2)
-1847,982,generic 0x1cc66c (preset 0x27ee),generic 0x1cc86c (preset 0x27f2)
-1825,1099,generic 0x1cc6ec (preset 0x27ef),generic 0x1cc7ec (preset 0x27f1)
-1825,1109,generic 0x1cc6ec (preset 0x27ef),generic 0x1cc7ec (preset 0x27f1)
-1788,1061,generic 0x1cc6ec (preset 0x27ef),generic 0x1cc7ec (preset 0x27f1)
-1774,1061,generic 0x1cc6ec (preset 0x27ef),generic 0x1cc7ec (preset 0x27f1)
-2056,1388,generic 0x1cc76c (preset 0x27f0),generic 0x1cca6c (preset 0x27f6)
-2043,1340,generic 0x1cc76c (preset 0x27f0),generic 0x1cca6c (preset 0x27f6)
-1968,1340,generic 0x1cc76c (preset 0x27f0),generic 0x1cca6c (preset 0x27f6)
-1959,1342,generic 0x1cc76c (preset 0x27f0),generic 0x1cca6c (preset 0x27f6)
-1959,1396,generic 0x1cc76c (preset 0x27f0),generic 0x1cca6c (preset 0x27f6)
-1970,1435,generic 0x1cc76c (preset 0x27f0),generic 0x1cca6c (preset 0x27f6)
-2056,1419,generic 0x1cc76c (preset 0x27f0),generic 0x1cca6c (preset 0x27f6)
-1998,1435,generic 0x1cc76c (preset 0x27f0),generic 0x1cca6c (preset 0x27f6)
-2052,1258,generic 0x1cc8ec (preset 0x27f3),generic 0x1cc9ec (preset 0x27f5)
-2052,1296,generic 0x1cc8ec (preset 0x27f3),generic 0x1cc9ec (preset 0x27f5)
-2031,1221,generic 0x1cc8ec (preset 0x27f3),generic 0x1cc9ec (preset 0x27f5)
-1990,1221,generic 0x1cc8ec (preset 0x27f3),generic 0x1cc9ec (preset 0x27f5)
-1953,1243,generic 0x1cc8ec (preset 0x27f3),generic 0x1cc9ec (preset 0x27f5)
-1953,1285,generic 0x1cc8ec (preset 0x27f3),generic 0x1cc9ec (preset 0x27f5)
-1973,1318,generic 0x1cc8ec (preset 0x27f3),generic 0x1cc9ec (preset 0x27f5)
-2013,1318,generic 0x1cc8ec (preset 0x27f3),generic 0x1cc9ec (preset 0x27f5)
-1553,1247,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1553,1247,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1553,1247,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1553,1247,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1553,1247,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1456,1152,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1456,1152,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1456,1152,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1456,1152,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1456,1152,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1456,1152,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1456,1152,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1553,1247,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1553,1247,generic 0x1ccc6c (preset 0x2804),generic 0x1cccec (preset 0x2805)
-1453,1247,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1453,1247,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1453,1247,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1453,1247,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1453,1247,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1452,1152,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1452,1152,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1452,1152,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1355,1152,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1355,1152,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1355,1152,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1355,1152,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1355,1152,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1355,1152,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1356,1247,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1453,1247,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1356,1247,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1356,1247,generic 0x1ccd6c (preset 0x2806),generic 0x1ccdec (preset 0x2807)
-1549,57,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1549,-40,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1549,57,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1549,-40,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1549,-40,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1549,-40,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1549,-40,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1549,-40,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1454,-39,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1454,-39,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1454,-39,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1454,57,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1454,57,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1454,57,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1454,57,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1549,57,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1454,57,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1454,57,generic 0x1cceec (preset 0x2809),generic 0x1ccf6c (preset 0x280a)
-1547,-738,generic 0x1cd06c (preset 0x280c),generic 0x1cd0ec (preset 0x280d)
-1547,-700,generic 0x1cd06c (preset 0x280c),generic 0x1cd0ec (preset 0x280d)
-1492,-744,generic 0x1cd06c (preset 0x280c),generic 0x1cd0ec (preset 0x280d)
-1454,-744,generic 0x1cd06c (preset 0x280c),generic 0x1cd0ec (preset 0x280d)
-1448,-691,generic 0x1cd06c (preset 0x280c),generic 0x1cd0ec (preset 0x280d)
-1448,-653,generic 0x1cd06c (preset 0x280c),generic 0x1cd0ec (preset 0x280d)
-1485,-649,generic 0x1cd06c (preset 0x280c),generic 0x1cd0ec (preset 0x280d)
