key,filter,reason,status,width_cm,x,z,between,and
008419.0 | 0x1cf66c.1,anvil and hammer,"generic 0x1cf66c (preset 0x2798) is 19.5 cm from a straight wall, closer than Bond's radius, with 6.7 m of it to one side and 0.3 m of it ending at a protrusion to the other",no warp found,19.474,-533,-3100,wall of tile 008419 (room 0x37),generic 0x1cf66c (preset 0x2798)
0BF308.1 | 0x1ccaec.1,anvil and hammer,"generic 0x1ccaec (preset 0x27f7) is 19.5 cm from a straight wall, closer than Bond's radius, with 4.9 m of it to one side and 0.1 m of it ending at a protrusion to the other",no warp found,19.479,-2453,-26,wall of tile 0BF308 (room 0x14),generic 0x1ccaec (preset 0x27f7)
0x1cd2ec.4 | 1A0709.0,anvil and hammer,"generic 0x1cd2ec (preset 0x2811) is 19.7 cm from a straight wall, closer than Bond's radius, with 0.5 m of it ending at a protrusion to one side and 1.4 m of it ending at a protrusion to the other",no warp found,19.714,-37,1527,wall of tile 1A0709 (room 0x0a),generic 0x1cd2ec (preset 0x2811)
03B911.0 | 0x1ceeec.4,anvil and hammer,"generic 0x1ceeec (preset 0x276d) is 19.7 cm from a straight wall, closer than Bond's radius, with 1.4 m of it ending at a protrusion to one side and 3.2 m of it to the other",no warp found,19.725,-2437,-1511,wall of tile 03B911 (room 0x31),generic 0x1ceeec (preset 0x276d)
00DE19.1 | 0x1d1470.0,anvil and hammer,"generic 0x1d1470 (preset 0x27ba) is 20.6 cm from a straight wall, closer than Bond's radius, with 6.5 m of it to one side and 0.5 m of it ending at a protrusion to the other",no warp found,20.620,-3482,-3824,wall of tile 00DE19 (room 0x34),generic 0x1d1470 (preset 0x27ba)
00EE19.1 | 0x1cfaec.2,anvil and hammer,"generic 0x1cfaec (preset 0x27a2) is 21.1 cm from a straight wall, closer than Bond's radius, with 5.0 m of it to one side and 2.0 m of it ending at a protrusion to the other",no warp found,21.072,-2102,-4387,wall of tile 00EE19 (room 0x33),generic 0x1cfaec (preset 0x27a2)
0x1cce6c.4 | 102C08.2,anvil and hammer,"generic 0x1cce6c (preset 0x2808) is 21.5 cm from a straight wall, closer than Bond's radius, with 1.2 m of it ending at a protrusion to one side and 2.7 m of it ending at a protrusion to the other",no warp found,21.458,12,-494,wall of tile 102C08 (room 0x26),generic 0x1cce6c (preset 0x2808)
00F118.1 | 0x1cf96c.2,anvil and hammer,"generic 0x1cf96c (preset 0x279e) is 21.5 cm from a straight wall, closer than Bond's radius, with 1.4 m of it ending at a protrusion to one side and 5.6 m of it to the other",no warp found,21.463,-2102,-4023,wall of tile 00F118 (room 0x33),generic 0x1cf96c (preset 0x279e)
0x1d1270.2 | 102E08.0,anvil and hammer,"generic 0x1d1270 (preset 0x2834) is 21.5 cm from a straight wall, closer than Bond's radius, with 1.3 m of it ending at a protrusion to one side and 3.1 m of it to the other",no warp found,21.479,275,-612,wall of tile 102E08 (room 0x26),generic 0x1d1270 (preset 0x2834)
0x1d1d30.0 | 105008.0,anvil and hammer,"generic 0x1d1d30 (preset 0x2818) is 21.6 cm from a straight wall, closer than Bond's radius, with 3.8 m of it to one side and 0.1 m of it ending at a protrusion to the other",no warp found,21.566,-1972,799,wall of tile 105008 (room 0x0f),generic 0x1d1d30 (preset 0x2818)
01D110.1 | 0x1cf46c.2,anvil and hammer,"generic 0x1cf46c (preset 0x2778) is 21.6 cm from a straight wall, closer than Bond's radius, with 2.3 m of it ending at a protrusion to one side and 1.2 m of it ending at a protrusion to the other",no warp found,21.600,-2102,-4870,wall of tile 01D110 (room 0x2d),generic 0x1cf46c (preset 0x2778)
00CE18.0 | 0x1cbd6c.0,anvil and hammer,"generic 0x1cbd6c (preset 0x27d2) is 23.1 cm from a straight wall, closer than Bond's radius, with 2.7 m of it ending at a protrusion to one side and 4.3 m of it to the other",no warp found,23.096,-3139,-3098,wall of tile 00CE18 (room 0x36),generic 0x1cbd6c (preset 0x27d2)
0x1d1db0.0 | 105008.0,anvil and hammer,"generic 0x1d1db0 (preset 0x2819) is 23.5 cm from a straight wall, closer than Bond's radius, with 0.7 m of it ending at a protrusion to one side and 3.2 m of it to the other",no warp found,23.539,-1971,495,wall of tile 105008 (room 0x0f),generic 0x1d1db0 (preset 0x2819)
008602.1 | 0x1d0b6c.0,anvil and hammer,"safe 0x1d0b6c (preset 0x2796) is 23.7 cm from a straight wall, closer than Bond's radius, with 0.5 m of it ending at a protrusion to one side and 7.4 m of it to the other",no warp found,23.671,-513,-1401,wall of tile 008602 (room 0x05),safe 0x1d0b6c (preset 0x2796)
00F118.0 | 0x1cfb6c.3,anvil and hammer,"generic 0x1cfb6c (preset 0x27a3) is 25.6 cm from a straight wall, closer than Bond's radius, with 3.4 m of it to one side and 1.0 m of it ending at a protrusion to the other",no warp found,25.646,-2194,-3900,wall of tile 00F118 (room 0x33),generic 0x1cfb6c (preset 0x27a3)
01D110.1 | 0x1cf3ec.2,anvil and hammer,"generic 0x1cf3ec (preset 0x2777) is 25.7 cm from a straight wall, closer than Bond's radius, with 3.1 m of it to one side and 0.4 m of it ending at a protrusion to the other",no warp found,25.650,-2104,-4947,wall of tile 01D110 (room 0x2d),generic 0x1cf3ec (preset 0x2777)
012F18.0 | 0x1cfc6c.0,anvil and hammer,"generic 0x1cfc6c (preset 0x27a8) is 25.7 cm from a straight wall, closer than Bond's radius, with 6.7 m of it to one side and 0.8 m of it ending at a protrusion to the other",no warp found,25.652,-3606,-1604,wall of tile 012F18 (room 0x36),generic 0x1cfc6c (preset 0x27a8)
00DE19.1 | 0x1d09ec.0,anvil and hammer,"generic 0x1d09ec (preset 0x27aa) is 26.6 cm from a straight wall, closer than Bond's radius, with 4.8 m of it to one side and 2.2 m of it ending at a protrusion to the other",no warp found,26.637,-3310,-3821,wall of tile 00DE19 (room 0x34),generic 0x1d09ec (preset 0x27aa)
01D310.0 | 0x1cf46c.0,anvil and hammer,"generic 0x1cf46c (preset 0x2778) is 28.9 cm from a straight wall, closer than Bond's radius, with 0.6 m of it ending at a protrusion to one side and 10.7 m of it to the other",no warp found,28.922,-2149,-4972,wall of tile 01D310 (room 0x2d),generic 0x1cf46c (preset 0x2778)
008519.0 | 0x1cf66c.0,anvil and hammer,"generic 0x1cf66c (preset 0x2798) is 29.4 cm from a straight wall, closer than Bond's radius, with 1.1 m of it ending at a protrusion to one side and 9.6 m of it to the other",no warp found,29.356,-548,-2995,wall of tile 008519 (room 0x37),generic 0x1cf66c (preset 0x2798)
