between,and,width,kept,reason,because_of
wall of tile 00E84A (room 0x58),wall of tile 00F04A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00EA4A (room 0x58)
wall of tile 00E84A (room 0x58),wall of tile 00934A (room 0x58),36.826,no,the line between them touches another wall,wall of tile 00EE4A (room 0x58)
wall of tile 00E84A (room 0x58),wall of tile 00D64A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00EA4A (room 0x58)
wall of tile 00EA49 (room 0x58),wall of tile 00E249 (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00F049 (room 0x58)
wall of tile 00EA4A (room 0x58),wall of tile 00E24A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00F04A (room 0x58)
wall of tile 00EA4A (room 0x58),wall of tile 00C84A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00E84A (room 0x58)
wall of tile 00EA4A (room 0x58),wall of tile 00D04A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00F04A (room 0x58)
wall of tile 00F049 (room 0x58),wall of tile 00E449 (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00E249 (room 0x58)
wall of tile 00F04A (room 0x58),wall of tile 00E44A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00E24A (room 0x58)
wall of tile 00F04A (room 0x58),wall of tile 00C64A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00EA4A (room 0x58)
wall of tile 00F04A (room 0x58),wall of tile 00CE4A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00E24A (room 0x58)
wall of tile 00E249 (room 0x58),wall of tile 00E649 (room 0x58),36.826,no,the line between them touches another wall,wall of tile 00E449 (room 0x58)
wall of tile 00E24A (room 0x58),wall of tile 00E64A (room 0x58),36.826,no,the line between them touches another wall,wall of tile 00E44A (room 0x58)
wall of tile 00E24A (room 0x58),wall of tile 00CA4A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00F04A (room 0x58)
wall of tile 00E24A (room 0x58),wall of tile 00CC4A (room 0x58),36.826,no,the line between them touches another wall,wall of tile 00E44A (room 0x58)
wall of tile 00E449 (room 0x58),wall of tile 00EC49 (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00E649 (room 0x58)
wall of tile 00E44A (room 0x58),wall of tile 00EC4A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00E64A (room 0x58)
wall of tile 00E44A (room 0x58),wall of tile 00D64A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00E24A (room 0x58)
wall of tile 00E44A (room 0x58),wall of tile 00DA4A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00E64A (room 0x58)
wall of tile 00E649 (room 0x58),wall of tile 00E049 (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00EC49 (room 0x58)
wall of tile 00E64A (room 0x58),wall of tile 00E04A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00EC4A (room 0x58)
wall of tile 00E64A (room 0x58),wall of tile 00D04A (room 0x58),36.826,no,the line between them touches another wall,wall of tile 00E44A (room 0x58)
wall of tile 00E64A (room 0x58),wall of tile 00D44A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00EC4A (room 0x58)
wall of tile 00EC49 (room 0x58),wall of tile 00DC49 (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00E049 (room 0x58)
wall of tile 00EC4A (room 0x58),wall of tile 00DC4A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00E04A (room 0x58)
wall of tile 00EC4A (room 0x58),wall of tile 00CE4A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00E64A (room 0x58)
wall of tile 00EC4A (room 0x58),wall of tile 00D24A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00E04A (room 0x58)
wall of tile 00E049 (room 0x58),wall of tile 00DE49 (room 0x58),36.826,no,the line between them touches another wall,wall of tile 00DC49 (room 0x58)
wall of tile 00E04A (room 0x58),wall of tile 00DE4A (room 0x58),36.826,no,the line between them touches another wall,wall of tile 00DC4A (room 0x58)
wall of tile 00E04A (room 0x58),wall of tile 00CC4A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00EC4A (room 0x58)
wall of tile 00E04A (room 0x58),wall of tile 00D84A (room 0x58),36.826,no,the line between them touches another wall,wall of tile 00DC4A (room 0x58)
wall of tile 00DC49 (room 0x58),wall of tile 000C48 (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00DE49 (room 0x58)
wall of tile 00DC4A (room 0x58),wall of tile 00DA4A (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00E04A (room 0x58)
wall of tile 00DE4A (room 0x58),wall of tile 00D44A (room 0x58),36.826,no,the line between them touches another wall,wall of tile 00DC4A (room 0x58)
wall of tile 00D849 (room 0x58),wall of tile 00D449 (room 0x58),36.826,no,the line between them touches another wall,wall of tile 00D249 (room 0x58)
wall of tile 000A48 (room 0x58),wall of tile 00D249 (room 0x58),36.827,no,the line between them touches another wall,wall of tile 00D849 (room 0x58)
wall of tile 032542 (room 0x53),wall of tile 004D42 (room 0x52),48.158,no,the line between them touches another wall,wall of tile 005641 (room 0x52)
wall of tile 032542 (room 0x53),wall of tile 004342 (room 0x55),2.833,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 032542 (room 0x53),wall of tile 003E41 (room 0x55),48.241,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 032740 (room 0x53),wall of tile 005142 (room 0x52),14.164,no,the line between them touches another wall,wall of tile 005040 (room 0x52)
wall of tile 032442 (room 0x51),wall of tile 004E41 (room 0x52),48.158,no,the line between them touches another wall,wall of tile 005342 (room 0x52)
wall of tile 000939 (room 0x4d),wall of tile 00263A (room 0x4d),48.158,no,the line between them touches another wall,wall of tile 00213A (room 0x4d)
wall of tile 00093A (room 0x4d),wall of tile 002639 (room 0x4d),48.158,no,the line between them touches another wall,wall of tile 002139 (room 0x4d)
wall of tile 002139 (room 0x4d),wall of tile 002339 (room 0x4d),50.990,no,the line between them touches another wall,wall of tile 002639 (room 0x4d)
wall of tile 00213A (room 0x4d),wall of tile 00233A (room 0x4d),50.990,no,the line between them touches another wall,wall of tile 00263A (room 0x4d)
wall of tile 002639 (room 0x4d),wall of tile 001239 (room 0x4d),48.158,no,the line between them touches another wall,wall of tile 002339 (room 0x4d)
wall of tile 00263A (room 0x4d),wall of tile 00123A (room 0x4d),48.158,no,the line between them touches another wall,wall of tile 00233A (room 0x4d)
wall of tile 002339 (room 0x4d),wall of tile 003639 (room 0x4d),48.158,no,the line between them touches another wall,wall of tile 001239 (room 0x4d)
wall of tile 00233A (room 0x4d),wall of tile 00363A (room 0x4d),48.158,no,the line between them touches another wall,wall of tile 00123A (room 0x4d)
wall of tile 001239 (room 0x4d),wall of tile 001039 (room 0x4d),50.990,no,the line between them touches another wall,wall of tile 003639 (room 0x4d)
wall of tile 00123A (room 0x4d),wall of tile 00103A (room 0x4d),50.990,no,the line between them touches another wall,wall of tile 00363A (room 0x4d)
wall of tile 003639 (room 0x4d),wall of tile 009E39 (room 0x4c),48.158,no,the line between them touches another wall,wall of tile 001039 (room 0x4d)
wall of tile 00363A (room 0x4d),wall of tile 009E3A (room 0x4c),48.158,no,the line between them touches another wall,wall of tile 00103A (room 0x4d)
wall of tile 009E3A (room 0x4c),wall of tile 003C39 (room 0x4b),48.158,no,the line between them touches another wall,wall of tile 003A39 (room 0x4b)
wall of tile 009E3A (room 0x4c),wall of tile 003C3A (room 0x4b),48.158,no,the line between them touches another wall,wall of tile 003A3A (room 0x4b)
wall of tile 003A3A (room 0x4b),wall of tile 003E3A (room 0x4b),50.991,no,the line between them touches another wall,wall of tile 003C3A (room 0x4b)
wall of tile 003A39 (room 0x4b),wall of tile 003E39 (room 0x4b),50.991,no,the line between them touches another wall,wall of tile 003C39 (room 0x4b)
wall of tile 003C3A (room 0x4b),wall of tile 00403A (room 0x4b),48.158,no,the line between them touches another wall,wall of tile 003E3A (room 0x4b)
wall of tile 003C39 (room 0x4b),wall of tile 004039 (room 0x4b),48.158,no,the line between them touches another wall,wall of tile 003E39 (room 0x4b)
wall of tile 003E3A (room 0x4b),wall of tile 00423A (room 0x4b),48.158,no,the line between them touches another wall,wall of tile 00403A (room 0x4b)
wall of tile 003E39 (room 0x4b),wall of tile 004239 (room 0x4b),48.158,no,the line between them touches another wall,wall of tile 004039 (room 0x4b)
wall of tile 00403A (room 0x4b),wall of tile 00443A (room 0x4b),50.991,no,the line between them touches another wall,wall of tile 00423A (room 0x4b)
wall of tile 004039 (room 0x4b),wall of tile 004439 (room 0x4b),50.991,no,the line between them touches another wall,wall of tile 004239 (room 0x4b)
wall of tile 00423A (room 0x4b),wall of tile 000C39 (room 0x4b),48.158,no,the line between them touches another wall,wall of tile 00443A (room 0x4b)
wall of tile 004239 (room 0x4b),wall of tile 000C3A (room 0x4b),48.158,no,the line between them touches another wall,wall of tile 004439 (room 0x4b)
wall of tile 01A50A (room 0x0a),wall of tile 01A10A (room 0x0a),11.331,no,the line between them touches another wall,wall of tile 01A30A (room 0x0a)
wall of tile 01A50A (room 0x0a),wall of tile 019F0A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 01A10A (room 0x0a)
wall of tile 01A50A (room 0x0a),wall of tile 019D0A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 01A10A (room 0x0a)
wall of tile 01A50A (room 0x0a),wall of tile 019B0A (room 0x0a),48.158,no,the line between them touches another wall,wall of tile 01A10A (room 0x0a)
wall of tile 01A30A (room 0x0a),wall of tile 019F0A (room 0x0a),14.164,no,the line between them touches another wall,wall of tile 01A10A (room 0x0a)
wall of tile 01A30A (room 0x0a),wall of tile 019D0A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 01A10A (room 0x0a)
wall of tile 01A30A (room 0x0a),wall of tile 019B0A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 01A10A (room 0x0a)
wall of tile 01A30A (room 0x0a),wall of tile 021F08 (room 0x0c),50.991,no,the line between them touches another wall,wall of tile 01A10A (room 0x0a)
wall of tile 01A10A (room 0x0a),wall of tile 019D0A (room 0x0a),11.331,no,the line between them touches another wall,wall of tile 019F0A (room 0x0a)
wall of tile 01A10A (room 0x0a),wall of tile 019B0A (room 0x0a),22.663,no,the line between them touches another wall,wall of tile 019D0A (room 0x0a)
wall of tile 01A10A (room 0x0a),wall of tile 022309 (room 0x0c),48.158,no,the line between them touches another wall,wall of tile 019D0A (room 0x0a)
wall of tile 01A10A (room 0x0a),wall of tile 021F08 (room 0x0c),36.827,no,the line between them touches another wall,wall of tile 019D0A (room 0x0a)
wall of tile 01A10A (room 0x0a),wall of tile 021F08 (room 0x0c),48.158,no,the line between them touches another wall,wall of tile 019D0A (room 0x0a)
wall of tile 019F0A (room 0x0a),wall of tile 019B0A (room 0x0a),11.331,no,the line between them touches another wall,wall of tile 019D0A (room 0x0a)
wall of tile 019F0A (room 0x0a),wall of tile 022309 (room 0x0c),36.827,no,the line between them touches another wall,wall of tile 019D0A (room 0x0a)
wall of tile 019F0A (room 0x0a),wall of tile 021F08 (room 0x0c),25.495,no,the line between them touches another wall,wall of tile 019D0A (room 0x0a)
wall of tile 019F0A (room 0x0a),wall of tile 021F08 (room 0x0c),36.827,no,the line between them touches another wall,wall of tile 019D0A (room 0x0a)
wall of tile 019D0A (room 0x0a),wall of tile 022309 (room 0x0c),25.495,no,the line between them touches another wall,wall of tile 021F08 (room 0x0c)
wall of tile 019D0A (room 0x0a),wall of tile 021F08 (room 0x0c),14.164,no,the line between them touches another wall,wall of tile 019B0A (room 0x0a)
wall of tile 019D0A (room 0x0a),wall of tile 021F08 (room 0x0c),25.495,no,the line between them touches another wall,wall of tile 021F08 (room 0x0c)
wall of tile 019B0A (room 0x0a),wall of tile 022309 (room 0x0c),11.331,no,the line between them touches another wall,wall of tile 021F08 (room 0x0c)
wall of tile 019B0A (room 0x0a),wall of tile 021F08 (room 0x0c),11.331,no,the line between them touches another wall,wall of tile 021F08 (room 0x0c)
wall of tile 023409 (room 0x0c),wall of tile 039D09 (room 0x0c),36.826,no,the line between them touches another wall,wall of tile 039B09 (room 0x0c)
wall of tile 022F09 (room 0x0c),wall of tile 039D0A (room 0x0c),36.826,no,the line between them touches another wall,wall of tile 039B0A (room 0x0c)
wall of tile 01830A (room 0x0a),wall of tile 021E08 (room 0x0c),11.331,no,the line between them touches another wall,wall of tile 021E08 (room 0x0c)
wall of tile 01830A (room 0x0a),wall of tile 02230A (room 0x0c),11.331,no,the line between them touches another wall,wall of tile 021E08 (room 0x0c)
wall of tile 01830A (room 0x0a),wall of tile 018D0A (room 0x0a),48.158,no,the line between them touches another wall,wall of tile 01850A (room 0x0a)
wall of tile 01830A (room 0x0a),wall of tile 018B0A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 01850A (room 0x0a)
wall of tile 01830A (room 0x0a),wall of tile 01890A (room 0x0a),22.663,no,the line between them touches another wall,wall of tile 01850A (room 0x0a)
wall of tile 01830A (room 0x0a),wall of tile 01870A (room 0x0a),11.331,no,the line between them touches another wall,wall of tile 01850A (room 0x0a)
wall of tile 021E08 (room 0x0c),wall of tile 018B0A (room 0x0a),50.991,no,the line between them touches another wall,wall of tile 01850A (room 0x0a)
wall of tile 021E08 (room 0x0c),wall of tile 01890A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 01850A (room 0x0a)
wall of tile 021E08 (room 0x0c),wall of tile 01870A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 01850A (room 0x0a)
wall of tile 021E08 (room 0x0c),wall of tile 01850A (room 0x0a),14.164,no,the line between them touches another wall,wall of tile 01830A (room 0x0a)
wall of tile 021E08 (room 0x0c),wall of tile 01890A (room 0x0a),48.158,no,the line between them touches another wall,wall of tile 01850A (room 0x0a)
wall of tile 021E08 (room 0x0c),wall of tile 01870A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 01850A (room 0x0a)
wall of tile 021E08 (room 0x0c),wall of tile 01850A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 021E08 (room 0x0c)
wall of tile 02230A (room 0x0c),wall of tile 01840A (room 0x0a),11.331,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 02230A (room 0x0c),wall of tile 01860A (room 0x0a),25.495,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 02230A (room 0x0c),wall of tile 01880A (room 0x0a),36.827,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 02230A (room 0x0c),wall of tile 018A0A (room 0x0a),48.158,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 02230A (room 0x0c),wall of tile 01890A (room 0x0a),48.158,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 02230A (room 0x0c),wall of tile 01870A (room 0x0a),36.827,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 02230A (room 0x0c),wall of tile 01850A (room 0x0a),25.495,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 022309 (room 0x0c),wall of tile 019C0A (room 0x0a),11.331,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 022309 (room 0x0c),wall of tile 019E0A (room 0x0a),25.495,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 022309 (room 0x0c),wall of tile 01A00A (room 0x0a),36.827,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 022309 (room 0x0c),wall of tile 01A20A (room 0x0a),48.158,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 021308 (room 0x0c),wall of tile 01860A (room 0x0a),14.164,no,the line between them touches another wall,wall of tile 01840A (room 0x0a)
wall of tile 021308 (room 0x0c),wall of tile 01880A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 01840A (room 0x0a)
wall of tile 021308 (room 0x0c),wall of tile 018A0A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 01840A (room 0x0a)
wall of tile 021308 (room 0x0c),wall of tile 018C0A (room 0x0a),50.991,no,the line between them touches another wall,wall of tile 01840A (room 0x0a)
wall of tile 021308 (room 0x0c),wall of tile 01840A (room 0x0a),11.331,no,the line between them touches another wall,wall of tile 021308 (room 0x0c)
wall of tile 021308 (room 0x0c),wall of tile 01860A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 01840A (room 0x0a)
wall of tile 021308 (room 0x0c),wall of tile 01880A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 01840A (room 0x0a)
wall of tile 021308 (room 0x0c),wall of tile 018A0A (room 0x0a),48.158,no,the line between them touches another wall,wall of tile 01840A (room 0x0a)
wall of tile 01840A (room 0x0a),wall of tile 01880A (room 0x0a),11.331,no,the line between them touches another wall,wall of tile 01860A (room 0x0a)
wall of tile 01840A (room 0x0a),wall of tile 018A0A (room 0x0a),22.663,no,the line between them touches another wall,wall of tile 01880A (room 0x0a)
wall of tile 01840A (room 0x0a),wall of tile 018C0A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 01880A (room 0x0a)
wall of tile 01840A (room 0x0a),wall of tile 018E0A (room 0x0a),48.158,no,the line between them touches another wall,wall of tile 01880A (room 0x0a)
wall of tile 01860A (room 0x0a),wall of tile 018A0A (room 0x0a),11.331,no,the line between them touches another wall,wall of tile 01880A (room 0x0a)
wall of tile 01860A (room 0x0a),wall of tile 018C0A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 01880A (room 0x0a)
wall of tile 01860A (room 0x0a),wall of tile 018E0A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 01880A (room 0x0a)
wall of tile 01880A (room 0x0a),wall of tile 018C0A (room 0x0a),14.164,no,the line between them touches another wall,wall of tile 018A0A (room 0x0a)
wall of tile 01880A (room 0x0a),wall of tile 018E0A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 018C0A (room 0x0a)
wall of tile 018A0A (room 0x0a),wall of tile 018E0A (room 0x0a),11.331,no,the line between them touches another wall,wall of tile 018C0A (room 0x0a)
wall of tile 018D0A (room 0x0a),wall of tile 01890A (room 0x0a),11.331,no,the line between them touches another wall,wall of tile 018B0A (room 0x0a)
wall of tile 018D0A (room 0x0a),wall of tile 01870A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 01890A (room 0x0a)
wall of tile 018D0A (room 0x0a),wall of tile 01850A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 01890A (room 0x0a)
wall of tile 018B0A (room 0x0a),wall of tile 01870A (room 0x0a),14.164,no,the line between them touches another wall,wall of tile 01890A (room 0x0a)
wall of tile 018B0A (room 0x0a),wall of tile 01850A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 01890A (room 0x0a)
wall of tile 01890A (room 0x0a),wall of tile 01850A (room 0x0a),11.331,no,the line between them touches another wall,wall of tile 01870A (room 0x0a)
wall of tile 022809 (room 0x0c),wall of tile 031909 (room 0x0c),36.827,no,the line between them touches another wall,wall of tile 030E0A (room 0x0c)
wall of tile 023909 (room 0x0c),wall of tile 031909 (room 0x0c),36.827,no,the line between them touches another wall,wall of tile 031D09 (room 0x0c)
wall of tile 031D09 (room 0x0c),wall of tile 031509 (room 0x0c),36.827,no,the line between them touches another wall,wall of tile 031909 (room 0x0c)
wall of tile 024309 (room 0x0c),wall of tile 010609 (room 0x0c),36.827,no,the line between them touches another wall,wall of tile 011009 (room 0x0c)
wall of tile 019C0A (room 0x0a),wall of tile 021408 (room 0x0c),11.331,no,the line between them touches another wall,wall of tile 021408 (room 0x0c)
wall of tile 019C0A (room 0x0a),wall of tile 01A00A (room 0x0a),11.331,no,the line between them touches another wall,wall of tile 019E0A (room 0x0a)
wall of tile 019C0A (room 0x0a),wall of tile 01A20A (room 0x0a),22.663,no,the line between them touches another wall,wall of tile 019E0A (room 0x0a)
wall of tile 019C0A (room 0x0a),wall of tile 01A40A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 019E0A (room 0x0a)
wall of tile 019C0A (room 0x0a),wall of tile 01A60A (room 0x0a),48.158,no,the line between them touches another wall,wall of tile 019E0A (room 0x0a)
wall of tile 021408 (room 0x0c),wall of tile 019E0A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 019C0A (room 0x0a)
wall of tile 021408 (room 0x0c),wall of tile 01A00A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 019C0A (room 0x0a)
wall of tile 021408 (room 0x0c),wall of tile 01A20A (room 0x0a),48.158,no,the line between them touches another wall,wall of tile 019C0A (room 0x0a)
wall of tile 021408 (room 0x0c),wall of tile 019E0A (room 0x0a),14.164,no,the line between them touches another wall,wall of tile 019C0A (room 0x0a)
wall of tile 021408 (room 0x0c),wall of tile 01A00A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 019C0A (room 0x0a)
wall of tile 021408 (room 0x0c),wall of tile 01A20A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 019C0A (room 0x0a)
wall of tile 021408 (room 0x0c),wall of tile 01A40A (room 0x0a),50.991,no,the line between them touches another wall,wall of tile 019C0A (room 0x0a)
wall of tile 019E0A (room 0x0a),wall of tile 01A20A (room 0x0a),11.331,no,the line between them touches another wall,wall of tile 01A00A (room 0x0a)
wall of tile 019E0A (room 0x0a),wall of tile 01A40A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 01A00A (room 0x0a)
wall of tile 019E0A (room 0x0a),wall of tile 01A60A (room 0x0a),36.827,no,the line between them touches another wall,wall of tile 01A00A (room 0x0a)
wall of tile 01A00A (room 0x0a),wall of tile 01A40A (room 0x0a),14.164,no,the line between them touches another wall,wall of tile 01A20A (room 0x0a)
wall of tile 01A00A (room 0x0a),wall of tile 01A60A (room 0x0a),25.495,no,the line between them touches another wall,wall of tile 01A20A (room 0x0a)
wall of tile 01A20A (room 0x0a),wall of tile 01A60A (room 0x0a),11.331,no,the line between them touches another wall,wall of tile 01A40A (room 0x0a)
wall of tile 010209 (room 0x0c),wall of tile 010A09 (room 0x0c),36.827,no,the line between them touches another wall,wall of tile 010609 (room 0x0c)
wall of tile 010609 (room 0x0c),wall of tile 010E09 (room 0x0c),36.827,no,the line between them touches another wall,wall of tile 010A09 (room 0x0c)
wall of tile 010609 (room 0x0c),wall of tile 022A0A (room 0x0c),36.827,no,the line between them touches another wall,wall of tile 011009 (room 0x0c)
wall of tile 010A09 (room 0x0c),wall of tile 011409 (room 0x0c),36.827,no,the line between them touches another wall,wall of tile 010E09 (room 0x0c)
wall of tile 005901 (room 0x01),door 0x1e6ef4 (preset 0x0022),37.458,no,the line between them touches another wall,door 0x1e6ef4 (preset 0x0022)
wall of tile 005501 (room 0x06),wall of tile 005400 (room 0x06),36.827,no,the line between them touches another wall,wall of tile 032202 (room 0x06)
wall of tile 005501 (room 0x06),door 0x1e6ef4 (preset 0x0022),0.001,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 005501 (room 0x06),door 0x1e6ef4 (preset 0x0022),0.105,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 005501 (room 0x06),door 0x1e6ef4 (preset 0x0022),0.105,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 005501 (room 0x06),door 0x1e6ef4 (preset 0x0022),37.458,no,the line between them touches another wall,door 0x1e6ef4 (preset 0x0022)
wall of tile 005501 (room 0x06),wall of tile 005200 (room 0x06),36.827,no,the line between them touches another wall,wall of tile 005501 (room 0x06)
wall of tile 005501 (room 0x06),door 0x1e6ef4 (preset 0x0022),0.632,no,the line between them touches another wall,door 0x1e6ef4 (preset 0x0022)
wall of tile 005501 (room 0x06),door 0x1e6ef4 (preset 0x0022),36.827,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 005501 (room 0x06),door 0x1e6ef4 (preset 0x0022),36.826,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 005501 (room 0x06),door 0x1e6ef4 (preset 0x0022),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 005501 (room 0x06),door 0x1e6ef4 (preset 0x0022),0.842,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 005501 (room 0x06),door 0x1e6ef4 (preset 0x0022),0.000,no,the line between them touches another wall,door 0x1e6ef4 (preset 0x0022)
wall of tile 005501 (room 0x06),door 0x1e6ef4 (preset 0x0022),0.105,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 005501 (room 0x06),door 0x1e6ef4 (preset 0x0022),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 005602 (room 0x01),door 0x1e6ef4 (preset 0x0022),37.037,no,the line between them touches another wall,door 0x1e6ef4 (preset 0x0022)
wall of tile 032202 (room 0x06),door 0x1e6ef4 (preset 0x0022),0.001,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 032202 (room 0x06),door 0x1e6ef4 (preset 0x0022),0.105,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 032202 (room 0x06),door 0x1e6ef4 (preset 0x0022),0.842,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1e6ef4 (preset 0x0022)
wall of tile 005400 (room 0x06),wall of tile 002F00 (room 0x07),36.826,no,the line between them touches another wall,wall of tile 005400 (room 0x06)
wall of tile 005400 (room 0x06),door 0x1e6ef4 (preset 0x0022),36.827,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
