between,and,width,kept,reason,because_of
wall of tile 0BD211 (room 0x26),wall of tile 001308 (room 0x20),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 0BD211 (room 0x26),wall of tile 001208 (room 0x20),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 0BD211 (room 0x26),wall of tile 001308 (room 0x20),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 0BD211 (room 0x26),wall of tile 001208 (room 0x20),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 0BD111 (room 0x26),wall of tile 005711 (room 0x25),9.154,no,the line between them touches another wall,wall of tile 002F11 (room 0x25)
wall of tile 0BD111 (room 0x26),door 0x1ee430 (preset 0x0026),0.000,yes,,
wall of tile 0BD111 (room 0x26),door 0x1ee430 (preset 0x0026),0.000,yes,,
wall of tile 0BD111 (room 0x26),door 0x1ee430 (preset 0x0026),0.000,yes,,
wall of tile 0BD111 (room 0x26),door 0x1ee430 (preset 0x0026),0.000,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1ee430 (preset 0x0026)
wall of tile 002F11 (room 0x25),door 0x1ee430 (preset 0x0026),4.577,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 0BD111 (room 0x26)
wall of tile 002F11 (room 0x25),door 0x1ee430 (preset 0x0026),4.577,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 0BD111 (room 0x26)
wall of tile 002F11 (room 0x25),door 0x1ee430 (preset 0x0026),0.000,yes,,
wall of tile 002F11 (room 0x25),door 0x1ee430 (preset 0x0026),0.000,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1ee430 (preset 0x0026)
wall of tile 002F11 (room 0x25),door 0x1ee430 (preset 0x0026),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 002F11 (room 0x25),door 0x1ee430 (preset 0x0026),4.577,no,the line between them touches another wall,door 0x1ee430 (preset 0x0026)
wall of tile 002F11 (room 0x25),door 0x1ee430 (preset 0x0026),0.000,no,the line between them touches another wall,door 0x1ee430 (preset 0x0026)
wall of tile 005711 (room 0x25),door 0x1ee430 (preset 0x0026),10.235,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 005711 (room 0x25),door 0x1ee430 (preset 0x0026),10.235,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 005711 (room 0x25),door 0x1ee430 (preset 0x0026),9.154,no,the line between them touches another wall,wall of tile 002F11 (room 0x25)
wall of tile 005711 (room 0x25),door 0x1ee430 (preset 0x0026),9.154,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 002F11 (room 0x25)
wall of tile 002A10 (room 0x25),door 0x1ee430 (preset 0x0026),9.154,no,the line between them touches another wall,wall of tile 002F11 (room 0x25)
wall of tile 002A10 (room 0x25),door 0x1ee430 (preset 0x0026),9.154,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 002A10 (room 0x25),door 0x1ee430 (preset 0x0026),10.235,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 002A10 (room 0x25),door 0x1ee430 (preset 0x0026),9.154,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 002F11 (room 0x25)
wall of tile 001410 (room 0x25),wall of tile 03A410 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001410 (room 0x25),wall of tile 008B21 (room 0x29),13.731,no,the line between them touches another wall,wall of tile 03E611 (room 0x25)
wall of tile 001410 (room 0x25),wall of tile 002120 (room 0x29),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001410 (room 0x25),wall of tile 002120 (room 0x29),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001410 (room 0x25),wall of tile 007D18 (room 0x27),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001410 (room 0x25),wall of tile 007F18 (room 0x27),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001410 (room 0x25),wall of tile 000119 (room 0x27),13.731,no,the line between them touches another wall,wall of tile 03E611 (room 0x25)
wall of tile 001410 (room 0x25),door 0x1ee730 (preset 0x002b),0.000,no,the line between them touches another wall,door 0x1ee730 (preset 0x002b)
wall of tile 001410 (room 0x25),door 0x1ee730 (preset 0x002b),18.308,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001410 (room 0x25),door 0x1ee730 (preset 0x002b),18.308,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001410 (room 0x25),door 0x1ee830 (preset 0x002c),0.000,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001410 (room 0x25),door 0x1ee830 (preset 0x002c),9.154,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001410 (room 0x25),door 0x1ee830 (preset 0x002c),9.154,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001410 (room 0x25),wall of tile 037E11 (room 0x25),49.509,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001410 (room 0x25),wall of tile 037C11 (room 0x25),30.704,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001410 (room 0x25),wall of tile 037A11 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001410 (room 0x25),wall of tile 03A512 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001410 (room 0x25),wall of tile 008B22 (room 0x29),13.731,no,the line between them touches another wall,wall of tile 03E612 (room 0x25)
wall of tile 001410 (room 0x25),wall of tile 00B221 (room 0x29),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001410 (room 0x25),wall of tile 00801A (room 0x27),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001410 (room 0x25),wall of tile 00011A (room 0x27),13.731,no,the line between them touches another wall,wall of tile 03E612 (room 0x25)
wall of tile 001410 (room 0x25),door 0x1ee730 (preset 0x002b),0.000,no,the line between them touches another wall,door 0x1ee730 (preset 0x002b)
wall of tile 001410 (room 0x25),door 0x1ee730 (preset 0x002b),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001410 (room 0x25),door 0x1ee730 (preset 0x002b),18.308,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001410 (room 0x25),door 0x1ee830 (preset 0x002c),0.000,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001410 (room 0x25),door 0x1ee830 (preset 0x002c),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001410 (room 0x25),door 0x1ee830 (preset 0x002c),9.154,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 03E612 (room 0x25),wall of tile 001610 (room 0x25),41.194,no,the line between them touches another wall,wall of tile 001410 (room 0x25)
wall of tile 03E612 (room 0x25),wall of tile 037A11 (room 0x25),38.838,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 03E612 (room 0x25),wall of tile 03A512 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 03E612 (room 0x25),wall of tile 00B221 (room 0x29),13.731,no,the line between them touches another wall,wall of tile 00011A (room 0x27)
wall of tile 03E612 (room 0x25),wall of tile 00801A (room 0x27),13.731,no,the line between them touches another wall,wall of tile 00011A (room 0x27)
wall of tile 03E612 (room 0x25),door 0x1ee730 (preset 0x002b),0.000,no,the line between them touches another wall,door 0x1ee730 (preset 0x002b)
wall of tile 03E612 (room 0x25),door 0x1ee730 (preset 0x002b),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 03E612 (room 0x25),door 0x1ee730 (preset 0x002b),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 03E612 (room 0x25),door 0x1ee730 (preset 0x002b),4.577,no,the line between them touches another wall,wall of tile 00011A (room 0x27)
wall of tile 03E612 (room 0x25),door 0x1ee830 (preset 0x002c),0.000,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 03E612 (room 0x25),door 0x1ee830 (preset 0x002c),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 03E612 (room 0x25),door 0x1ee830 (preset 0x002c),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001610 (room 0x25),wall of tile 001610 (room 0x25),27.463,yes,,
wall of tile 001610 (room 0x25),wall of tile 040211 (room 0x25),27.463,yes,,
wall of tile 001610 (room 0x25),wall of tile 039011 (room 0x25),41.194,no,the line between them touches another wall,wall of tile 040212 (room 0x25)
wall of tile 001610 (room 0x25),wall of tile 039012 (room 0x25),41.194,no,the line between them touches another wall,wall of tile 040112 (room 0x25)
wall of tile 001610 (room 0x25),wall of tile 038E11 (room 0x25),13.731,no,the line between them touches another wall,wall of tile 040212 (room 0x25)
wall of tile 001610 (room 0x25),wall of tile 038E12 (room 0x25),13.731,no,the line between them touches another wall,wall of tile 040112 (room 0x25)
wall of tile 001610 (room 0x25),wall of tile 038A11 (room 0x25),13.731,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 038A12 (room 0x25),13.731,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 038811 (room 0x25),41.194,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 038812 (room 0x25),41.194,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 002620 (room 0x29),54.925,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001610 (room 0x25),wall of tile 00801A (room 0x27),54.925,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001610 (room 0x25),wall of tile 040212 (room 0x25),27.463,yes,,
wall of tile 001610 (room 0x25),wall of tile 039011 (room 0x25),49.509,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 038E11 (room 0x25),30.704,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 038C11 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 038A11 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 038811 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 038611 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 038411 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 038211 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 038011 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 037E11 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 037C11 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 037A11 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 03A512 (room 0x25),30.704,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),wall of tile 03A311 (room 0x25),41.194,no,the line between them touches another wall,wall of tile 001410 (room 0x25)
wall of tile 001610 (room 0x25),wall of tile 040411 (room 0x25),41.194,no,the line between them touches another wall,wall of tile 001410 (room 0x25)
wall of tile 001610 (room 0x25),wall of tile 008B22 (room 0x29),43.422,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001610 (room 0x25),wall of tile 00B221 (room 0x29),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001610 (room 0x25),wall of tile 002620 (room 0x29),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001610 (room 0x25),wall of tile 00801A (room 0x27),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001610 (room 0x25),wall of tile 00011A (room 0x27),43.422,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001610 (room 0x25),door 0x1ee730 (preset 0x002b),41.194,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001410 (room 0x25)
wall of tile 001610 (room 0x25),door 0x1ee730 (preset 0x002b),41.194,no,the line between them touches another wall,wall of tile 001410 (room 0x25)
wall of tile 001610 (room 0x25),door 0x1ee730 (preset 0x002b),41.194,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001610 (room 0x25),door 0x1ee730 (preset 0x002b),45.079,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001610 (room 0x25),door 0x1ee830 (preset 0x002c),41.194,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001610 (room 0x25),door 0x1ee830 (preset 0x002c),41.194,no,the line between them touches another wall,wall of tile 001410 (room 0x25)
wall of tile 001610 (room 0x25),door 0x1ee830 (preset 0x002c),41.194,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001610 (room 0x25),door 0x1ee830 (preset 0x002c),42.199,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 040212 (room 0x25),wall of tile 040211 (room 0x25),27.463,yes,,
wall of tile 040212 (room 0x25),wall of tile 038A11 (room 0x25),13.731,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040212 (room 0x25),wall of tile 038811 (room 0x25),41.194,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040212 (room 0x25),wall of tile 002620 (room 0x29),54.925,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 040212 (room 0x25),wall of tile 00801A (room 0x27),54.925,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 040112 (room 0x25),wall of tile 038A12 (room 0x25),13.731,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040112 (room 0x25),wall of tile 038812 (room 0x25),41.194,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040211 (room 0x25),wall of tile 039A11 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040211 (room 0x25),wall of tile 039811 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040211 (room 0x25),wall of tile 039611 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040211 (room 0x25),wall of tile 039411 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040211 (room 0x25),wall of tile 039211 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040211 (room 0x25),wall of tile 039011 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040211 (room 0x25),wall of tile 038E11 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040211 (room 0x25),wall of tile 038C11 (room 0x25),27.463,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040211 (room 0x25),wall of tile 038A11 (room 0x25),30.704,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040211 (room 0x25),wall of tile 038811 (room 0x25),49.509,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 040211 (room 0x25),wall of tile 002620 (room 0x29),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 040211 (room 0x25),wall of tile 002320 (room 0x29),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 040211 (room 0x25),wall of tile 00801A (room 0x27),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 040211 (room 0x25),wall of tile 007B18 (room 0x27),27.463,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 039A11 (room 0x25),wall of tile 039611 (room 0x25),27.463,no,the line between them touches another wall,wall of tile 039811 (room 0x25)
wall of tile 039A11 (room 0x25),wall of tile 039411 (room 0x25),54.925,no,the line between them touches another wall,wall of tile 039811 (room 0x25)
wall of tile 039A11 (room 0x25),wall of tile 002620 (room 0x29),54.925,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 039A11 (room 0x25),wall of tile 00801A (room 0x27),54.925,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 039A12 (room 0x25),wall of tile 039612 (room 0x25),27.463,no,the line between them touches another wall,wall of tile 039812 (room 0x25)
wall of tile 039A12 (room 0x25),wall of tile 039412 (room 0x25),54.925,no,the line between them touches another wall,wall of tile 039812 (room 0x25)
wall of tile 039811 (room 0x25),wall of tile 039411 (room 0x25),27.463,no,the line between them touches another wall,wall of tile 039611 (room 0x25)
wall of tile 039811 (room 0x25),wall of tile 039211 (room 0x25),50.348,no,the line between them touches another wall,wall of tile 039611 (room 0x25)
wall of tile 039811 (room 0x25),wall of tile 002620 (room 0x29),54.925,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 039811 (room 0x25),wall of tile 00801A (room 0x27),54.925,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 039812 (room 0x25),wall of tile 039412 (room 0x25),27.463,no,the line between them touches another wall,wall of tile 039612 (room 0x25)
wall of tile 039812 (room 0x25),wall of tile 039212 (room 0x25),50.348,no,the line between them touches another wall,wall of tile 039612 (room 0x25)
wall of tile 039611 (room 0x25),wall of tile 039211 (room 0x25),22.886,no,the line between them touches another wall,wall of tile 039411 (room 0x25)
wall of tile 039611 (room 0x25),wall of tile 039011 (room 0x25),50.348,no,the line between them touches another wall,wall of tile 039411 (room 0x25)
wall of tile 039611 (room 0x25),wall of tile 002620 (room 0x29),54.925,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 039611 (room 0x25),wall of tile 00801A (room 0x27),54.925,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 039612 (room 0x25),wall of tile 039212 (room 0x25),22.886,no,the line between them touches another wall,wall of tile 039412 (room 0x25)
wall of tile 039612 (room 0x25),wall of tile 039012 (room 0x25),50.348,no,the line between them touches another wall,wall of tile 039412 (room 0x25)
wall of tile 039411 (room 0x25),wall of tile 039011 (room 0x25),27.463,no,the line between them touches another wall,wall of tile 039211 (room 0x25)
wall of tile 039411 (room 0x25),wall of tile 038E11 (room 0x25),54.925,no,the line between them touches another wall,wall of tile 039211 (room 0x25)
wall of tile 039411 (room 0x25),wall of tile 002620 (room 0x29),54.925,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 039411 (room 0x25),wall of tile 00801A (room 0x27),54.925,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 039412 (room 0x25),wall of tile 039012 (room 0x25),27.463,no,the line between them touches another wall,wall of tile 039212 (room 0x25)
wall of tile 039412 (room 0x25),wall of tile 038E12 (room 0x25),54.925,no,the line between them touches another wall,wall of tile 039212 (room 0x25)
wall of tile 039211 (room 0x25),wall of tile 038E11 (room 0x25),27.463,no,the line between them touches another wall,wall of tile 039011 (room 0x25)
