x,z,between,and
-1374,3173,monitor 0x1cf9ec (preset 0x2741),generic 0x1cfaec (preset 0x2742)
-1439,3082,generic 0x1cfaec (preset 0x2742),monitor 0x1cfb6c (preset 0x2743)
-1439,3173,generic 0x1cfaec (preset 0x2742),monitor 0x1cfb6c (preset 0x2743)
39,-551,door 0x1d1ff0 (preset 0x0001),door 0x1d20f0 (preset 0x0002)
39,-551,door 0x1d1ff0 (preset 0x0001),door 0x1d20f0 (preset 0x0002)
46,-551,door 0x1d1ff0 (preset 0x0001),door 0x1d20f0 (preset 0x0002)
46,-551,door 0x1d1ff0 (preset 0x0001),door 0x1d20f0 (preset 0x0002)
-0,-536,door 0x1d20f0 (preset 0x0002),door 0x1d23f0 (preset 0x0005)
-0,-551,door 0x1d20f0 (preset 0x0002),door 0x1d23f0 (preset 0x0005)
-0,-551,door 0x1d20f0 (preset 0x0002),door 0x1d23f0 (preset 0x0005)
0,-551,door 0x1d20f0 (preset 0x0002),door 0x1d23f0 (preset 0x0005)
0,-536,door 0x1d20f0 (preset 0x0002),door 0x1d23f0 (preset 0x0005)
0,-536,door 0x1d20f0 (preset 0x0002),door 0x1d23f0 (preset 0x0005)
-39,-551,door 0x1d22f0 (preset 0x0004),door 0x1d23f0 (preset 0x0005)
-46,-551,door 0x1d22f0 (preset 0x0004),door 0x1d23f0 (preset 0x0005)
