x,z,between,and
172,-1174,wall of tile 036309 (room 0x05),door 0x1eb4c0 (preset 0x004e)
239,-1174,wall of tile 03630A (room 0x05),door 0x1eb4c0 (preset 0x004e)
246,-1184,wall of tile 03760A (room 0x02),door 0x1eb4c0 (preset 0x004e)
165,-1184,wall of tile 037609 (room 0x02),door 0x1eb4c0 (preset 0x004e)
-76,-1711,wall of tile 04770A (room 0x02),door 0x1eb2c0 (preset 0x004c)
-76,-1629,wall of tile 00F409 (room 0x02),door 0x1eb2c0 (preset 0x004c)
-86,-1635,wall of tile 00ED09 (room 0x03),door 0x1eb2c0 (preset 0x004c)
-86,-1705,wall of tile 00ED0A (room 0x03),door 0x1eb2c0 (preset 0x004c)
-246,-1184,wall of tile 009709 (room 0x03),door 0x1eb3c0 (preset 0x004d)
-165,-1184,wall of tile 00970A (room 0x03),door 0x1eb3c0 (preset 0x004d)
-172,-1174,wall of tile 00840A (room 0x04),door 0x1eb3c0 (preset 0x004d)
-239,-1174,wall of tile 008409 (room 0x04),door 0x1eb3c0 (preset 0x004d)
-246,-574,wall of tile 045B09 (room 0x04),door 0x1eb5c0 (preset 0x004f)
-165,-574,wall of tile 045B0A (room 0x04),door 0x1eb5c0 (preset 0x004f)
-172,-564,wall of tile 014602 (room 0x01),door 0x1eb5c0 (preset 0x004f)
-239,-564,wall of tile 014601 (room 0x01),door 0x1eb5c0 (preset 0x004f)
-239,-2070,wall of tile 038109 (room 0x03),door 0x1eb1c0 (preset 0x004b)
-172,-2070,wall of tile 03810A (room 0x03),door 0x1eb1c0 (preset 0x004b)
-165,-2080,wall of tile 065012 (room 0x06),door 0x1eb1c0 (preset 0x004b)
-246,-2080,wall of tile 000111 (room 0x06),door 0x1eb1c0 (preset 0x004b)
-643,-3625,wall of tile 0CEF39 (room 0x2c),door 0x1eafc0 (preset 0x0049)
-643,-3615,wall of tile 0CEF39 (room 0x2c),door 0x1eafc0 (preset 0x0049)
-561,-3625,wall of tile 0CEF3A (room 0x2c),door 0x1eafc0 (preset 0x0049)
-561,-3615,wall of tile 0CEF3A (room 0x2c),door 0x1eafc0 (preset 0x0049)
-617,-7051,wall of tile 0BDE39 (room 0x24),wall of tile 0BC13A (room 0x24)
617,-7051,wall of tile 0BCA3A (room 0x24),wall of tile 0BDC3A (room 0x24)
507,-7051,wall of tile 0BDC39 (room 0x24),wall of tile 0BC939 (room 0x24)
302,-5655,wall of tile 06BF3A (room 0x25),door 0x1ec8d0 (preset 0x0061)
302,-5645,wall of tile 00142A (room 0x1b),door 0x1ec8d0 (preset 0x0061)
445,-4750,wall of tile 00652A (room 0x1b),door 0x1ec0c0 (preset 0x005c)
362,-4750,wall of tile 013A29 (room 0x1b),door 0x1ec0c0 (preset 0x005c)
438,-4740,wall of tile 03171A (room 0x11),door 0x1ec0c0 (preset 0x005c)
369,-4740,wall of tile 031719 (room 0x11),door 0x1ec0c0 (preset 0x005c)
438,-3625,wall of tile 02D11A (room 0x11),door 0x1ebfc0 (preset 0x005b)
438,-3615,wall of tile 02D11A (room 0x11),door 0x1ebfc0 (preset 0x005b)
369,-3625,wall of tile 02D119 (room 0x11),door 0x1ebfc0 (preset 0x005b)
369,-3615,wall of tile 02D119 (room 0x11),door 0x1ebfc0 (preset 0x005b)
308,-3118,wall of tile 02AE1A (room 0x13),door 0x1ebec0 (preset 0x005a)
308,-3108,wall of tile 02AE1A (room 0x13),door 0x1ebec0 (preset 0x005a)
239,-3118,wall of tile 02AE19 (room 0x13),door 0x1ebec0 (preset 0x005a)
239,-3108,wall of tile 02AE19 (room 0x13),door 0x1ebec0 (preset 0x005a)
-471,-3618,wall of tile 032121 (room 0x19),door 0x1ec4c0 (preset 0x0060)
-404,-3618,wall of tile 032122 (room 0x19),door 0x1ec4c0 (preset 0x0060)
-478,-3628,wall of tile 01AC31 (room 0x1e),door 0x1ec4c0 (preset 0x0060)
-398,-3628,wall of tile 01AC31 (room 0x1e),door 0x1ec4c0 (preset 0x0060)
87,-3628,wall of tile 000730 (room 0x1e),generic 0x1eaa74 (preset 0x2754)
-125,-3628,wall of tile 003930 (room 0x1e),generic 0x1eaa74 (preset 0x2754)
478,-3628,wall of tile 01AB31 (room 0x1e),door 0x1ec2c0 (preset 0x005e)
433,-4723,wall of tile 01B232 (room 0x1e),generic 0x1e900c (preset 0x2726)
357,-4723,wall of tile 01B232 (room 0x1e),generic 0x1e900c (preset 0x2726)
357,-4723,wall of tile 01B232 (room 0x1e),monitor 0x1e968c (preset 0x2731)
279,-4723,wall of tile 01B232 (room 0x1e),monitor 0x1e968c (preset 0x2731)
398,-3628,wall of tile 024331 (room 0x1e),door 0x1ec2c0 (preset 0x005e)
471,-3618,wall of tile 01DD22 (room 0x17),door 0x1ec2c0 (preset 0x005e)
404,-3618,wall of tile 01DD21 (room 0x17),door 0x1ec2c0 (preset 0x005e)
398,-2540,wall of tile 003620 (room 0x17),door 0x1ec1c0 (preset 0x005d)
478,-2540,wall of tile 003620 (room 0x17),door 0x1ec1c0 (preset 0x005d)
471,-2530,wall of tile 024522 (room 0x16),door 0x1ec1c0 (preset 0x005d)
404,-2530,wall of tile 024521 (room 0x16),door 0x1ec1c0 (preset 0x005d)
-561,-3025,wall of tile 02B922 (room 0x15),door 0x1ec3c0 (preset 0x005f)
-637,-3035,wall of tile 02B121 (room 0x19),door 0x1ec3c0 (preset 0x005f)
-568,-3035,wall of tile 02B122 (room 0x19),door 0x1ec3c0 (preset 0x005f)
-643,-3025,wall of tile 002221 (room 0x15),door 0x1ec3c0 (preset 0x005f)
561,-3625,wall of tile 0CCF39 (room 0x2e),door 0x1eb9c0 (preset 0x0053)
561,-3615,wall of tile 0CCF39 (room 0x2e),door 0x1eb9c0 (preset 0x0053)
643,-3625,wall of tile 0CCF3A (room 0x2e),door 0x1eb9c0 (preset 0x0053)
643,-3615,wall of tile 0CCF3A (room 0x2e),door 0x1eb9c0 (preset 0x0053)
440,-3738,wall of tile 0BD23A (room 0x2a),wall of tile 0BF139 (room 0x2a)
-440,-3738,wall of tile 0BF139 (room 0x2a),wall of tile 0BD139 (room 0x2a)
315,-4574,wall of tile 0BB63A (room 0x2a),wall of tile 0BDA3A (room 0x2a)
-425,-4574,wall of tile 0BB73A (room 0x2a),wall of tile 0BD63A (room 0x2a)
-315,-4574,wall of tile 0BD639 (room 0x2a),wall of tile 0BB639 (room 0x2a)
-431,-3539,wall of tile 05B410 (room 0x09),door 0x1eaec0 (preset 0x0048)
-431,-3456,wall of tile 05B410 (room 0x09),door 0x1eaec0 (preset 0x0048)
-441,-3463,wall of tile 01D112 (room 0x08),door 0x1eaec0 (preset 0x0048)
-441,-3532,wall of tile 01D111 (room 0x08),door 0x1eaec0 (preset 0x0048)
574,-2077,wall of tile 066D12 (room 0x0c),door 0x1ebac0 (preset 0x0054)
574,-2067,wall of tile 066D12 (room 0x0c),door 0x1ebac0 (preset 0x0054)
494,-2077,wall of tile 066D11 (room 0x0c),door 0x1ebac0 (preset 0x0054)
494,-2067,wall of tile 066D11 (room 0x0c),door 0x1ebac0 (preset 0x0054)
588,-1492,wall of tile 0B4839 (room 0x37),wall of tile 0B6B3A (room 0x37)
588,-1151,wall of tile 0B663A (room 0x37),wall of tile 0B243A (room 0x37)
487,-574,wall of tile 04BF39 (room 0x37),door 0x1eb8c0 (preset 0x0052)
581,-574,wall of tile 04BF39 (room 0x37),door 0x1eb8c0 (preset 0x0052)
574,-564,wall of tile 018B02 (room 0x01),door 0x1eb8c0 (preset 0x0052)
494,-564,wall of tile 018B01 (room 0x01),door 0x1eb8c0 (preset 0x0052)
364,-561,wall of tile 020100 (room 0x01),monitor 0x1e7c68 (preset 0x2715)
462,-561,wall of tile 020100 (room 0x01),monitor 0x1e7c68 (preset 0x2715)
295,-34,wall of tile 020000 (room 0x01),monitor 0x1e7894 (preset 0x2712)
391,-45,wall of tile 020000 (room 0x01),monitor 0x1e8364 (preset 0x2718)
487,-57,wall of tile 020000 (room 0x01),monitor 0x1e85b8 (preset 0x2719)
391,-45,wall of tile 020000 (room 0x01),monitor 0x1e85b8 (preset 0x2719)
199,-23,wall of tile 01E100 (room 0x01),monitor 0x1e7894 (preset 0x2712)
199,-23,wall of tile 01E100 (room 0x01),monitor 0x1e7ae8 (preset 0x2713)
103,-12,wall of tile 01E100 (room 0x01),monitor 0x1e7ae8 (preset 0x2713)
295,-33,wall of tile 01E100 (room 0x01),monitor 0x1e8364 (preset 0x2718)
592,-192,wall of tile 021E01 (room 0x01),door 0x1ec6c0 (preset 0x0058)
597,-192,wall of tile 021E01 (room 0x01),door 0x1ec6c0 (preset 0x0058)
-494,-2077,wall of tile 065812 (room 0x07),door 0x1eabc0 (preset 0x0045)
-494,-2067,wall of tile 065812 (room 0x07),door 0x1eabc0 (preset 0x0045)
-574,-2077,wall of tile 065811 (room 0x07),door 0x1eabc0 (preset 0x0045)
-574,-2067,wall of tile 065811 (room 0x07),door 0x1eabc0 (preset 0x0045)
-478,-1492,wall of tile 002239 (room 0x34),wall of tile 0AEF3A (room 0x34)
-487,-57,wall of tile 01FD00 (room 0x01),monitor 0x1e73ec (preset 0x2710)
-391,-45,wall of tile 01FD00 (room 0x01),monitor 0x1e73ec (preset 0x2710)
-391,-45,wall of tile 01FD00 (room 0x01),monitor 0x1e7640 (preset 0x2711)
-295,-34,wall of tile 01FD00 (room 0x01),monitor 0x1e7ebc (preset 0x2716)
-592,-123,wall of tile 021C01 (room 0x01),door 0x1ec5c0 (preset 0x0057)
-597,-192,wall of tile 021C02 (room 0x01),door 0x1ec5c0 (preset 0x0057)
-603,-123,wall of tile 001239 (room 0x33),door 0x1ec5c0 (preset 0x0057)
-603,-192,wall of tile 001239 (room 0x33),door 0x1ec5c0 (preset 0x0057)
0,-2672,generic 0x1e898c (preset 0x271c),monitor 0x1e918c (preset 0x2729)
76,-2574,generic 0x1e898c (preset 0x271c),generic 0x1e8b0c (preset 0x271e)
0,-2574,generic 0x1e898c (preset 0x271c),generic 0x1e908c (preset 0x2727)
-0,-2574,generic 0x1e898c (preset 0x271c),generic 0x1e8b0c (preset 0x271e)
-0,-2574,generic 0x1e898c (preset 0x271c),generic 0x1e908c (preset 0x2727)
-0,-2574,generic 0x1e898c (preset 0x271c),monitor 0x1e918c (preset 0x2729)
154,-2574,monitor 0x1e8a0c (preset 0x271d),generic 0x1e8b8c (preset 0x271f)
76,-2574,monitor 0x1e8a0c (preset 0x271d),generic 0x1e8b8c (preset 0x271f)
-0,-2574,generic 0x1e8b0c (preset 0x271e),generic 0x1e908c (preset 0x2727)
0,-2574,generic 0x1e8b0c (preset 0x271e),generic 0x1e908c (preset 0x2727)
0,-2574,generic 0x1e8b0c (preset 0x271e),monitor 0x1e918c (preset 0x2729)
0,-2476,generic 0x1e8b0c (preset 0x271e),generic 0x1e908c (preset 0x2727)
0,-2476,generic 0x1e8b0c (preset 0x271e),generic 0x1e908c (preset 0x2727)
-0,-2476,generic 0x1e8b0c (preset 0x271e),generic 0x1e908c (preset 0x2727)
-0,-2574,generic 0x1e8b0c (preset 0x271e),monitor 0x1e918c (preset 0x2729)
-0,-2574,generic 0x1e8b0c (preset 0x271e),generic 0x1e908c (preset 0x2727)
228,-3023,generic 0x1e8c0c (preset 0x2720),monitor 0x1e8c8c (preset 0x2721)
228,-3023,generic 0x1e8c0c (preset 0x2720),monitor 0x1e8c8c (preset 0x2721)
228,-2925,generic 0x1e8c0c (preset 0x2720),monitor 0x1e8c8c (preset 0x2721)
228,-2925,generic 0x1e8c0c (preset 0x2720),monitor 0x1e8c8c (preset 0x2721)
228,-2925,generic 0x1e8c0c (preset 0x2720),monitor 0x1e8c8c (preset 0x2721)
228,-3023,generic 0x1e8c0c (preset 0x2720),monitor 0x1e8c8c (preset 0x2721)
228,-3608,generic 0x1e8d8c (preset 0x2722),generic 0x1e8e0c (preset 0x2723)
228,-3608,generic 0x1e8d8c (preset 0x2722),generic 0x1e8e0c (preset 0x2723)
228,-3510,generic 0x1e8d8c (preset 0x2722),generic 0x1e8e0c (preset 0x2723)
228,-3510,generic 0x1e8d8c (preset 0x2722),generic 0x1e8e0c (preset 0x2723)
228,-3510,generic 0x1e8d8c (preset 0x2722),generic 0x1e8e0c (preset 0x2723)
228,-3608,generic 0x1e8d8c (preset 0x2722),generic 0x1e8e0c (preset 0x2723)
357,-4723,generic 0x1e900c (preset 0x2726),monitor 0x1e968c (preset 0x2731)
357,-4625,generic 0x1e900c (preset 0x2726),monitor 0x1e968c (preset 0x2731)
-78,-2574,generic 0x1e908c (preset 0x2727),monitor 0x1e918c (preset 0x2729)
0,-2574,generic 0x1e908c (preset 0x2727),monitor 0x1e918c (preset 0x2729)
-154,-2574,generic 0x1e910c (preset 0x2728),generic 0x1e928c (preset 0x272a)
-78,-2574,generic 0x1e910c (preset 0x2728),generic 0x1e928c (preset 0x272a)
-4,-3023,generic 0x1e930c (preset 0x272b),generic 0x1e938c (preset 0x272c)
-4,-3023,generic 0x1e930c (preset 0x272b),generic 0x1e938c (preset 0x272c)
-4,-2925,generic 0x1e930c (preset 0x272b),generic 0x1e938c (preset 0x272c)
-4,-2925,generic 0x1e930c (preset 0x272b),generic 0x1e938c (preset 0x272c)
-4,-2925,generic 0x1e930c (preset 0x272b),generic 0x1e938c (preset 0x272c)
-4,-3023,generic 0x1e930c (preset 0x272b),generic 0x1e938c (preset 0x272c)
-4,-3608,monitor 0x1e940c (preset 0x272d),generic 0x1e950c (preset 0x272e)
-4,-3608,monitor 0x1e940c (preset 0x272d),generic 0x1e950c (preset 0x272e)
-4,-3510,monitor 0x1e940c (preset 0x272d),generic 0x1e950c (preset 0x272e)
-4,-3510,monitor 0x1e940c (preset 0x272d),generic 0x1e950c (preset 0x272e)
-4,-3510,monitor 0x1e940c (preset 0x272d),generic 0x1e950c (preset 0x272e)
-4,-3608,monitor 0x1e940c (preset 0x272d),generic 0x1e950c (preset 0x272e)
-162,-2721,generic 0x1e998c (preset 0x2744),generic 0x1e9f34 (preset 0x2747)
-140,-2721,generic 0x1e998c (preset 0x2744),generic 0x1e9f34 (preset 0x2747)
-139,-2709,generic 0x1e998c (preset 0x2744),generic 0x1e9f34 (preset 0x2747)
-139,-2644,generic 0x1e998c (preset 0x2744),generic 0x1e9f34 (preset 0x2747)
-193,-2639,generic 0x1e998c (preset 0x2744),generic 0x1e9f34 (preset 0x2747)
-215,-2639,generic 0x1e998c (preset 0x2744),generic 0x1e9f34 (preset 0x2747)
-217,-2716,generic 0x1e998c (preset 0x2744),generic 0x1e9f34 (preset 0x2747)
-217,-2658,generic 0x1e998c (preset 0x2744),generic 0x1e9f34 (preset 0x2747)
-265,-2619,generic 0x1e9dac (preset 0x2749),generic 0x1ea03c (preset 0x274a)
-241,-2619,generic 0x1e9dac (preset 0x2749),generic 0x1ea03c (preset 0x274a)
-237,-2603,generic 0x1e9dac (preset 0x2749),generic 0x1ea03c (preset 0x274a)
-237,-2545,generic 0x1e9dac (preset 0x2749),generic 0x1ea03c (preset 0x274a)
-258,-2538,generic 0x1e9dac (preset 0x2749),generic 0x1ea03c (preset 0x274a)
-303,-2538,generic 0x1e9dac (preset 0x2749),generic 0x1ea03c (preset 0x274a)
-315,-2603,generic 0x1e9dac (preset 0x2749),generic 0x1ea03c (preset 0x274a)
-315,-2578,generic 0x1e9dac (preset 0x2749),generic 0x1ea03c (preset 0x274a)
