gap,name,status,width_cm,step_cm,walk_round_cm,x,z,room,between,and,objects_forming_gap,objects_in_the_way,pinches,key
21,,warp,0.00084,83.99,none found,-8629,-133,0x29,wall of tile 0C2218 (room 0x29),door 0x1cb3fc (preset 0x004f),0x1cb3fc,,3,0C2218.2 | 0x1cb3fc.1
22,,warp,0.00022,83.99,none found,-10187,-133,0x25,wall of tile 0B811A (room 0x25),door 0x1cba0c (preset 0x0055),0x1cba0c,,3,0B7718.2 | 0x1cba0c.1
23,,warp,0.00029,83.99,none found,-8369,-133,0x29,wall of tile 0C2A18 (room 0x29),door 0x1cb2fc (preset 0x004e),0x1cb2fc,,3,0C2A18.2 | 0x1cb2fc.1
24,,warp,0.00041,83.99,none found,-8888,-133,0x28,wall of tile 0BD518 (room 0x28),door 0x1cb4fc (preset 0x0050),0x1cb4fc,,3,0BD518.2 | 0x1cb4fc.1
25,,warp,0.00053,83.99,none found,-9408,-133,0x28,wall of tile 0BC518 (room 0x28),door 0x1cb70c (preset 0x0052),0x1cb70c,,3,0BC518.2 | 0x1cb70c.1
26,,warp,0.000098,83.99,none found,-9667,-133,0x27,wall of tile 0B6718 (room 0x27),door 0x1cb80c (preset 0x0053),0x1cb80c,,3,0B6718.2 | 0x1cb80c.1
27,,warp,0.00024,84.39,none found,-16199,-246,0x33,wall of tile 06D529 (room 0x33),door 0x1cc33c (preset 0x009d),0x1cc33c,,2,06D529.0 | 0x1cc33c.0
28,,warp,7.386,84.49,none found,-7332,-157,0x17,wall of tile 0E3312 (room 0x17),door 0x1cafec (preset 0x0042),0x1cafec,,2,0E3312.1 | 0x1cafec.3
29,train warp,warp,0.0037,84.85,none found,-15067,-13,0x35,wall of tile 0E7028 (room 0x35),door 0x1cd0ec (preset 0x00a7),0x1cd0ec,,3,0E7028.1 | 0x1cd0ec.2
30,,warp,5.540,84.92,none found,-10435,-228,0x26,wall of tile 0AF319 (room 0x26),door 0x1cbb0c (preset 0x0056),0x1cbb0c,,2,0AF319.0 | 0x1cbb0c.0
31,,warp,4.708,86.99,none found,-4745,-231,0x0d,wall of tile 0A7F12 (room 0x0d),door 0x1c9eac (preset 0x0038),0x1c9eac,,2,0A7F12.1 | 0x1c9eac.1
32,,warp,0.00016,89.36,none found,-16199,-140,0x33,wall of tile 06D52A (room 0x33),door 0x1cc33c (preset 0x009d),0x1cc33c,,2,06D52A.1 | 0x1cc33c.0
33,,warp,0.00047,89.74,none found,-10949,-223,0x2f,wall of tile 038822 (room 0x2f),door 0x1cbc1c (preset 0x0068),0x1cbc1c,,2,038822.2 | 0x1cbc1c.0
34,ouro door,warp,0.0000034,91.79,none found,-14967,-140,0x33,wall of tile 06D02A (room 0x33),door 0x1cc23c (preset 0x009c),0x1cc23c,,3,06D02A.1 | 0x1cc23c.3
35,,warp,4.707,97.65,none found,-7771,-231,0x1c,wall of tile 08EC1A (room 0x1c),door 0x1cb0ec (preset 0x004c),0x1cb0ec,,2,08EC1A.1 | 0x1cb0ec.2
36,,warp,0.000020,105.68,none found,-5959,-253,0x12,wall of tile 09FF11 (room 0x12),door 0x1caacc (preset 0x003d),0x1caacc,,3,09E010.2 | 0x1caacc.4
37,,warp,4.853,112.96,none found,-13329,364,0x35,generic 0x1c5020 (preset 0x278e),generic 0x1c5120 (preset 0x2790),0x1c5020 0x1c5120,,2,0x1c5020.5 | 0x1c5120.2
38,,warp,52.950,173.84,874,-13882,80,0x35,wall of tile 0B6128 (room 0x35),generic 0x1c4e20 (preset 0x278a),0x1c4e20,,2,0B6128.0 | 0x1c4e20.1
39,,warp,39.940,178.56,486,7,-366,0x03,wall of tile 03C402 (room 0x03),generic 0x1c3910 (preset 0x271e),0x1c3910,,2,03C402.1 | 0x1c3910.0
40,,warp,0.93,178.58,none found,-13369,255,0x35,generic 0x1c5020 (preset 0x278e),generic 0x1c50a0 (preset 0x278f),0x1c5020 0x1c50a0,,2,0x1c5020.1 | 0x1c50a0.3
41,,warp,6.259,213.21,473,-1951,-256,0x08,generic 0x1c3e20 (preset 0x2728),generic 0x1c4aa0 (preset 0x2743),0x1c3e20 0x1c4aa0,,2,0x1c3e20.2 | 0x1c4aa0.4
42,,warp,6.259,213.21,494,-346,-130,0x03,generic 0x1c3990 (preset 0x2722),generic 0x1c3a10 (preset 0x2711),0x1c3990 0x1c3a10,,2,0x1c3990.2 | 0x1c3a10.4
43,this looks curious WHATTT XD,warp,0.0000064,313.42,none found,-12324,-246,0x2d,wall of tile 031421 (room 0x2d),door 0x1cbf1c (preset 0x006b),0x1cbf1c,,3,031421.0 | 0x1cbf1c.0
44,,warp if objects removed,27.169,64.94,582,1205,-130,0x01,generic 0x1c3410 (preset 0x271a),generic 0x1c3490 (preset 0x2718),0x1c3410 0x1c3490,0x1c3390,6,0x1c3390.1 | 0x1c3490.2
45,,warp if objects removed,8.985,79.18,575,-2627,-256,0x09,generic 0x1c4020 (preset 0x272c),generic 0x1c4620 (preset 0x273a),0x1c4020 0x1c4620,0x1c4120 0x1c46a0,12,0x1c4120.2 | 0x1c4620.4
46,,warp if objects removed,6.658,82.99,577,310,-133,0x03,generic 0x1c3610 (preset 0x2713),generic 0x1c3810 (preset 0x2712),0x1c3610 0x1c3810,0x1c3710 0x1c3790,8,0x1c3710.0 | 0x1c3810.4
47,,warp if objects removed,36.193,122.42,592,-2949,-148,0x09,generic 0x1c48a0 (preset 0x273d),generic 0x1c4920 (preset 0x273e),0x1c48a0 0x1c4920,0x1c4720 0x1c47a0,6,0x1c47a0.2 | 0x1c4920.5
48,,warp if objects removed,6.355,173.39,465,-3688,-256,0x0a,generic 0x1c42a0 (preset 0x2733),generic 0x1c4320 (preset 0x2734),0x1c42a0 0x1c4320,0x1c4220,2,0x1c42a0.5 | 0x1c4320.1
49,,warp if objects removed,39.641,179.58,481,-2963,-26,0x09,wall of tile 01F209 (room 0x09),generic 0x1c47a0 (preset 0x2730),0x1c47a0,0x1c48a0,2,01F209.0 | 0x1c47a0.4
50,,no warp found,0.0000054,,,-11245,-253,0x2e,wall of tile 037F21 (room 0x2e),door 0x1cbd1c (preset 0x0069),0x1cbd1c,,3,037F21.1 | 0x1cbd1c.3
51,,no warp found,0.0000084,,,-13169,-133,0x2b,wall of tile 033D22 (room 0x2b),door 0x1cc01c (preset 0x006c),0x1cc01c,,3,033D22.1 | 0x1cc01c.1
52,,no warp found,0.000016,,,-11245,-353,0x2e,wall of tile 037F21 (room 0x2e),door 0x1cbd1c (preset 0x0069),0x1cbd1c,,3,037F21.3 | 0x1cbd1c.1
53,,no warp found,2.547,,,-1387,-298,0x05,wall of tile 03D700 (room 0x05),generic 0x1c51b0 (preset 0x2710),0x1c51b0,,2,03D700.1 | 0x1c51b0.0
54,,no warp found,2.547,,,-4357,-298,0x0b,wall of tile 026608 (room 0x0b),generic 0x1c5240 (preset 0x2744),0x1c5240,,2,026608.2 | 0x1c5240.0
55,,no warp found,7.604,,,-13864,-329,0x31,wall of tile 06BD28 (room 0x31),generic 0x1c5480 (preset 0x2787),0x1c5480,,2,06BD28.2 | 0x1c5480.1
56,,no warp found,8.602,,,-7721,-72,0x1c,wall of tile 090618 (room 0x1c),generic 0x1c5360 (preset 0x275b),0x1c5360,,2,090618.1 | 0x1c5360.2
57,,no warp found,8.879,,,-7385,-317,0x17,wall of tile 0E4D10 (room 0x17),generic 0x1c52d0 (preset 0x2747),0x1c52d0,,2,0E4D10.1 | 0x1c52d0.0
58,,no warp found,13.002,,,-14421,-233,0x31,wall of tile 06C629 (room 0x31),generic 0x1c4ca0 (preset 0x2785),0x1c4ca0,,5,06C629.1 | 0x1c4ca0.1
59,,no warp found,13.077,,,-4028,-353,0x0b,generic 0x1c43a0 (preset 0x2735),generic 0x1c4420 (preset 0x2736),0x1c43a0 0x1c4420,,4,0x1c43a0.1 | 0x1c4420.4
60,,no warp found,26.318,,,-566,-26,0x04,wall of tile 037902 (room 0x04),generic 0x1c3a90 (preset 0x2721),0x1c3a90,,2,037902.2 | 0x1c3a90.4
61,,no warp found,26.632,,,-12264,-360,0x2d,wall of tile 036522 (room 0x2d),wall of tile 036620 (room 0x2d),,,7,036522.2 | 036620.2
62,,no warp found,26.632,,,-12264,-100,0x2d,wall of tile 03BE20 (room 0x2d),wall of tile 036E20 (room 0x2d),,,7,036E20.2 | 03BE20.0
