x,z,between,and
-12104,-273,wall of tile 035B21 (room 0x2d),door 0x1cc54c (preset 0x006e)
-12104,-273,wall of tile 035F22 (room 0x2d),door 0x1cc54c (preset 0x006e)
-12091,-146,wall of tile 031522 (room 0x2e),door 0x1cbe1c (preset 0x006a)
-12077,-146,wall of tile 036F22 (room 0x2e),door 0x1cbe1c (preset 0x006a)
-10879,-160,wall of tile 038920 (room 0x2f),door 0x1cbc1c (preset 0x0068)
-10886,-160,wall of tile 038821 (room 0x2f),door 0x1cbc1c (preset 0x0068)
-10713,-133,wall of tile 038D21 (room 0x2f),door 0x1ca3ac (preset 0x0070)
-10719,-260,wall of tile 038D22 (room 0x2f),door 0x1ca3ac (preset 0x0070)
-10706,-260,wall of tile 0C421A (room 0x2a),door 0x1ca3ac (preset 0x0070)
-10706,-133,wall of tile 0C4219 (room 0x2a),door 0x1ca3ac (preset 0x0070)
-10599,-260,wall of tile 0B1519 (room 0x26),door 0x1ca2ac (preset 0x0058)
-10586,-260,wall of tile 0B1519 (room 0x26),door 0x1ca2ac (preset 0x0058)
-10586,-133,wall of tile 0B151A (room 0x26),door 0x1ca2ac (preset 0x0058)
-10593,-133,wall of tile 0B151A (room 0x26),door 0x1ca2ac (preset 0x0058)
-10100,-133,wall of tile 0B8119 (room 0x25),door 0x1cba0c (preset 0x0055)
-10100,-133,wall of tile 0B7118 (room 0x27),door 0x1cba0c (preset 0x0055)
-9840,-133,wall of tile 0B8219 (room 0x24),door 0x1cb90c (preset 0x0054)
-9840,-133,wall of tile 0B6918 (room 0x27),door 0x1cb90c (preset 0x0054)
-9321,-133,wall of tile 0BE719 (room 0x22),door 0x1cb70c (preset 0x0052)
-9321,-133,wall of tile 0BBF18 (room 0x28),door 0x1cb70c (preset 0x0052)
-9061,-133,wall of tile 0BE619 (room 0x21),door 0x1cb5fc (preset 0x0051)
-9061,-133,wall of tile 0BC718 (room 0x28),door 0x1cb5fc (preset 0x0051)
-8802,-133,wall of tile 0BE519 (room 0x20),door 0x1cb4fc (preset 0x0050)
-8802,-133,wall of tile 0BCF18 (room 0x28),door 0x1cb4fc (preset 0x0050)
-8542,-133,wall of tile 0C3C19 (room 0x1f),door 0x1cb3fc (preset 0x004f)
-8542,-133,wall of tile 0C1C18 (room 0x29),door 0x1cb3fc (preset 0x004f)
-8276,-133,wall of tile 0C3819 (room 0x1e),door 0x1cb2fc (preset 0x004e)
-8276,-133,wall of tile 0C2418 (room 0x29),door 0x1cb2fc (preset 0x004e)
-8109,-133,wall of tile 0C3218 (room 0x29),door 0x1cb1ec (preset 0x004d)
-8016,-133,wall of tile 0C3319 (room 0x1d),door 0x1cb1ec (preset 0x004d)
-8016,-133,wall of tile 0C2C18 (room 0x29),door 0x1cb1ec (preset 0x004d)
-7617,-260,wall of tile 090E1A (room 0x1c),door 0x1ca1ac (preset 0x0057)
-7617,-133,wall of tile 090E19 (room 0x1c),door 0x1ca1ac (preset 0x0057)
-7497,-260,wall of tile 08EA12 (room 0x1b),door 0x1ca0ac (preset 0x0044)
-7610,-260,wall of tile 08EA12 (room 0x1b),door 0x1ca1ac (preset 0x0057)
-7497,-133,wall of tile 08EA11 (room 0x1b),door 0x1ca0ac (preset 0x0044)
-7610,-133,wall of tile 08EA11 (room 0x1b),door 0x1ca1ac (preset 0x0057)
-7490,-260,wall of tile 0E5511 (room 0x17),door 0x1ca0ac (preset 0x0044)
-7490,-133,wall of tile 0E5512 (room 0x17),door 0x1ca0ac (preset 0x0044)
-7084,-253,wall of tile 0A4B10 (room 0x18),door 0x1caeec (preset 0x0041)
-7084,-253,wall of tile 0A5512 (room 0x16),door 0x1caeec (preset 0x0041)
-6738,-253,wall of tile 0A3D10 (room 0x18),door 0x1caddc (preset 0x0040)
-6478,-253,wall of tile 0A3510 (room 0x18),door 0x1cacdc (preset 0x003f)
-6218,-253,wall of tile 09D810 (room 0x19),door 0x1cabdc (preset 0x003e)
-5440,-253,wall of tile 097A10 (room 0x1a),door 0x1ca8cc (preset 0x003b)
-5180,-253,wall of tile 098210 (room 0x1a),door 0x1ca7bc (preset 0x003a)
-4920,-253,wall of tile 098A10 (room 0x1a),door 0x1ca6bc (preset 0x0039)
-4521,-260,wall of tile 0CD212 (room 0x0d),door 0x1c9fac (preset 0x0043)
-4507,-133,wall of tile 0CD211 (room 0x0d),door 0x1c9fac (preset 0x0043)
-4515,-133,wall of tile 0CD211 (room 0x0d),door 0x1c9fac (preset 0x0043)
-4507,-260,wall of tile 022E0A (room 0x0c),door 0x1c9fac (preset 0x0043)
-4401,-133,wall of tile 022E09 (room 0x0c),door 0x1c9d9c (preset 0x0036)
-4401,-260,wall of tile 021709 (room 0x0b),door 0x1c9d9c (preset 0x0036)
-4388,-260,wall of tile 021709 (room 0x0b),door 0x1c9d9c (preset 0x0036)
-4388,-133,wall of tile 02170A (room 0x0b),door 0x1c9d9c (preset 0x0036)
-3362,-7,wall of tile 01F209 (room 0x09),generic 0x1c41a0 (preset 0x2731)
-3379,-7,wall of tile 01F209 (room 0x09),generic 0x1c41a0 (preset 0x2731)
-1770,-7,wall of tile 025B08 (room 0x07),generic 0x1c49a0 (preset 0x2741)
-1792,-7,wall of tile 025B08 (room 0x07),generic 0x1c49a0 (preset 0x2741)
-1551,-260,wall of tile 02180A (room 0x07),door 0x1c9c9c (preset 0x0035)
-1551,-133,wall of tile 021809 (room 0x07),door 0x1c9c9c (preset 0x0035)
-1431,-260,wall of tile 03BF02 (room 0x06),door 0x1c9b9c (preset 0x0017)
-1538,-260,wall of tile 03BF02 (room 0x06),door 0x1c9c9c (preset 0x0035)
-1538,-133,wall of tile 03BF01 (room 0x06),door 0x1c9c9c (preset 0x0035)
-1418,-260,wall of tile 011001 (room 0x05),door 0x1c9b9c (preset 0x0017)
-1418,-133,wall of tile 011002 (room 0x05),door 0x1c9b9c (preset 0x0017)
-1425,-133,wall of tile 011002 (room 0x05),door 0x1c9b9c (preset 0x0017)
-1219,-7,wall of tile 03D400 (room 0x05),generic 0x1c3c10 (preset 0x2724)
-1105,-7,wall of tile 03D400 (room 0x05),generic 0x1c3c10 (preset 0x2724)
1332,-7,wall of tile 037601 (room 0x01),generic 0x1c3390 (preset 0x2719)
1218,-7,wall of tile 037601 (room 0x01),generic 0x1c3390 (preset 0x2719)
-4920,-253,wall of tile 099111 (room 0x0e),door 0x1ca6bc (preset 0x0039)
-5180,-253,wall of tile 099611 (room 0x0f),door 0x1ca7bc (preset 0x003a)
-5440,-253,wall of tile 099A11 (room 0x10),door 0x1ca8cc (preset 0x003b)
-6218,-253,wall of tile 0A0011 (room 0x13),door 0x1cabdc (preset 0x003e)
-6478,-253,wall of tile 0A5711 (room 0x14),door 0x1cacdc (preset 0x003f)
-6738,-253,wall of tile 0A5611 (room 0x15),door 0x1caddc (preset 0x0040)
-8103,-133,wall of tile 0C331A (room 0x1d),door 0x1cb1ec (preset 0x004d)
-12104,-120,wall of tile 035D21 (room 0x2d),door 0x1cc65c (preset 0x006f)
-12104,-113,wall of tile 036820 (room 0x2d),door 0x1cc65c (preset 0x006f)
920,-330,generic 0x1c3510 (preset 0x2717),generic 0x1c3590 (preset 0x271d)
989,-365,generic 0x1c3510 (preset 0x2717),generic 0x1c3590 (preset 0x271d)
1032,-359,generic 0x1c3510 (preset 0x2717),generic 0x1c3590 (preset 0x271d)
1044,-335,generic 0x1c3510 (preset 0x2717),generic 0x1c3590 (preset 0x271d)
1034,-254,generic 0x1c3510 (preset 0x2717),generic 0x1c3590 (preset 0x271d)
1007,-241,generic 0x1c3510 (preset 0x2717),generic 0x1c3590 (preset 0x271d)
919,-320,generic 0x1c3510 (preset 0x2717),generic 0x1c3590 (preset 0x271d)
955,-247,generic 0x1c3510 (preset 0x2717),generic 0x1c3590 (preset 0x271d)
313,-13,generic 0x1c3610 (preset 0x2713),generic 0x1c3690 (preset 0x271b)
313,-13,generic 0x1c3610 (preset 0x2713),generic 0x1c3690 (preset 0x271b)
313,-13,generic 0x1c3610 (preset 0x2713),generic 0x1c3690 (preset 0x271b)
313,-133,generic 0x1c3610 (preset 0x2713),generic 0x1c3710 (preset 0x2714)
313,-133,generic 0x1c3610 (preset 0x2713),generic 0x1c3790 (preset 0x271c)
433,-133,generic 0x1c3610 (preset 0x2713),generic 0x1c3690 (preset 0x271b)
426,-133,generic 0x1c3610 (preset 0x2713),generic 0x1c3710 (preset 0x2714)
433,-133,generic 0x1c3610 (preset 0x2713),generic 0x1c3790 (preset 0x271c)
433,-133,generic 0x1c3610 (preset 0x2713),generic 0x1c3690 (preset 0x271b)
433,-133,generic 0x1c3610 (preset 0x2713),generic 0x1c3690 (preset 0x271b)
313,-133,generic 0x1c3690 (preset 0x271b),generic 0x1c3710 (preset 0x2714)
313,-133,generic 0x1c3690 (preset 0x271b),generic 0x1c3790 (preset 0x271c)
426,-133,generic 0x1c3690 (preset 0x271b),generic 0x1c3710 (preset 0x2714)
433,-133,generic 0x1c3690 (preset 0x271b),generic 0x1c3790 (preset 0x271c)
426,-246,generic 0x1c3710 (preset 0x2714),generic 0x1c3790 (preset 0x271c)
313,-133,generic 0x1c3710 (preset 0x2714),generic 0x1c3790 (preset 0x271c)
-113,-333,generic 0x1c3890 (preset 0x2716),generic 0x1c3910 (preset 0x271e)
7,-230,generic 0x1c3890 (preset 0x2716),generic 0x1c3910 (preset 0x271e)
-2623,-253,generic 0x1c4020 (preset 0x272c),generic 0x1c4120 (preset 0x272e)
-2623,-140,generic 0x1c4020 (preset 0x272c),generic 0x1c4120 (preset 0x272e)
-2630,-373,generic 0x1c40a0 (preset 0x272d),generic 0x1c4620 (preset 0x273a)
-2630,-260,generic 0x1c40a0 (preset 0x272d),generic 0x1c46a0 (preset 0x273b)
-2630,-259,generic 0x1c40a0 (preset 0x272d),generic 0x1c4620 (preset 0x273a)
-2743,-260,generic 0x1c40a0 (preset 0x272d),generic 0x1c46a0 (preset 0x273b)
-2743,-140,generic 0x1c4120 (preset 0x272e),generic 0x1c46a0 (preset 0x273b)
-2630,-253,generic 0x1c4120 (preset 0x272e),generic 0x1c46a0 (preset 0x273b)
-3389,-126,generic 0x1c41a0 (preset 0x2731),generic 0x1c4820 (preset 0x273c)
-3365,-139,generic 0x1c41a0 (preset 0x2731),generic 0x1c4820 (preset 0x273c)
-3308,-132,generic 0x1c41a0 (preset 0x2731),generic 0x1c4820 (preset 0x273c)
-3276,-66,generic 0x1c41a0 (preset 0x2731),generic 0x1c4820 (preset 0x273c)
-3278,-49,generic 0x1c41a0 (preset 0x2731),generic 0x1c4820 (preset 0x273c)
-3339,-18,generic 0x1c41a0 (preset 0x2731),generic 0x1c4820 (preset 0x273c)
-3400,-48,generic 0x1c41a0 (preset 0x2731),generic 0x1c4820 (preset 0x273c)
-3388,-25,generic 0x1c41a0 (preset 0x2731),generic 0x1c4820 (preset 0x273c)
-2630,-260,generic 0x1c4620 (preset 0x273a),generic 0x1c46a0 (preset 0x273b)
-2743,-260,generic 0x1c4620 (preset 0x273a),generic 0x1c46a0 (preset 0x273b)
-3030,-205,generic 0x1c4720 (preset 0x272f),generic 0x1c4920 (preset 0x273e)
-3030,-188,generic 0x1c4720 (preset 0x272f),generic 0x1c4920 (preset 0x273e)
-3006,-293,generic 0x1c4720 (preset 0x272f),generic 0x1c4920 (preset 0x273e)
-2940,-293,generic 0x1c4720 (preset 0x272f),generic 0x1c4920 (preset 0x273e)
-2909,-285,generic 0x1c4720 (preset 0x272f),generic 0x1c4920 (preset 0x273e)
-2909,-204,generic 0x1c4720 (preset 0x272f),generic 0x1c4920 (preset 0x273e)
-2916,-179,generic 0x1c4720 (preset 0x272f),generic 0x1c4920 (preset 0x273e)
-2998,-180,generic 0x1c4720 (preset 0x272f),generic 0x1c4920 (preset 0x273e)
-2963,-130,generic 0x1c47a0 (preset 0x2730),generic 0x1c48a0 (preset 0x273d)
-3070,-47,generic 0x1c47a0 (preset 0x2730),generic 0x1c48a0 (preset 0x273d)
-14421,-227,generic 0x1c4c20 (preset 0x2784),generic 0x1c4ca0 (preset 0x2785)
-14301,-226,generic 0x1c4c20 (preset 0x2784),generic 0x1c4ca0 (preset 0x2785)
-14301,-113,generic 0x1c4c20 (preset 0x2784),generic 0x1c4ca0 (preset 0x2785)
-14421,-113,generic 0x1c4c20 (preset 0x2784),generic 0x1c4ca0 (preset 0x2785)
-12957,257,generic 0x1c4d20 (preset 0x2788),generic 0x1c4fa0 (preset 0x278d)
-12957,269,generic 0x1c4d20 (preset 0x2788),generic 0x1c4fa0 (preset 0x278d)
-14302,358,generic 0x1c4ea0 (preset 0x278b),generic 0x1c4f20 (preset 0x278c)
-14262,400,generic 0x1c4ea0 (preset 0x278b),generic 0x1c4f20 (preset 0x278c)
