between,and,width,kept,reason,because_of
wall of tile 0E6D29 (room 0x35),door 0x1cd0ec (preset 0x00a7),0.004,no,the line between them touches another wall,wall of tile 073628 (room 0x33)
wall of tile 0E6D29 (room 0x35),door 0x1cd0ec (preset 0x00a7),0.005,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 093928 (room 0x33),door 0x1cd0ec (preset 0x00a7),0.004,yes,,
wall of tile 093928 (room 0x33),door 0x1cd0ec (preset 0x00a7),0.004,yes,,
wall of tile 0CF329 (room 0x33),wall of tile 0CFA29 (room 0x33),59.921,no,the line between them touches another wall,wall of tile 0CFA29 (room 0x33)
wall of tile 0CF529 (room 0x33),wall of tile 0CF829 (room 0x33),59.921,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 0CF529 (room 0x33),wall of tile 0CF829 (room 0x33),59.921,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 0CF42A (room 0x33),wall of tile 0CF829 (room 0x33),59.921,no,the line between them touches another wall,wall of tile 0CF829 (room 0x33)
wall of tile 0CF42A (room 0x33),wall of tile 0CF52A (room 0x33),59.921,no,the line between them touches another wall,wall of tile 0CF529 (room 0x33)
wall of tile 07312A (room 0x33),wall of tile 06E229 (room 0x34),14.887,no,the line between them touches another wall,wall of tile 06D52A (room 0x33)
wall of tile 07312A (room 0x33),wall of tile 06D82A (room 0x34),21.054,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 07312A (room 0x33),wall of tile 06F928 (room 0x34),33.289,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 07312A (room 0x33),wall of tile 06DC2A (room 0x34),33.289,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 07312A (room 0x33),door 0x1cc33c (preset 0x009d),14.887,no,the line between them touches another wall,wall of tile 06D52A (room 0x33)
wall of tile 07312A (room 0x33),door 0x1cc33c (preset 0x009d),9.415,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06D52A (room 0x33)
wall of tile 07312A (room 0x33),door 0x1cc33c (preset 0x009d),9.415,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06D52A (room 0x33)
wall of tile 06D52A (room 0x33),wall of tile 06D82A (room 0x34),6.658,no,the line between them touches another wall,wall of tile 06E229 (room 0x34)
wall of tile 06D52A (room 0x33),wall of tile 06F928 (room 0x34),21.054,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06D52A (room 0x33),door 0x1cc33c (preset 0x009d),2.978,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1cc33c (preset 0x009d)
wall of tile 06D529 (room 0x33),wall of tile 06D829 (room 0x34),6.658,no,the line between them touches another wall,wall of tile 06E22A (room 0x34)
wall of tile 06D529 (room 0x33),wall of tile 06D928 (room 0x34),24.005,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06D529 (room 0x33),door 0x1cc33c (preset 0x009d),4.708,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1cc33c (preset 0x009d)
wall of tile 06E229 (room 0x34),wall of tile 06F928 (room 0x34),14.887,no,the line between them touches another wall,wall of tile 06D82A (room 0x34)
wall of tile 06E229 (room 0x34),door 0x1cc33c (preset 0x009d),6.658,no,the line between them touches another wall,door 0x1cc33c (preset 0x009d)
wall of tile 06E22A (room 0x34),wall of tile 06D928 (room 0x34),18.831,no,the line between them touches another wall,wall of tile 06D829 (room 0x34)
wall of tile 06E22A (room 0x34),wall of tile 0CFB2A (room 0x33),18.831,no,the line between them touches another wall,wall of tile 06D529 (room 0x33)
wall of tile 06E22A (room 0x34),door 0x1cc33c (preset 0x009d),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06E22A (room 0x34),door 0x1cc33c (preset 0x009d),6.658,no,the line between them touches another wall,door 0x1cc33c (preset 0x009d)
wall of tile 06D82A (room 0x34),door 0x1cc33c (preset 0x009d),6.658,no,the line between them touches another wall,wall of tile 06E229 (room 0x34)
wall of tile 06D82A (room 0x34),door 0x1cc33c (preset 0x009d),13.316,no,the line between them touches another wall,wall of tile 06E229 (room 0x34)
wall of tile 06D82A (room 0x34),door 0x1cc33c (preset 0x009d),6.658,no,the line between them touches another wall,wall of tile 06E229 (room 0x34)
wall of tile 06D829 (room 0x34),wall of tile 0CFB2A (room 0x33),24.005,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06D829 (room 0x34),door 0x1cc33c (preset 0x009d),6.658,no,the line between them touches another wall,wall of tile 06E22A (room 0x34)
wall of tile 06D829 (room 0x34),door 0x1cc33c (preset 0x009d),6.658,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06D829 (room 0x34),door 0x1cc33c (preset 0x009d),13.316,no,the line between them touches another wall,wall of tile 06E22A (room 0x34)
wall of tile 06D928 (room 0x34),wall of tile 0CFB2A (room 0x33),33.289,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06D928 (room 0x34),wall of tile 0CFB29 (room 0x33),33.289,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06D928 (room 0x34),door 0x1cc33c (preset 0x009d),24.005,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06D928 (room 0x34),door 0x1cc33c (preset 0x009d),24.005,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06D928 (room 0x34),door 0x1cc33c (preset 0x009d),29.775,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06DB28 (room 0x34),wall of tile 06E02A (room 0x34),19.973,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06DB28 (room 0x34),wall of tile 06E029 (room 0x34),19.973,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06DB28 (room 0x34),wall of tile 0CFB2A (room 0x33),33.289,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06DB28 (room 0x34),wall of tile 0CFB29 (room 0x33),33.289,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06DA29 (room 0x34),wall of tile 06DE2A (room 0x34),13.756,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06DA29 (room 0x34),wall of tile 06E02A (room 0x34),19.973,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06DA29 (room 0x34),wall of tile 06E029 (room 0x34),19.973,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06DA29 (room 0x34),wall of tile 06DE2A (room 0x34),13.756,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06DA29 (room 0x34),wall of tile 06E02A (room 0x34),19.973,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06F928 (room 0x34),wall of tile 073129 (room 0x33),33.289,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06F928 (room 0x34),door 0x1cc33c (preset 0x009d),21.054,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06F928 (room 0x34),door 0x1cc33c (preset 0x009d),27.451,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06F928 (room 0x34),door 0x1cc33c (preset 0x009d),21.054,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06DC2A (room 0x34),wall of tile 073129 (room 0x33),33.289,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06DE29 (room 0x34),wall of tile 06E129 (room 0x34),39.947,no,the line between them touches another wall,wall of tile 06E129 (room 0x34)
wall of tile 06DE29 (room 0x34),door 0x1cc43c (preset 0x009e),39.947,no,the line between them touches another wall,wall of tile 06E129 (room 0x34)
wall of tile 06DE29 (room 0x34),door 0x1cc43c (preset 0x009e),26.631,no,the line between them touches another wall,wall of tile 06E129 (room 0x34)
wall of tile 06DE29 (room 0x34),door 0x1cc43c (preset 0x009e),26.631,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06E029 (room 0x34),wall of tile 06E129 (room 0x34),39.947,no,the line between them touches another wall,wall of tile 06E12A (room 0x34)
wall of tile 06E029 (room 0x34),door 0x1cc43c (preset 0x009e),39.947,no,the line between them touches another wall,wall of tile 06E12A (room 0x34)
wall of tile 06E029 (room 0x34),door 0x1cc43c (preset 0x009e),26.631,no,the line between them touches another wall,wall of tile 06E12A (room 0x34)
wall of tile 06E029 (room 0x34),door 0x1cc43c (preset 0x009e),26.631,no,the line between them touches another wall,wall of tile 06E12A (room 0x34)
wall of tile 06E129 (room 0x34),door 0x1cc43c (preset 0x009e),13.316,no,the line between them touches another wall,door 0x1cc43c (preset 0x009e)
wall of tile 0CFB2A (room 0x33),door 0x1cc33c (preset 0x009d),18.831,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 0CFB2A (room 0x33),door 0x1cc33c (preset 0x009d),14.887,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06D529 (room 0x33)
wall of tile 0CFB2A (room 0x33),door 0x1cc33c (preset 0x009d),14.887,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06D529 (room 0x33)
wall of tile 0CFB29 (room 0x33),wall of tile 0CF829 (room 0x33),59.921,no,the line between them touches another wall,wall of tile 0CFB29 (room 0x33)
wall of tile 0CF829 (room 0x33),wall of tile 0CF52A (room 0x33),59.921,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 0CF829 (room 0x33),wall of tile 0CF52A (room 0x33),59.921,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 0CFA29 (room 0x33),wall of tile 0CF929 (room 0x33),59.921,no,the line between them touches another wall,wall of tile 0CF92A (room 0x33)
wall of tile 0CF52A (room 0x33),wall of tile 0CF628 (room 0x33),59.921,no,the line between them touches another wall,wall of tile 0CF628 (room 0x33)
wall of tile 0CFC28 (room 0x33),wall of tile 06D029 (room 0x33),59.922,no,the line between them touches another wall,wall of tile 0CFD28 (room 0x33)
wall of tile 0CFD28 (room 0x33),wall of tile 06CF29 (room 0x33),14.887,no,the line between them touches another wall,wall of tile 06D029 (room 0x33)
wall of tile 0CFD28 (room 0x33),wall of tile 06CB29 (room 0x32),24.005,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 0CFD28 (room 0x33),wall of tile 06CE28 (room 0x32),33.289,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 0CFD28 (room 0x33),door 0x1cc23c (preset 0x009c),14.887,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 0CFD28 (room 0x33),door 0x1cc23c (preset 0x009c),14.887,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 0CFD28 (room 0x33),door 0x1cc23c (preset 0x009c),24.005,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 073628 (room 0x33),wall of tile 06CF2A (room 0x33),9.415,no,the line between them touches another wall,wall of tile 06D02A (room 0x33)
wall of tile 073628 (room 0x33),wall of tile 06CB2A (room 0x32),21.054,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 073628 (room 0x33),wall of tile 06CA28 (room 0x32),33.289,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 073628 (room 0x33),door 0x1cc23c (preset 0x009c),9.415,no,the line between them touches another wall,wall of tile 06D02A (room 0x33)
wall of tile 073628 (room 0x33),door 0x1cc23c (preset 0x009c),21.054,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 073628 (room 0x33),door 0x1cc23c (preset 0x009c),9.415,no,the line between them touches another wall,wall of tile 06D02A (room 0x33)
wall of tile 073628 (room 0x33),door 0x1cd0ec (preset 0x00a7),0.005,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06D029 (room 0x33),wall of tile 06CB29 (room 0x32),13.316,no,the line between them touches another wall,wall of tile 06CF29 (room 0x33)
wall of tile 06D029 (room 0x33),wall of tile 06CE28 (room 0x32),29.775,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06D029 (room 0x33),door 0x1cc23c (preset 0x009c),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06D029 (room 0x33),door 0x1cc23c (preset 0x009c),13.316,no,the line between them touches another wall,wall of tile 06CF29 (room 0x33)
wall of tile 06D02A (room 0x33),wall of tile 06CB2A (room 0x32),13.316,no,the line between them touches another wall,wall of tile 06CF2A (room 0x33)
wall of tile 06D02A (room 0x33),wall of tile 06CA28 (room 0x32),27.451,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06D02A (room 0x33),door 0x1cc23c (preset 0x009c),13.316,no,the line between them touches another wall,wall of tile 06CF2A (room 0x33)
wall of tile 06D02A (room 0x33),door 0x1cd0ec (preset 0x00a7),33.286,no,the line between them touches another wall,wall of tile 073628 (room 0x33)
wall of tile 06D02A (room 0x33),door 0x1cd0ec (preset 0x00a7),33.286,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CF29 (room 0x33),wall of tile 06CE28 (room 0x32),18.831,no,the line between them touches another wall,wall of tile 06CB29 (room 0x32)
wall of tile 06CF29 (room 0x33),door 0x1cc23c (preset 0x009c),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CF2A (room 0x33),wall of tile 06CA28 (room 0x32),14.887,no,the line between them touches another wall,wall of tile 06CB2A (room 0x32)
wall of tile 06CF2A (room 0x33),door 0x1cd0ec (preset 0x00a7),40.494,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CF2A (room 0x33),door 0x1cd0ec (preset 0x00a7),40.494,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CB29 (room 0x32),door 0x1cc23c (preset 0x009c),13.316,no,the line between them touches another wall,wall of tile 06CF29 (room 0x33)
wall of tile 06CB29 (room 0x32),door 0x1cc23c (preset 0x009c),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CB2A (room 0x32),door 0x1cc23c (preset 0x009c),13.316,no,the line between them touches another wall,wall of tile 06CF2A (room 0x33)
wall of tile 06CB2A (room 0x32),door 0x1cd0ec (preset 0x00a7),44.657,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CB2A (room 0x32),door 0x1cd0ec (preset 0x00a7),44.657,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CD28 (room 0x32),wall of tile 06C529 (room 0x31),14.123,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CD28 (room 0x32),wall of tile 06C428 (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CD28 (room 0x32),wall of tile 06C329 (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CD28 (room 0x32),wall of tile 05C429 (room 0x31),33.289,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CD28 (room 0x32),wall of tile 06C229 (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CD28 (room 0x32),wall of tile 06C128 (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CD28 (room 0x32),wall of tile 06C02A (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CA28 (room 0x32),door 0x1cc23c (preset 0x009c),27.451,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CA28 (room 0x32),door 0x1cc23c (preset 0x009c),14.887,no,the line between them touches another wall,wall of tile 06CB2A (room 0x32)
wall of tile 06CA28 (room 0x32),door 0x1cc23c (preset 0x009c),14.887,no,the line between them touches another wall,wall of tile 06CB2A (room 0x32)
wall of tile 06CA28 (room 0x32),door 0x1cd0ec (preset 0x00a7),33.284,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CA28 (room 0x32),door 0x1cd0ec (preset 0x00a7),33.284,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06CA28 (room 0x32),door 0x1cd0ec (preset 0x00a7),33.284,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C928 (room 0x32),wall of tile 06C52A (room 0x31),9.415,no,the line between them touches another wall,wall of tile 06C829 (room 0x32)
wall of tile 06C928 (room 0x32),wall of tile 06C729 (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C928 (room 0x32),door 0x1cd0ec (preset 0x00a7),33.284,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C928 (room 0x32),door 0x1cd0ec (preset 0x00a7),33.284,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C82A (room 0x32),wall of tile 06C428 (room 0x31),17.865,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C829 (room 0x32),wall of tile 06C729 (room 0x31),14.888,no,the line between them touches another wall,wall of tile 06C52A (room 0x31)
wall of tile 06C729 (room 0x31),wall of tile 06BC29 (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C729 (room 0x31),wall of tile 06BC29 (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C729 (room 0x31),generic 0x1c4b20 (preset 0x2782),13.317,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1c4b20 (preset 0x2782)
wall of tile 06C729 (room 0x31),generic 0x1c4b20 (preset 0x2782),13.026,yes,,
wall of tile 06C729 (room 0x31),generic 0x1c4b20 (preset 0x2782),13.026,yes,,
wall of tile 06C729 (room 0x31),generic 0x1c4b20 (preset 0x2782),13.026,yes,,
wall of tile 06C729 (room 0x31),wall of tile 06BE28 (room 0x31),14.123,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C729 (room 0x31),wall of tile 06BC29 (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C729 (room 0x31),wall of tile 06BC29 (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C729 (room 0x31),generic 0x1c4b20 (preset 0x2782),48.169,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06C629 (room 0x31)
wall of tile 06C729 (room 0x31),generic 0x1c4b20 (preset 0x2782),46.326,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06C629 (room 0x31)
wall of tile 06C729 (room 0x31),generic 0x1c4b20 (preset 0x2782),46.599,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06C729 (room 0x31)
wall of tile 06C729 (room 0x31),generic 0x1c4b20 (preset 0x2782),46.605,no,the line between them touches another wall,generic 0x1c4b20 (preset 0x2782)
wall of tile 06C629 (room 0x31),wall of tile 06C029 (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C629 (room 0x31),wall of tile 06BE28 (room 0x31),14.123,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C629 (room 0x31),wall of tile 06BC29 (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C629 (room 0x31),generic 0x1c4b20 (preset 0x2782),23.318,yes,,
wall of tile 06C629 (room 0x31),generic 0x1c4b20 (preset 0x2782),23.318,yes,,
wall of tile 06C629 (room 0x31),wall of tile 05C42A (room 0x31),14.888,no,the line between them touches another wall,wall of tile 06C32A (room 0x31)
wall of tile 06C629 (room 0x31),wall of tile 06C22A (room 0x31),17.865,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C629 (room 0x31),wall of tile 06C029 (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C629 (room 0x31),wall of tile 06BE28 (room 0x31),14.124,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C629 (room 0x31),generic 0x1c4c20 (preset 0x2784),13.009,yes,,
wall of tile 06C629 (room 0x31),generic 0x1c4c20 (preset 0x2784),13.009,yes,,
wall of tile 06C629 (room 0x31),generic 0x1c4c20 (preset 0x2784),13.009,yes,,
wall of tile 06C629 (room 0x31),generic 0x1c4c20 (preset 0x2784),13.317,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1c4c20 (preset 0x2784)
wall of tile 06C629 (room 0x31),generic 0x1c4ca0 (preset 0x2785),13.002,yes,,
wall of tile 06C629 (room 0x31),generic 0x1c4ca0 (preset 0x2785),13.002,yes,,
wall of tile 06C629 (room 0x31),generic 0x1c4ca0 (preset 0x2785),13.309,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1c4ca0 (preset 0x2785)
wall of tile 06C629 (room 0x31),generic 0x1c4ca0 (preset 0x2785),13.317,no,the line between them touches another wall,generic 0x1c4ca0 (preset 0x2785)
wall of tile 06C428 (room 0x31),wall of tile 05C429 (room 0x31),14.887,no,the line between them touches another wall,wall of tile 06C329 (room 0x31)
wall of tile 06C428 (room 0x31),wall of tile 06C229 (room 0x31),17.865,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C428 (room 0x31),wall of tile 06C128 (room 0x31),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C329 (room 0x31),wall of tile 06C229 (room 0x31),6.658,no,the line between them touches another wall,wall of tile 05C429 (room 0x31)
wall of tile 06C329 (room 0x31),wall of tile 06C128 (room 0x31),17.865,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C32A (room 0x31),wall of tile 06C22A (room 0x31),6.658,no,the line between them touches another wall,wall of tile 05C42A (room 0x31)
wall of tile 06C32A (room 0x31),wall of tile 06C029 (room 0x31),17.865,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C32A (room 0x31),generic 0x1c4c20 (preset 0x2784),14.611,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06C629 (room 0x31)
wall of tile 06C32A (room 0x31),generic 0x1c4c20 (preset 0x2784),14.611,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06C629 (room 0x31)
wall of tile 06C32A (room 0x31),generic 0x1c4c20 (preset 0x2784),14.614,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06C629 (room 0x31)
wall of tile 06C32A (room 0x31),generic 0x1c4ca0 (preset 0x2785),14.608,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06C629 (room 0x31)
wall of tile 06C32A (room 0x31),generic 0x1c4ca0 (preset 0x2785),14.608,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06C629 (room 0x31)
wall of tile 05C42A (room 0x31),wall of tile 06C029 (room 0x31),14.888,no,the line between them touches another wall,wall of tile 06C22A (room 0x31)
wall of tile 05C42A (room 0x31),generic 0x1c4c20 (preset 0x2784),28.028,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06C32A (room 0x31)
wall of tile 05C42A (room 0x31),generic 0x1c4c20 (preset 0x2784),28.028,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06C32A (room 0x31)
wall of tile 05C42A (room 0x31),generic 0x1c4c20 (preset 0x2784),28.032,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06C32A (room 0x31)
wall of tile 05C42A (room 0x31),generic 0x1c4ca0 (preset 0x2785),28.027,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06C32A (room 0x31)
wall of tile 05C42A (room 0x31),generic 0x1c4ca0 (preset 0x2785),28.027,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 06C32A (room 0x31)
wall of tile 05C429 (room 0x31),wall of tile 06C128 (room 0x31),14.887,no,the line between them touches another wall,wall of tile 06C229 (room 0x31)
wall of tile 06C22A (room 0x31),generic 0x1c4c20 (preset 0x2784),32.476,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C22A (room 0x31),generic 0x1c4c20 (preset 0x2784),32.476,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C22A (room 0x31),generic 0x1c4c20 (preset 0x2784),32.479,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C22A (room 0x31),generic 0x1c4ca0 (preset 0x2785),32.472,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C22A (room 0x31),generic 0x1c4ca0 (preset 0x2785),32.472,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C128 (room 0x31),wall of tile 06CE28 (room 0x32),19.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06C029 (room 0x31),generic 0x1c4c20 (preset 0x2784),32.983,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
