between,and,width,kept,reason,because_of
wall of tile 001272 (room 0x50),door 0x1cae6c (preset 0x004c),50.787,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1cae6c (preset 0x004c)
wall of tile 001272 (room 0x50),door 0x1cae6c (preset 0x004c),50.787,yes,,
wall of tile 001272 (room 0x50),door 0x1caf6c (preset 0x004d),50.787,no,the line between them touches another wall,door 0x1caf6c (preset 0x004d)
wall of tile 001272 (room 0x50),door 0x1caf6c (preset 0x004d),50.787,no,the line between them touches another wall,door 0x1caf6c (preset 0x004d)
wall of tile 001272 (room 0x50),door 0x1caf6c (preset 0x004d),0.000,no,the line between them touches another wall,door 0x1caf6c (preset 0x004d)
wall of tile 001272 (room 0x50),door 0x1caf6c (preset 0x004d),0.000,no,the line between them touches another wall,door 0x1caf6c (preset 0x004d)
wall of tile 001171 (room 0x50),door 0x1cae6c (preset 0x004c),6.348,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001271 (room 0x50)
wall of tile 001171 (room 0x50),door 0x1cae6c (preset 0x004c),6.348,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001271 (room 0x50)
wall of tile 001171 (room 0x50),door 0x1cae6c (preset 0x004c),6.348,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001271 (room 0x50)
wall of tile 001171 (room 0x50),door 0x1cae6c (preset 0x004c),21.161,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001271 (room 0x50)
wall of tile 001171 (room 0x50),door 0x1cae6c (preset 0x004c),56.979,no,the line between them touches another wall,door 0x1cae6c (preset 0x004c)
wall of tile 001171 (room 0x50),door 0x1cae6c (preset 0x004c),53.283,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001271 (room 0x50)
wall of tile 001171 (room 0x50),door 0x1caf6c (preset 0x004d),53.283,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001271 (room 0x50)
wall of tile 001171 (room 0x50),door 0x1caf6c (preset 0x004d),53.283,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001271 (room 0x50)
wall of tile 001171 (room 0x50),door 0x1caf6c (preset 0x004d),53.283,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001271 (room 0x50)
wall of tile 001171 (room 0x50),door 0x1caf6c (preset 0x004d),56.979,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001271 (room 0x50)
wall of tile 001172 (room 0x50),wall of tile 000728 (room 0x24),50.787,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001172 (room 0x50),wall of tile 000A28 (room 0x24),55.019,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001172 (room 0x50),door 0x1cae6c (preset 0x004c),51.182,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001272 (room 0x50)
wall of tile 001172 (room 0x50),door 0x1cae6c (preset 0x004c),55.019,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001272 (room 0x50)
wall of tile 001172 (room 0x50),door 0x1cae6c (preset 0x004c),55.019,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001272 (room 0x50)
wall of tile 001172 (room 0x50),door 0x1cae6c (preset 0x004c),51.182,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001272 (room 0x50)
wall of tile 001172 (room 0x50),door 0x1caf6c (preset 0x004d),6.348,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001272 (room 0x50)
wall of tile 001172 (room 0x50),door 0x1caf6c (preset 0x004d),51.182,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 001272 (room 0x50)
wall of tile 001172 (room 0x50),door 0x1caf6c (preset 0x004d),51.182,no,the line between them touches another wall,door 0x1caf6c (preset 0x004d)
wall of tile 001172 (room 0x50),door 0x1caf6c (preset 0x004d),21.161,no,the line between them touches another wall,door 0x1caf6c (preset 0x004d)
wall of tile 001172 (room 0x50),door 0x1caf6c (preset 0x004d),21.161,no,the line between them touches another wall,wall of tile 001272 (room 0x50)
wall of tile 001172 (room 0x50),door 0x1caf6c (preset 0x004d),6.348,no,the line between them touches another wall,wall of tile 001272 (room 0x50)
wall of tile 001470 (room 0x50),wall of tile 001A28 (room 0x24),50.787,no,the line between them touches another wall,wall of tile 001570 (room 0x50)
wall of tile 001470 (room 0x50),wall of tile 000728 (room 0x24),50.787,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001470 (room 0x50),wall of tile 000A28 (room 0x24),55.019,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001470 (room 0x50),door 0x1caf6c (preset 0x004d),33.055,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001470 (room 0x50),door 0x1caf6c (preset 0x004d),45.435,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001470 (room 0x50),door 0x1caf6c (preset 0x004d),45.435,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001470 (room 0x50),door 0x1caf6c (preset 0x004d),33.055,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001470 (room 0x50),wall of tile 002728 (room 0x24),50.787,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001470 (room 0x50),wall of tile 002528 (room 0x24),50.787,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001470 (room 0x50),door 0x1cae6c (preset 0x004c),31.742,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001470 (room 0x50),door 0x1cae6c (preset 0x004c),31.742,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001470 (room 0x50),door 0x1cae6c (preset 0x004c),31.742,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001470 (room 0x50),door 0x1cae6c (preset 0x004c),44.489,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001370 (room 0x50),wall of tile 029571 (room 0x55),42.323,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001370 (room 0x50),wall of tile 002728 (room 0x24),50.787,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001370 (room 0x50),wall of tile 002728 (room 0x24),50.787,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 001570 (room 0x50),wall of tile 008C71 (room 0x55),42.323,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001670 (room 0x50),wall of tile 029571 (room 0x55),42.323,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 001670 (room 0x50),wall of tile 008C71 (room 0x55),42.323,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008A70 (room 0x55),wall of tile 028E72 (room 0x51),29.626,no,the line between them touches another wall,wall of tile 029470 (room 0x55)
wall of tile 008A70 (room 0x55),wall of tile 007970 (room 0x51),29.626,no,the line between them touches another wall,wall of tile 008B70 (room 0x55)
wall of tile 008A70 (room 0x55),wall of tile 007B71 (room 0x51),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008A70 (room 0x55),wall of tile 007271 (room 0x51),29.626,no,the line between them touches another wall,wall of tile 029470 (room 0x55)
wall of tile 008A70 (room 0x55),wall of tile 007271 (room 0x51),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008A70 (room 0x55),wall of tile 024471 (room 0x54),29.626,no,the line between them touches another wall,wall of tile 008B70 (room 0x55)
wall of tile 008A70 (room 0x55),monitor 0x1c92a4 (preset 0x272e),35.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008A70 (room 0x55),monitor 0x1c92a4 (preset 0x272e),35.815,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008A70 (room 0x55),monitor 0x1c92a4 (preset 0x272e),35.815,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008A70 (room 0x55),monitor 0x1c94f8 (preset 0x272f),35.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008A70 (room 0x55),monitor 0x1c94f8 (preset 0x272f),35.812,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008A70 (room 0x55),monitor 0x1c94f8 (preset 0x272f),35.812,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 029470 (room 0x55),wall of tile 007B71 (room 0x51),21.161,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 028E71 (room 0x51),wall of tile 007471 (room 0x51),19.045,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 028E71 (room 0x51),wall of tile 008D70 (room 0x52),29.626,no,the line between them touches another wall,wall of tile 008E70 (room 0x52)
wall of tile 028E72 (room 0x51),wall of tile 007B71 (room 0x51),21.161,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007372 (room 0x51),wall of tile 007471 (room 0x51),19.045,no,the line between them touches another wall,wall of tile 007371 (room 0x51)
wall of tile 007372 (room 0x51),wall of tile 008D70 (room 0x52),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007371 (room 0x51),wall of tile 008D70 (room 0x52),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007371 (room 0x51),monitor 0x1c84ac (preset 0x2728),57.470,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007471 (room 0x51)
wall of tile 007371 (room 0x51),monitor 0x1c84ac (preset 0x2728),57.470,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007471 (room 0x51)
wall of tile 007471 (room 0x51),wall of tile 008D70 (room 0x52),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007471 (room 0x51),wall of tile 008E70 (room 0x52),19.045,no,the line between them touches another wall,wall of tile 007371 (room 0x51)
wall of tile 007471 (room 0x51),monitor 0x1c84ac (preset 0x2728),6.189,yes,,
wall of tile 007471 (room 0x51),monitor 0x1c84ac (preset 0x2728),6.349,no,"another wall pokes into the space between them, so a tighter pair covers this gap",monitor 0x1c84ac (preset 0x2728)
wall of tile 007471 (room 0x51),monitor 0x1c84ac (preset 0x2728),6.189,yes,,
wall of tile 007471 (room 0x51),monitor 0x1c8700 (preset 0x2729),6.186,yes,,
wall of tile 007471 (room 0x51),monitor 0x1c8700 (preset 0x2729),6.349,no,"another wall pokes into the space between them, so a tighter pair covers this gap",monitor 0x1c8700 (preset 0x2729)
wall of tile 007471 (room 0x51),monitor 0x1c8700 (preset 0x2729),6.186,yes,,
wall of tile 007670 (room 0x51),wall of tile 008470 (room 0x53),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007670 (room 0x51),wall of tile 008D70 (room 0x52),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007670 (room 0x51),wall of tile 001E58 (room 0x3a),38.149,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007670 (room 0x51),wall of tile 001858 (room 0x3a),3.761,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007670 (room 0x51),wall of tile 002058 (room 0x3a),43.394,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007670 (room 0x51),monitor 0x1c8700 (preset 0x2729),34.306,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007471 (room 0x51)
wall of tile 007670 (room 0x51),monitor 0x1c8700 (preset 0x2729),34.306,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007471 (room 0x51)
wall of tile 007670 (room 0x51),monitor 0x1c8ba8 (preset 0x272b),34.419,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007771 (room 0x51)
wall of tile 007670 (room 0x51),monitor 0x1c8ba8 (preset 0x272b),34.419,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007771 (room 0x51)
wall of tile 007771 (room 0x51),wall of tile 007071 (room 0x51),19.045,no,the line between them touches another wall,wall of tile 007072 (room 0x51)
wall of tile 007771 (room 0x51),wall of tile 028D72 (room 0x51),19.045,no,the line between them touches another wall,wall of tile 007072 (room 0x51)
wall of tile 007771 (room 0x51),wall of tile 008570 (room 0x53),19.045,no,the line between them touches another wall,wall of tile 007072 (room 0x51)
wall of tile 007771 (room 0x51),wall of tile 008470 (room 0x53),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007771 (room 0x51),wall of tile 001C58 (room 0x3a),50.787,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007771 (room 0x51),wall of tile 001E58 (room 0x3a),12.697,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007771 (room 0x51),wall of tile 001858 (room 0x3a),3.761,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007771 (room 0x51),monitor 0x1c8954 (preset 0x272a),6.349,yes,,
wall of tile 007771 (room 0x51),monitor 0x1c8954 (preset 0x272a),6.349,yes,,
wall of tile 007771 (room 0x51),monitor 0x1c8954 (preset 0x272a),6.511,no,"another wall pokes into the space between them, so a tighter pair covers this gap",monitor 0x1c8954 (preset 0x272a)
wall of tile 007771 (room 0x51),monitor 0x1c8ba8 (preset 0x272b),6.189,yes,,
wall of tile 007771 (room 0x51),monitor 0x1c8ba8 (preset 0x272b),6.189,yes,,
wall of tile 007771 (room 0x51),monitor 0x1c8ba8 (preset 0x272b),6.349,no,"another wall pokes into the space between them, so a tighter pair covers this gap",monitor 0x1c8ba8 (preset 0x272b)
wall of tile 007571 (room 0x51),wall of tile 007172 (room 0x51),21.161,no,the line between them touches another wall,wall of tile 007171 (room 0x51)
wall of tile 007571 (room 0x51),wall of tile 028D71 (room 0x51),21.161,no,the line between them touches another wall,wall of tile 007171 (room 0x51)
wall of tile 007571 (room 0x51),wall of tile 028F70 (room 0x54),21.161,no,the line between them touches another wall,wall of tile 007171 (room 0x51)
wall of tile 007571 (room 0x51),wall of tile 008770 (room 0x54),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007571 (room 0x51),monitor 0x1c8dfc (preset 0x272c),6.186,yes,,
wall of tile 007571 (room 0x51),monitor 0x1c8dfc (preset 0x272c),6.186,yes,,
wall of tile 007571 (room 0x51),monitor 0x1c8dfc (preset 0x272c),6.349,no,"another wall pokes into the space between them, so a tighter pair covers this gap",monitor 0x1c8dfc (preset 0x272c)
wall of tile 007571 (room 0x51),monitor 0x1c9050 (preset 0x272d),6.189,yes,,
wall of tile 007571 (room 0x51),monitor 0x1c9050 (preset 0x272d),6.189,yes,,
wall of tile 007571 (room 0x51),monitor 0x1c9050 (preset 0x272d),6.349,no,"another wall pokes into the space between them, so a tighter pair covers this gap",monitor 0x1c9050 (preset 0x272d)
wall of tile 007970 (room 0x51),wall of tile 008770 (room 0x54),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007970 (room 0x51),monitor 0x1c8dfc (preset 0x272c),34.305,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007571 (room 0x51)
wall of tile 007970 (room 0x51),monitor 0x1c8dfc (preset 0x272c),34.305,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007571 (room 0x51)
wall of tile 007970 (room 0x51),monitor 0x1c92a4 (preset 0x272e),34.419,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007B71 (room 0x51)
wall of tile 007970 (room 0x51),monitor 0x1c92a4 (preset 0x272e),34.419,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007B71 (room 0x51)
wall of tile 007B71 (room 0x51),wall of tile 007271 (room 0x51),21.161,no,the line between them touches another wall,wall of tile 007271 (room 0x51)
wall of tile 007B71 (room 0x51),monitor 0x1c92a4 (preset 0x272e),6.349,no,"another wall pokes into the space between them, so a tighter pair covers this gap",monitor 0x1c92a4 (preset 0x272e)
wall of tile 007B71 (room 0x51),monitor 0x1c92a4 (preset 0x272e),6.189,yes,,
wall of tile 007B71 (room 0x51),monitor 0x1c92a4 (preset 0x272e),6.189,yes,,
wall of tile 007B71 (room 0x51),monitor 0x1c94f8 (preset 0x272f),6.349,no,"another wall pokes into the space between them, so a tighter pair covers this gap",monitor 0x1c94f8 (preset 0x272f)
wall of tile 007B71 (room 0x51),monitor 0x1c94f8 (preset 0x272f),6.186,yes,,
wall of tile 007B71 (room 0x51),monitor 0x1c94f8 (preset 0x272f),6.186,yes,,
wall of tile 007271 (room 0x51),monitor 0x1c94f8 (preset 0x272f),55.240,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007B71 (room 0x51)
wall of tile 007271 (room 0x51),monitor 0x1c94f8 (preset 0x272f),55.240,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007B71 (room 0x51)
wall of tile 007171 (room 0x51),wall of tile 008770 (room 0x54),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007171 (room 0x51),monitor 0x1c9050 (preset 0x272d),55.367,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007571 (room 0x51)
wall of tile 007171 (room 0x51),monitor 0x1c9050 (preset 0x272d),55.367,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007571 (room 0x51)
wall of tile 007172 (room 0x51),wall of tile 008770 (room 0x54),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007071 (room 0x51),wall of tile 008470 (room 0x53),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007072 (room 0x51),wall of tile 008470 (room 0x53),29.626,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 007072 (room 0x51),monitor 0x1c8954 (preset 0x272a),57.358,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007771 (room 0x51)
wall of tile 007072 (room 0x51),monitor 0x1c8954 (preset 0x272a),57.358,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 007771 (room 0x51)
wall of tile 028D72 (room 0x51),wall of tile 008470 (room 0x53),29.626,no,the line between them touches another wall,wall of tile 008570 (room 0x53)
wall of tile 028D71 (room 0x51),wall of tile 008770 (room 0x54),29.626,no,the line between them touches another wall,wall of tile 028F70 (room 0x54)
wall of tile 029071 (room 0x53),wall of tile 001258 (room 0x3a),53.072,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 029071 (room 0x53),wall of tile 001B58 (room 0x3a),53.534,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 029071 (room 0x53),wall of tile 001F58 (room 0x3a),21.580,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 029071 (room 0x53),wall of tile 001F58 (room 0x3a),20.774,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 008470 (room 0x53),wall of tile 024C72 (room 0x52),29.626,no,the line between them touches another wall,wall of tile 029170 (room 0x53)
wall of tile 008470 (room 0x53),wall of tile 001C58 (room 0x3a),21.161,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 008470 (room 0x53),wall of tile 001858 (room 0x3a),16.929,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008470 (room 0x53),monitor 0x1c8954 (preset 0x272a),35.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008470 (room 0x53),monitor 0x1c8954 (preset 0x272a),35.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008470 (room 0x53),monitor 0x1c8954 (preset 0x272a),36.137,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008470 (room 0x53),monitor 0x1c8ba8 (preset 0x272b),35.815,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008470 (room 0x53),monitor 0x1c8ba8 (preset 0x272b),35.815,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008470 (room 0x53),monitor 0x1c8ba8 (preset 0x272b),35.975,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008672 (room 0x53),wall of tile 001658 (room 0x3a),35.974,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008672 (room 0x53),wall of tile 001258 (room 0x3a),4.232,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 008672 (room 0x53),wall of tile 001B58 (room 0x3a),50.787,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 008672 (room 0x53),wall of tile 001F58 (room 0x3a),4.232,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 024C72 (room 0x52),wall of tile 008D70 (room 0x52),29.626,no,the line between them touches another wall,wall of tile 029270 (room 0x52)
wall of tile 024C72 (room 0x52),wall of tile 001E58 (room 0x3a),38.149,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 024C72 (room 0x52),wall of tile 001858 (room 0x3a),3.761,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 024C72 (room 0x52),wall of tile 002058 (room 0x3a),43.394,no,the far wall faces the other way (it belongs to floor which isn't linked here),
