x,z,between,and
2226,2675,wall of tile 05AD11 (room 0x11),door 0x1ca04c (preset 0x003c)
2224,2675,wall of tile 004538 (room 0x2d),door 0x1ca04c (preset 0x003c)
2224,2778,wall of tile 004738 (room 0x2d),door 0x1ca04c (preset 0x003c)
1263,3904,wall of tile 05F538 (room 0x2e),door 0x1c994c (preset 0x0034)
1367,3905,wall of tile 030D6A (room 0x48),door 0x1c994c (preset 0x0034)
1367,3921,wall of tile 030D6A (room 0x48),door 0x1c994c (preset 0x0034)
1263,3921,wall of tile 030D69 (room 0x48),door 0x1c994c (preset 0x0034)
1371,4342,wall of tile 083D69 (room 0x48),wall of tile 08416A (room 0x48)
1350,4342,wall of tile 03CE6A (room 0x48),wall of tile 08416A (room 0x48)
1556,4342,wall of tile 08416A (room 0x48),generic 0x1c4588 (preset 0x0041)
1578,4342,wall of tile 08416A (room 0x48),generic 0x1c4588 (preset 0x0041)
1367,4969,wall of tile 031669 (room 0x48),door 0x1c984c (preset 0x0033)
1367,4986,wall of tile 031669 (room 0x48),door 0x1c984c (preset 0x0033)
1263,4969,wall of tile 03166A (room 0x48),door 0x1c984c (preset 0x0033)
1263,4986,wall of tile 04156A (room 0x49),door 0x1c984c (preset 0x0033)
404,2677,wall of tile 002238 (room 0x2c),door 0x1c9b4c (preset 0x0037)
404,2677,wall of tile 07EE1A (room 0x1b),door 0x1c9b4c (preset 0x0037)
1730,2605,wall of tile 002C38 (room 0x2d),generic 0x1c4608 (preset 0x0042)
1740,2605,wall of tile 002C38 (room 0x2d),generic 0x1c4608 (preset 0x0042)
2719,2283,wall of tile 002430 (room 0x28),door 0x1ca24c (preset 0x003e)
2616,2283,wall of tile 002230 (room 0x28),door 0x1ca24c (preset 0x003e)
2719,2283,wall of tile 055011 (room 0x12),door 0x1ca24c (preset 0x003e)
2616,2283,wall of tile 055012 (room 0x12),door 0x1ca24c (preset 0x003e)
2224,-32,wall of tile 002428 (room 0x24),door 0x1ca74c (preset 0x0045)
2224,-32,wall of tile 00B009 (room 0x0c),door 0x1ca74c (preset 0x0045)
5139,2781,generic 0x1c4208 (preset 0x004b),generic 0x1c4288 (preset 0x004c)
5137,2763,generic 0x1c4208 (preset 0x004b),generic 0x1c4288 (preset 0x004c)
717,-882,monitor 0x1c68bc (preset 0x271c),monitor 0x1c7908 (preset 0x2723)
817,-882,monitor 0x1c68bc (preset 0x271c),monitor 0x1c7908 (preset 0x2723)
914,-882,monitor 0x1c6b10 (preset 0x271d),monitor 0x1c7460 (preset 0x2721)
817,-882,monitor 0x1c6b10 (preset 0x271d),monitor 0x1c76b4 (preset 0x2722)
914,-882,monitor 0x1c6b10 (preset 0x271d),monitor 0x1c6d64 (preset 0x271e)
914,-882,monitor 0x1c6b10 (preset 0x271d),monitor 0x1c7460 (preset 0x2721)
914,-882,monitor 0x1c6b10 (preset 0x271d),monitor 0x1c76b4 (preset 0x2722)
914,-791,monitor 0x1c6b10 (preset 0x271d),monitor 0x1c6d64 (preset 0x271e)
914,-882,monitor 0x1c6d64 (preset 0x271e),monitor 0x1c7460 (preset 0x2721)
914,-882,monitor 0x1c6d64 (preset 0x271e),monitor 0x1c76b4 (preset 0x2722)
1014,-882,monitor 0x1c6d64 (preset 0x271e),monitor 0x1c7460 (preset 0x2721)
914,-882,monitor 0x1c6d64 (preset 0x271e),monitor 0x1c76b4 (preset 0x2722)
1014,-882,monitor 0x1c6fb8 (preset 0x271f),monitor 0x1c720c (preset 0x2720)
1111,-882,monitor 0x1c6fb8 (preset 0x271f),monitor 0x1c720c (preset 0x2720)
914,-971,monitor 0x1c7460 (preset 0x2721),monitor 0x1c76b4 (preset 0x2722)
914,-882,monitor 0x1c7460 (preset 0x2721),monitor 0x1c76b4 (preset 0x2722)
415,-789,monitor 0x1c7b5c (preset 0x2724),monitor 0x1c7db0 (preset 0x2725)
504,-789,monitor 0x1c7b5c (preset 0x2724),monitor 0x1c7db0 (preset 0x2725)
415,-889,monitor 0x1c7db0 (preset 0x2725),monitor 0x1c8004 (preset 0x2726)
504,-889,monitor 0x1c7db0 (preset 0x2725),monitor 0x1c8004 (preset 0x2726)
415,-986,monitor 0x1c8004 (preset 0x2726),monitor 0x1c8258 (preset 0x2727)
504,-986,monitor 0x1c8004 (preset 0x2726),monitor 0x1c8258 (preset 0x2727)
1898,-25,door 0x1cae6c (preset 0x004c),door 0x1caf6c (preset 0x004d)
1898,-11,door 0x1cae6c (preset 0x004c),door 0x1caf6c (preset 0x004d)
1898,-11,door 0x1cae6c (preset 0x004c),door 0x1caf6c (preset 0x004d)
1898,-25,door 0x1cae6c (preset 0x004c),door 0x1caf6c (preset 0x004d)
1898,-11,door 0x1cae6c (preset 0x004c),door 0x1caf6c (preset 0x004d)
