x,z,between,and
14342,2125,wall of tile 32BA18 (room 0x6c),glass 0x1e6600 (preset 0x2714)
14487,1932,wall of tile 32BA18 (room 0x6c),glass 0x1e6680 (preset 0x2715)
14486,1933,wall of tile 32BA18 (room 0x6c),glass 0x1e6680 (preset 0x2715)
13951,1533,wall of tile 32D118 (room 0x6c),glass 0x1e6500 (preset 0x2713)
13950,1534,wall of tile 32D118 (room 0x6c),glass 0x1e6500 (preset 0x2713)
12123,1525,wall of tile 1E8A19 (room 0x68),door 0x1e7510 (preset 0x0015)
12091,1502,wall of tile 1E8A19 (room 0x68),door 0x1e7510 (preset 0x0015)
14575,2000,wall of tile 012C22 (room 0x72),door 0x1e8250 (preset 0x003d)
14672,2050,wall of tile 012720 (room 0x74),door 0x1e8250 (preset 0x003d)
14586,1986,wall of tile 2CC520 (room 0x74),door 0x1e8250 (preset 0x003d)
15721,2367,wall of tile 011E21 (room 0x75),door 0x1e7b50 (preset 0x0012)
15730,2374,wall of tile 011E21 (room 0x75),door 0x1e7b50 (preset 0x0012)
15528,2624,wall of tile 011E22 (room 0x75),door 0x1e7b50 (preset 0x0012)
15546,2637,wall of tile 011E22 (room 0x75),door 0x1e7b50 (preset 0x0012)
17638,5778,wall of tile 308822 (room 0x7a),glass 0x1e1ad0 (preset 0x2763)
17557,5436,wall of tile 30A920 (room 0x7a),glass 0x1e1a50 (preset 0x2762)
17578,5414,wall of tile 30A722 (room 0x7a),glass 0x1e1a50 (preset 0x2762)
17638,5354,wall of tile 30A620 (room 0x7a),glass 0x1e1a50 (preset 0x2762)
17638,5354,wall of tile 30A020 (room 0x7a),glass 0x1e1a50 (preset 0x2762)
17865,5551,wall of tile 309621 (room 0x7a),glass 0x1e1b50 (preset 0x2764)
17865,5551,wall of tile 309C20 (room 0x7a),glass 0x1e1b50 (preset 0x2764)
17672,5778,wall of tile 308022 (room 0x7a),glass 0x1e19d0 (preset 0x2761)
17638,5778,wall of tile 308022 (room 0x7a),glass 0x1e1ad0 (preset 0x2763)
17672,5778,wall of tile 308122 (room 0x7a),glass 0x1e19d0 (preset 0x2761)
17557,5436,wall of tile 2EF921 (room 0x73),glass 0x1e1a50 (preset 0x2762)
17578,5414,wall of tile 2EF721 (room 0x73),glass 0x1e1a50 (preset 0x2762)
17711,5393,wall of tile 308F21 (room 0x7a),glass 0x1e1bd0 (preset 0x2765)
17848,10268,wall of tile 2F8020 (room 0x6f),wall of tile 2FE521 (room 0x6f)
16962,12382,wall of tile 304222 (room 0x6f),glass 0x1e1950 (preset 0x2760)
16936,12682,wall of tile 303A21 (room 0x6f),glass 0x1e1750 (preset 0x275c)
16962,12656,wall of tile 303A21 (room 0x6f),glass 0x1e18d0 (preset 0x275f)
16962,12656,wall of tile 304020 (room 0x6f),glass 0x1e18d0 (preset 0x275f)
16936,12682,wall of tile 303E22 (room 0x6f),glass 0x1e1750 (preset 0x275c)
16727,12434,wall of tile 2D3022 (room 0x70),wall of tile 303321 (room 0x6f)
16962,12434,wall of tile 303321 (room 0x6f),glass 0x1e1950 (preset 0x2760)
19888,17568,wall of tile 000530 (room 0x87),door 0x1e7410 (preset 0x0013)
20433,16838,wall of tile 000730 (room 0x87),door 0x1e7410 (preset 0x0013)
20433,16838,wall of tile 000730 (room 0x87),door 0x1e7410 (preset 0x0013)
20433,16838,wall of tile 000730 (room 0x87),door 0x1e7410 (preset 0x0013)
20433,16838,wall of tile 000730 (room 0x87),door 0x1e7410 (preset 0x0013)
17178,19470,wall of tile 05F131 (room 0x88),glass 0x1e1cd0 (preset 0x276b)
17146,19446,wall of tile 05F731 (room 0x88),glass 0x1e1cd0 (preset 0x276b)
17111,19420,wall of tile 05FB31 (room 0x88),glass 0x1e1cd0 (preset 0x276b)
17096,19409,wall of tile 05CE31 (room 0x88),glass 0x1e1cd0 (preset 0x276b)
17038,19365,wall of tile 08F432 (room 0x88),glass 0x1e1cd0 (preset 0x276b)
17096,19409,wall of tile 08EE30 (room 0x84),glass 0x1e1cd0 (preset 0x276b)
17111,19420,wall of tile 08F330 (room 0x84),glass 0x1e1cd0 (preset 0x276b)
17146,19446,wall of tile 08F230 (room 0x84),glass 0x1e1cd0 (preset 0x276b)
17178,19470,wall of tile 08F132 (room 0x84),glass 0x1e1cd0 (preset 0x276b)
17253,19526,wall of tile 08EF30 (room 0x84),glass 0x1e1cd0 (preset 0x276b)
17055,19790,wall of tile 08D831 (room 0x84),glass 0x1e1c50 (preset 0x276a)
18599,10928,generic 0x1e1ed0 (preset 0x0166),generic 0x1e2050 (preset 0x0169)
18721,11002,generic 0x1e1ed0 (preset 0x0166),generic 0x1e2050 (preset 0x0169)
18713,11025,generic 0x1e1ed0 (preset 0x0166),generic 0x1e2050 (preset 0x0169)
18593,11012,generic 0x1e1ed0 (preset 0x0166),generic 0x1e1f50 (preset 0x0167)
18660,11034,generic 0x1e1ed0 (preset 0x0166),generic 0x1e1f50 (preset 0x0167)
18682,11041,generic 0x1e1ed0 (preset 0x0166),generic 0x1e2050 (preset 0x0169)
18578,11025,generic 0x1e1f50 (preset 0x0167),generic 0x1e2050 (preset 0x0169)
18672,11046,generic 0x1e1f50 (preset 0x0167),generic 0x1e2050 (preset 0x0169)
18498,11207,generic 0x1e1fd0 (preset 0x0168),generic 0x1e20d0 (preset 0x016a)
18630,11166,generic 0x1e1fd0 (preset 0x0168),generic 0x1e20d0 (preset 0x016a)
18641,11215,generic 0x1e1fd0 (preset 0x0168),generic 0x1e20d0 (preset 0x016a)
18634,11235,generic 0x1e1fd0 (preset 0x0168),generic 0x1e20d0 (preset 0x016a)
17632,9327,generic 0x1e2360 (preset 0x0153),generic 0x1e2888 (preset 0x0158)
17577,9376,generic 0x1e2360 (preset 0x0153),generic 0x1e2888 (preset 0x0158)
17654,9322,generic 0x1e2360 (preset 0x0153),generic 0x1e2888 (preset 0x0158)
17684,9355,generic 0x1e2360 (preset 0x0153),generic 0x1e2888 (preset 0x0158)
17697,9415,generic 0x1e2360 (preset 0x0153),generic 0x1e2888 (preset 0x0158)
17683,9427,generic 0x1e2360 (preset 0x0153),generic 0x1e2888 (preset 0x0158)
17615,9442,generic 0x1e2360 (preset 0x0153),generic 0x1e2888 (preset 0x0158)
17583,9406,generic 0x1e2360 (preset 0x0153),generic 0x1e2888 (preset 0x0158)
17773,9523,generic 0x1e2468 (preset 0x0154),generic 0x1e2780 (preset 0x0157)
17777,9520,generic 0x1e2468 (preset 0x0154),generic 0x1e2780 (preset 0x0157)
17760,9562,generic 0x1e2570 (preset 0x0155),generic 0x1e2780 (preset 0x0157)
17800,9527,generic 0x1e2570 (preset 0x0155),generic 0x1e2780 (preset 0x0157)
17846,9542,generic 0x1e2570 (preset 0x0155),generic 0x1e2780 (preset 0x0157)
17872,9571,generic 0x1e2570 (preset 0x0155),generic 0x1e2780 (preset 0x0157)
17855,9624,generic 0x1e2570 (preset 0x0155),generic 0x1e2780 (preset 0x0157)
17826,9650,generic 0x1e2570 (preset 0x0155),generic 0x1e2780 (preset 0x0157)
17749,9597,generic 0x1e2570 (preset 0x0155),generic 0x1e2780 (preset 0x0157)
17785,9637,generic 0x1e2570 (preset 0x0155),generic 0x1e2780 (preset 0x0157)
16358,10607,generic 0x1e2a98 (preset 0x015e),generic 0x1e2db0 (preset 0x015c)
16239,10601,generic 0x1e2a98 (preset 0x015e),generic 0x1e2db0 (preset 0x015c)
14380,1781,generic 0x1e3148 (preset 0x0052),generic 0x1e32c8 (preset 0x0055)
14375,1788,generic 0x1e3148 (preset 0x0052),generic 0x1e32c8 (preset 0x0055)
14444,1751,generic 0x1e3148 (preset 0x0052),generic 0x1e32c8 (preset 0x0055)
14493,1783,generic 0x1e3148 (preset 0x0052),generic 0x1e32c8 (preset 0x0055)
14499,1797,generic 0x1e3148 (preset 0x0052),generic 0x1e32c8 (preset 0x0055)
14454,1867,generic 0x1e3148 (preset 0x0052),generic 0x1e32c8 (preset 0x0055)
14435,1875,generic 0x1e3148 (preset 0x0052),generic 0x1e32c8 (preset 0x0055)
14407,1857,generic 0x1e3148 (preset 0x0052),generic 0x1e32c8 (preset 0x0055)
14190,1854,generic 0x1e31c8 (preset 0x0053),generic 0x1e33c8 (preset 0x0057)
14262,1817,generic 0x1e31c8 (preset 0x0053),generic 0x1e33c8 (preset 0x0057)
14289,1835,generic 0x1e31c8 (preset 0x0053),generic 0x1e33c8 (preset 0x0057)
14308,1872,generic 0x1e31c8 (preset 0x0053),generic 0x1e33c8 (preset 0x0057)
14265,1938,generic 0x1e31c8 (preset 0x0053),generic 0x1e33c8 (preset 0x0057)
14256,1943,generic 0x1e31c8 (preset 0x0053),generic 0x1e33c8 (preset 0x0057)
14182,1865,generic 0x1e31c8 (preset 0x0053),generic 0x1e33c8 (preset 0x0057)
14205,1910,generic 0x1e31c8 (preset 0x0053),generic 0x1e33c8 (preset 0x0057)
14075,1791,generic 0x1e3248 (preset 0x0054),generic 0x1e3348 (preset 0x0056)
14073,1828,generic 0x1e3248 (preset 0x0054),generic 0x1e3348 (preset 0x0056)
14101,1750,generic 0x1e3248 (preset 0x0054),generic 0x1e3348 (preset 0x0056)
14158,1753,generic 0x1e3248 (preset 0x0054),generic 0x1e3348 (preset 0x0056)
14185,1771,generic 0x1e3248 (preset 0x0054),generic 0x1e3348 (preset 0x0056)
14182,1826,generic 0x1e3248 (preset 0x0054),generic 0x1e3348 (preset 0x0056)
14159,1862,generic 0x1e3248 (preset 0x0054),generic 0x1e3348 (preset 0x0056)
14123,1860,generic 0x1e3248 (preset 0x0054),generic 0x1e3348 (preset 0x0056)
8011,-1463,generic 0x1e37e0 (preset 0x272b),generic 0x1e38e8 (preset 0x272c)
8095,-1428,generic 0x1e37e0 (preset 0x272b),generic 0x1e38e8 (preset 0x272c)
5744,-2530,generic 0x1e3c00 (preset 0x272f),generic 0x1e3d08 (preset 0x2730)
5733,-2502,generic 0x1e3c00 (preset 0x272f),generic 0x1e3d08 (preset 0x2730)
5783,-2531,generic 0x1e3c00 (preset 0x272f),generic 0x1e3d08 (preset 0x2730)
5819,-2518,generic 0x1e3c00 (preset 0x272f),generic 0x1e3d08 (preset 0x2730)
5820,-2475,generic 0x1e3c00 (preset 0x272f),generic 0x1e3d08 (preset 0x2730)
5808,-2442,generic 0x1e3c00 (preset 0x272f),generic 0x1e3d08 (preset 0x2730)
5777,-2441,generic 0x1e3c00 (preset 0x272f),generic 0x1e3d08 (preset 0x2730)
5735,-2457,generic 0x1e3c00 (preset 0x272f),generic 0x1e3d08 (preset 0x2730)
4420,-3079,generic 0x1e3e10 (preset 0x2731),generic 0x1e3f18 (preset 0x2732)
4409,-3050,generic 0x1e3e10 (preset 0x2731),generic 0x1e3f18 (preset 0x2732)
4452,-3080,generic 0x1e3e10 (preset 0x2731),generic 0x1e3f18 (preset 0x2732)
4496,-3064,generic 0x1e3e10 (preset 0x2731),generic 0x1e3f18 (preset 0x2732)
4497,-3034,generic 0x1e3e10 (preset 0x2731),generic 0x1e3f18 (preset 0x2732)
4482,-2991,generic 0x1e3e10 (preset 0x2731),generic 0x1e3f18 (preset 0x2732)
4446,-2990,generic 0x1e3e10 (preset 0x2731),generic 0x1e3f18 (preset 0x2732)
4411,-3003,generic 0x1e3e10 (preset 0x2731),generic 0x1e3f18 (preset 0x2732)
2563,-3323,generic 0x1e4338 (preset 0x2736),generic 0x1e4440 (preset 0x2737)
2563,-3336,generic 0x1e4338 (preset 0x2736),generic 0x1e4440 (preset 0x2737)
2563,-3323,generic 0x1e4338 (preset 0x2736),generic 0x1e4440 (preset 0x2737)
2659,-3416,generic 0x1e4338 (preset 0x2736),generic 0x1e4440 (preset 0x2737)
2659,-3416,generic 0x1e4338 (preset 0x2736),generic 0x1e4440 (preset 0x2737)
2659,-3403,generic 0x1e4338 (preset 0x2736),generic 0x1e4440 (preset 0x2737)
898,-3614,generic 0x1e4548 (preset 0x2738),generic 0x1e4650 (preset 0x2739)
898,-3614,generic 0x1e4548 (preset 0x2738),generic 0x1e4650 (preset 0x2739)
993,-3709,generic 0x1e4548 (preset 0x2738),generic 0x1e4650 (preset 0x2739)
993,-3697,generic 0x1e4548 (preset 0x2738),generic 0x1e4650 (preset 0x2739)
-1123,-3674,generic 0x1e4758 (preset 0x273a),generic 0x1e4860 (preset 0x273b)
-1094,-3594,generic 0x1e4758 (preset 0x273a),generic 0x1e4860 (preset 0x273b)
-1135,-3592,generic 0x1e4758 (preset 0x273a),generic 0x1e4860 (preset 0x273b)
-1152,-3595,generic 0x1e4758 (preset 0x273a),generic 0x1e4860 (preset 0x273b)
-5731,-2582,generic 0x1e4bf0 (preset 0x2740),generic 0x1e4c70 (preset 0x2741)
-5731,-2552,generic 0x1e4bf0 (preset 0x2740),generic 0x1e4c70 (preset 0x2741)
-5721,-2598,generic 0x1e4bf0 (preset 0x2740),generic 0x1e4c70 (preset 0x2741)
-5688,-2598,generic 0x1e4bf0 (preset 0x2740),generic 0x1e4c70 (preset 0x2741)
-5671,-2588,generic 0x1e4bf0 (preset 0x2740),generic 0x1e4c70 (preset 0x2741)
-5671,-2559,generic 0x1e4bf0 (preset 0x2740),generic 0x1e4c70 (preset 0x2741)
-5683,-2538,generic 0x1e4bf0 (preset 0x2740),generic 0x1e4c70 (preset 0x2741)
-5707,-2538,generic 0x1e4bf0 (preset 0x2740),generic 0x1e4c70 (preset 0x2741)
-5658,-2561,generic 0x1e4cf0 (preset 0x2742),generic 0x1e4d70 (preset 0x2743)
-5642,-2590,generic 0x1e4cf0 (preset 0x2742),generic 0x1e4d70 (preset 0x2743)
-5622,-2590,generic 0x1e4cf0 (preset 0x2742),generic 0x1e4d70 (preset 0x2743)
-5598,-2576,generic 0x1e4cf0 (preset 0x2742),generic 0x1e4d70 (preset 0x2743)
-5598,-2546,generic 0x1e4cf0 (preset 0x2742),generic 0x1e4d70 (preset 0x2743)
-5610,-2525,generic 0x1e4cf0 (preset 0x2742),generic 0x1e4d70 (preset 0x2743)
-5658,-2542,generic 0x1e4cf0 (preset 0x2742),generic 0x1e4d70 (preset 0x2743)
-5630,-2525,generic 0x1e4cf0 (preset 0x2742),generic 0x1e4d70 (preset 0x2743)
-5842,-3420,generic 0x1e4ef0 (preset 0x2746),generic 0x1e4f70 (preset 0x2747)
-5833,-3437,generic 0x1e4ef0 (preset 0x2746),generic 0x1e4f70 (preset 0x2747)
-5803,-3437,generic 0x1e4ef0 (preset 0x2746),generic 0x1e4f70 (preset 0x2747)
-5782,-3425,generic 0x1e4ef0 (preset 0x2746),generic 0x1e4f70 (preset 0x2747)
-5782,-3393,generic 0x1e4ef0 (preset 0x2746),generic 0x1e4f70 (preset 0x2747)
-5792,-3377,generic 0x1e4ef0 (preset 0x2746),generic 0x1e4f70 (preset 0x2747)
-5842,-3389,generic 0x1e4ef0 (preset 0x2746),generic 0x1e4f70 (preset 0x2747)
-5822,-3377,generic 0x1e4ef0 (preset 0x2746),generic 0x1e4f70 (preset 0x2747)
-188,-4083,door 0x1e7e50 (preset 0x000e),door 0x1e7f50 (preset 0x000f)
-188,-4075,door 0x1e7e50 (preset 0x000e),door 0x1e7f50 (preset 0x000f)
-5508,-2996,door 0x1e8050 (preset 0x0010),door 0x1e8150 (preset 0x0011)
-5505,-2987,door 0x1e8050 (preset 0x0010),door 0x1e8150 (preset 0x0011)
