between,and,width,kept,reason,because_of
wall of tile 06A032 (room 0x84),wall of tile 009932 (room 0x84),14.355,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 06A032 (room 0x84),wall of tile 069C32 (room 0x84),21.400,no,the line between them touches another wall,wall of tile 069E32 (room 0x84)
wall of tile 06A032 (room 0x84),wall of tile 069A32 (room 0x84),48.801,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 069C32 (room 0x84)
wall of tile 06A231 (room 0x84),wall of tile 05E731 (room 0x88),58.216,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06A231 (room 0x84),wall of tile 05E731 (room 0x88),58.216,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06A231 (room 0x84),wall of tile 078730 (room 0x84),24.957,no,the line between them touches another wall,wall of tile 08AB32 (room 0x84)
wall of tile 06A231 (room 0x84),wall of tile 08DC32 (room 0x84),58.216,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06A231 (room 0x84),wall of tile 08DE30 (room 0x84),58.216,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 06A231 (room 0x84),wall of tile 08DD32 (room 0x84),25.855,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 06A231 (room 0x84),wall of tile 08DD32 (room 0x84),44.867,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 06A232 (room 0x84),wall of tile 06A432 (room 0x84),24.957,no,the line between them touches another wall,wall of tile 08AB31 (room 0x84)
wall of tile 06A232 (room 0x84),wall of tile 009932 (room 0x84),10.672,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 06A232 (room 0x84),wall of tile 069C32 (room 0x84),48.801,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 08AB32 (room 0x84),wall of tile 08DD32 (room 0x84),46.256,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 08AB32 (room 0x84),wall of tile 08DD32 (room 0x84),28.994,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 08AB31 (room 0x84),wall of tile 009932 (room 0x84),3.871,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 08AB31 (room 0x84),wall of tile 08DD32 (room 0x84),21.400,no,the line between them touches another wall,wall of tile 06A232 (room 0x84)
wall of tile 08AB31 (room 0x84),wall of tile 08DD32 (room 0x84),15.238,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 06A432 (room 0x84),wall of tile 08DD32 (room 0x84),46.296,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 06A432 (room 0x84),wall of tile 08DD32 (room 0x84),31.111,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 009932 (room 0x84),wall of tile 068D32 (room 0x84),43.816,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 009932 (room 0x84),wall of tile 069432 (room 0x84),40.133,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 009932 (room 0x84),wall of tile 068B32 (room 0x84),47.686,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 009932 (room 0x84),wall of tile 068932 (room 0x84),54.488,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 009932 (room 0x84),wall of tile 068732 (room 0x84),55.240,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 009932 (room 0x84),wall of tile 08C930 (room 0x84),34.497,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 009932 (room 0x84),wall of tile 069C32 (room 0x84),21.908,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 009932 (room 0x84),wall of tile 069A32 (room 0x84),25.778,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 009932 (room 0x84),wall of tile 069832 (room 0x84),32.580,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 009932 (room 0x84),wall of tile 069632 (room 0x84),33.332,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 00C031 (room 0x84),wall of tile 00BF31 (room 0x84),27.406,no,the line between them touches another wall,wall of tile 00C032 (room 0x84)
wall of tile 00C032 (room 0x84),wall of tile 00BF32 (room 0x84),39.460,no,the line between them touches another wall,wall of tile 00BF31 (room 0x84)
wall of tile 00BF31 (room 0x84),wall of tile 053928 (room 0x7c),27.406,no,the line between them touches another wall,wall of tile 00BF32 (room 0x84)
wall of tile 053D28 (room 0x7c),wall of tile 00BE32 (room 0x84),27.400,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 053D28 (room 0x7c),wall of tile 00BD30 (room 0x84),57.104,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 00BE32 (room 0x84)
wall of tile 00BE31 (room 0x84),wall of tile 00BD30 (room 0x84),34.507,no,the line between them touches another wall,wall of tile 00BE32 (room 0x84)
wall of tile 00BE32 (room 0x84),wall of tile 00BD30 (room 0x84),40.378,no,the line between them touches another wall,wall of tile 00BD30 (room 0x84)
wall of tile 059229 (room 0x83),wall of tile 001028 (room 0x83),59.461,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 000D28 (room 0x83)
wall of tile 059229 (room 0x83),wall of tile 000D28 (room 0x83),27.406,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 000F28 (room 0x83)
wall of tile 059229 (room 0x83),wall of tile 000D28 (room 0x83),15.408,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 032A28 (room 0x83),wall of tile 021328 (room 0x82),27.406,no,the line between them touches another wall,wall of tile 05932A (room 0x83)
wall of tile 032A28 (room 0x83),wall of tile 000228 (room 0x83),27.390,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 032A28 (room 0x83),wall of tile 000228 (room 0x83),27.406,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 052128 (room 0x83),wall of tile 000228 (room 0x83),27.406,no,the line between them touches another wall,wall of tile 000228 (room 0x83)
wall of tile 000428 (room 0x83),wall of tile 000228 (room 0x83),39.460,no,the line between them touches another wall,wall of tile 000228 (room 0x83)
wall of tile 001028 (room 0x83),wall of tile 000D28 (room 0x83),35.295,no,the line between them touches another wall,wall of tile 000D28 (room 0x83)
wall of tile 001028 (room 0x83),wall of tile 000F28 (room 0x83),46.098,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 000D28 (room 0x83)
wall of tile 000D28 (room 0x83),wall of tile 000F28 (room 0x83),12.106,no,the line between them touches another wall,wall of tile 000D28 (room 0x83)
wall of tile 2FF820 (room 0x6f),wall of tile 2F8420 (room 0x6f),38.521,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF820 (room 0x6f),wall of tile 2F8120 (room 0x6f),38.521,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF820 (room 0x6f),wall of tile 300720 (room 0x6f),38.521,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF820 (room 0x6f),wall of tile 2FE821 (room 0x6f),21.400,no,the line between them touches another wall,wall of tile 300220 (room 0x6f)
wall of tile 2FF820 (room 0x6f),generic 0x1e59f0 (preset 0x016d),52.330,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2FFE20 (room 0x6f)
wall of tile 2FF820 (room 0x6f),generic 0x1e59f0 (preset 0x016d),52.330,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2FFE20 (room 0x6f)
wall of tile 300220 (room 0x6f),wall of tile 300120 (room 0x6f),54.477,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2FE821 (room 0x6f)
wall of tile 300220 (room 0x6f),wall of tile 2F8420 (room 0x6f),41.089,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 300220 (room 0x6f),wall of tile 300720 (room 0x6f),41.089,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 300220 (room 0x6f),wall of tile 2FEC22 (room 0x6f),54.477,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2FE821 (room 0x6f)
wall of tile 300120 (room 0x6f),wall of tile 300920 (room 0x6f),57.583,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2FE722 (room 0x6f)
wall of tile 300120 (room 0x6f),wall of tile 300720 (room 0x6f),59.921,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2FE821 (room 0x6f)
wall of tile 300120 (room 0x6f),wall of tile 2FED21 (room 0x6f),42.371,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 300120 (room 0x6f),wall of tile 300420 (room 0x6f),42.371,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 300120 (room 0x6f),wall of tile 2FE722 (room 0x6f),56.122,yes,,
wall of tile 300120 (room 0x6f),wall of tile 2FE821 (room 0x6f),52.381,yes,,
wall of tile 300B20 (room 0x6f),wall of tile 300920 (room 0x6f),57.583,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2FE722 (room 0x6f)
wall of tile 300B20 (room 0x6f),wall of tile 2FED21 (room 0x6f),46.098,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 300B20 (room 0x6f),wall of tile 300420 (room 0x6f),42.371,no,the line between them touches another wall,wall of tile 2FE721 (room 0x6f)
wall of tile 300B20 (room 0x6f),wall of tile 2FE722 (room 0x6f),56.122,yes,,
wall of tile 300B20 (room 0x6f),wall of tile 2FE822 (room 0x6f),18.159,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 300B20 (room 0x6f),wall of tile 2FEC22 (room 0x6f),18.159,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 300920 (room 0x6f),wall of tile 2F8020 (room 0x6f),37.355,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 300920 (room 0x6f),wall of tile 2F8020 (room 0x6f),37.355,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 300920 (room 0x6f),wall of tile 2FE621 (room 0x6f),8.560,no,the line between them touches another wall,wall of tile 2FF520 (room 0x6f)
wall of tile 2FF520 (room 0x6f),wall of tile 2FF520 (room 0x6f),55.641,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2FE621 (room 0x6f)
wall of tile 2FF520 (room 0x6f),wall of tile 2F8020 (room 0x6f),38.521,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF520 (room 0x6f),wall of tile 2F8020 (room 0x6f),38.521,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF520 (room 0x6f),wall of tile 2FE622 (room 0x6f),55.641,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2FE621 (room 0x6f)
wall of tile 2FF520 (room 0x6f),wall of tile 2FE722 (room 0x6f),22.865,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF520 (room 0x6f),wall of tile 2F8020 (room 0x6f),38.521,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF520 (room 0x6f),wall of tile 2FE621 (room 0x6f),55.301,yes,,
wall of tile 2FF520 (room 0x6f),wall of tile 2FF022 (room 0x6f),38.521,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF520 (room 0x6f),wall of tile 300522 (room 0x6f),38.521,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF520 (room 0x6f),wall of tile 2F8020 (room 0x6f),38.521,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FE921 (room 0x6f),wall of tile 2F8020 (room 0x6f),38.521,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 2FE921 (room 0x6f),wall of tile 2FE622 (room 0x6f),21.270,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FE921 (room 0x6f),wall of tile 2FF022 (room 0x6f),38.521,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2FE521 (room 0x6f)
wall of tile 2FF420 (room 0x6f),wall of tile 2F8320 (room 0x6f),39.595,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF420 (room 0x6f),wall of tile 300522 (room 0x6f),39.595,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF420 (room 0x6f),wall of tile 2F8020 (room 0x6f),42.159,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF420 (room 0x6f),wall of tile 2FE522 (room 0x6f),21.400,no,the line between them touches another wall,wall of tile 2FF520 (room 0x6f)
wall of tile 2FF220 (room 0x6f),wall of tile 2F8320 (room 0x6f),38.521,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF220 (room 0x6f),wall of tile 300522 (room 0x6f),38.521,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2FF220 (room 0x6f),wall of tile 2F8220 (room 0x6f),38.521,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F6222 (room 0x6f),monitor 0x1e6a40 (preset 0x2766),0.000,yes,,
wall of tile 2F6222 (room 0x6f),monitor 0x1e6a40 (preset 0x2766),11.600,no,the line between them touches another wall,monitor 0x1e6a40 (preset 0x2766)
wall of tile 2F6222 (room 0x6f),monitor 0x1e6a40 (preset 0x2766),11.600,no,the line between them touches another wall,monitor 0x1e6a40 (preset 0x2766)
wall of tile 2F6222 (room 0x6f),monitor 0x1e6a40 (preset 0x2766),0.000,yes,,
wall of tile 2F6121 (room 0x6f),door 0x1e6840 (preset 0x0006),31.033,no,the line between them touches another wall,door 0x1e6840 (preset 0x0006)
wall of tile 2F6121 (room 0x6f),door 0x1e6840 (preset 0x0006),0.000,yes,,
wall of tile 2F6121 (room 0x6f),door 0x1e6840 (preset 0x0006),0.000,yes,,
wall of tile 2F6121 (room 0x6f),door 0x1e6840 (preset 0x0006),0.000,yes,,
wall of tile 2F6121 (room 0x6f),monitor 0x1e6a40 (preset 0x2766),53.883,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6222 (room 0x6f)
wall of tile 2F6121 (room 0x6f),monitor 0x1e6a40 (preset 0x2766),53.885,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6222 (room 0x6f)
wall of tile 2F6121 (room 0x6f),monitor 0x1e6a40 (preset 0x2766),55.117,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6222 (room 0x6f)
wall of tile 2F6121 (room 0x6f),monitor 0x1e6a40 (preset 0x2766),53.883,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6222 (room 0x6f)
wall of tile 2F6121 (room 0x6f),monitor 0x1e6ca4 (preset 0x2767),55.115,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F5020 (room 0x71)
wall of tile 2F6121 (room 0x6f),monitor 0x1e6ca4 (preset 0x2767),55.117,no,the line between them touches another wall,monitor 0x1e6ca4 (preset 0x2767)
wall of tile 2F6121 (room 0x6f),monitor 0x1e6ca4 (preset 0x2767),53.881,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F6121 (room 0x6f),monitor 0x1e6ca4 (preset 0x2767),53.881,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F5020 (room 0x71),door 0x1e6840 (preset 0x0006),31.033,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6121 (room 0x6f)
wall of tile 2F5020 (room 0x71),door 0x1e6840 (preset 0x0006),0.001,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6121 (room 0x6f)
wall of tile 2F5020 (room 0x71),door 0x1e6840 (preset 0x0006),0.001,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6121 (room 0x6f)
wall of tile 2F5020 (room 0x71),door 0x1e6840 (preset 0x0006),34.241,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6121 (room 0x6f)
wall of tile 2F5020 (room 0x71),monitor 0x1e6ca4 (preset 0x2767),11.599,no,the line between them touches another wall,monitor 0x1e6ca4 (preset 0x2767)
wall of tile 2F5020 (room 0x71),monitor 0x1e6ca4 (preset 0x2767),11.599,no,the line between them touches another wall,monitor 0x1e6ca4 (preset 0x2767)
wall of tile 2F5020 (room 0x71),monitor 0x1e6ca4 (preset 0x2767),0.001,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F5020 (room 0x71),monitor 0x1e6ca4 (preset 0x2767),0.001,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F5A22 (room 0x71),wall of tile 2F5722 (room 0x7a),38.521,no,the line between them touches another wall,wall of tile 2F6621 (room 0x71)
wall of tile 2F5A22 (room 0x71),door 0x1e6940 (preset 0x0009),0.001,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6621 (room 0x71)
wall of tile 2F5A22 (room 0x71),door 0x1e6940 (preset 0x0009),38.521,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6621 (room 0x71)
wall of tile 2F5A22 (room 0x71),door 0x1e6940 (preset 0x0009),38.521,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F5722 (room 0x7a)
wall of tile 2F5A22 (room 0x71),door 0x1e6940 (preset 0x0009),0.001,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6621 (room 0x71)
wall of tile 2F6520 (room 0x71),monitor 0x1e6f08 (preset 0x2768),19.641,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F6520 (room 0x71),monitor 0x1e6f08 (preset 0x2768),19.641,no,the line between them touches another wall,wall of tile 2F6520 (room 0x71)
wall of tile 2F6520 (room 0x71),monitor 0x1e6f08 (preset 0x2768),22.393,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6520 (room 0x71)
wall of tile 2F6520 (room 0x71),monitor 0x1e6f08 (preset 0x2768),22.395,no,the line between them touches another wall,monitor 0x1e6f08 (preset 0x2768)
wall of tile 2F6520 (room 0x71),monitor 0x1e6f08 (preset 0x2768),0.001,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F6520 (room 0x71),monitor 0x1e6f08 (preset 0x2768),0.001,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F6520 (room 0x71),monitor 0x1e6f08 (preset 0x2768),11.599,no,the line between them touches another wall,monitor 0x1e6f08 (preset 0x2768)
wall of tile 2F6520 (room 0x71),monitor 0x1e6f08 (preset 0x2768),11.600,no,the line between them touches another wall,monitor 0x1e6f08 (preset 0x2768)
wall of tile 2F6621 (room 0x71),door 0x1e6940 (preset 0x0009),0.001,yes,,
wall of tile 2F6621 (room 0x71),door 0x1e6940 (preset 0x0009),0.001,yes,,
wall of tile 2F6621 (room 0x71),door 0x1e6940 (preset 0x0009),0.001,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F5722 (room 0x7a)
wall of tile 2F6621 (room 0x71),door 0x1e6940 (preset 0x0009),0.001,yes,,
wall of tile 2F6622 (room 0x71),wall of tile 2F5721 (room 0x7a),41.089,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F5722 (room 0x7a)
wall of tile 2F6622 (room 0x71),door 0x1e6940 (preset 0x0009),0.002,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F6622 (room 0x71),door 0x1e6940 (preset 0x0009),0.002,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F6622 (room 0x71),monitor 0x1e6f08 (preset 0x2768),36.760,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F6622 (room 0x71),monitor 0x1e6f08 (preset 0x2768),36.762,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F6622 (room 0x71),monitor 0x1e6f08 (preset 0x2768),38.546,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6520 (room 0x71)
wall of tile 2F6622 (room 0x71),monitor 0x1e6f08 (preset 0x2768),36.760,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F6622 (room 0x71),monitor 0x1e716c (preset 0x2769),38.546,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F5722 (room 0x7a)
wall of tile 2F6622 (room 0x71),monitor 0x1e716c (preset 0x2769),38.548,no,the line between them touches another wall,monitor 0x1e716c (preset 0x2769)
wall of tile 2F6622 (room 0x71),monitor 0x1e716c (preset 0x2769),36.760,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F6622 (room 0x71),monitor 0x1e716c (preset 0x2769),36.760,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F5722 (room 0x7a),door 0x1e6940 (preset 0x0009),0.001,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6621 (room 0x71)
wall of tile 2F5722 (room 0x7a),door 0x1e6940 (preset 0x0009),0.001,yes,,
wall of tile 2F5722 (room 0x7a),door 0x1e6940 (preset 0x0009),0.001,no,"another wall pokes into the space between them, so a tighter pair covers this gap",door 0x1e6940 (preset 0x0009)
wall of tile 2F5722 (room 0x7a),door 0x1e6940 (preset 0x0009),38.521,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6621 (room 0x71)
wall of tile 2F5722 (room 0x7a),door 0x1e6940 (preset 0x0009),0.000,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 2F6622 (room 0x71)
wall of tile 2F5722 (room 0x7a),door 0x1e6940 (preset 0x0009),0.000,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F5722 (room 0x7a),door 0x1e6940 (preset 0x0009),38.521,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 2F5722 (room 0x7a),door 0x1e6940 (preset 0x0009),38.521,no,the line between them touches another wall,door 0x1e6940 (preset 0x0009)
wall of tile 2F5722 (room 0x7a),monitor 0x1e716c (preset 0x2769),11.599,no,the line between them touches another wall,monitor 0x1e716c (preset 0x2769)
wall of tile 2F5722 (room 0x7a),monitor 0x1e716c (preset 0x2769),11.600,no,the line between them touches another wall,monitor 0x1e716c (preset 0x2769)
