gap,name,status,width_cm,step_cm,walk_round_cm,x,z,room,between,and,objects_forming_gap,objects_in_the_way,pinches,key
22,,warp,40.600,172.22,927,-1258,-4658,0x08,wall of tile 06B401 (room 0x08),generic 0x1a8e10 (preset 0x008d),0x1a8e10,,1,06B401.1 | 0x1a8e10.2
23,,warp,36.214,172.31,647,-971,-5619,0x07,generic 0x1a8e90 (preset 0x008c),generic 0x1a9f10 (preset 0x000c),0x1a8e90 0x1a9f10,,1,0x1a8e90.2 | 0x1a9f10.1
24,,warp,40.997,172.55,496,19800,-4660,0x25,wall of tile 044A18 (room 0x25),generic 0x1b49e8 (preset 0x0222),0x1b49e8,,2,044A18.0 | 0x1b49e8.1
25,,warp,39.689,179.36,464,15885,-9679,0x1c,generic 0x1aea10 (preset 0x005e),generic 0x1af910 (preset 0x0085),0x1aea10 0x1af910,,1,0x1aea10.0 | 0x1af910.1
26,,warp,59.680,189.32,631,5935,-11717,0x16,wall of tile 046C08 (room 0x16),generic 0x1acb90 (preset 0x0035),0x1acb90,,1,046C08.0 | 0x1acb90.3
27,,warp,50.825,190.59,915,755,879,0x01,generic 0x1a8910 (preset 0x0097),generic 0x1aa690 (preset 0x0028),0x1a8910 0x1aa690,,1,0x1a8910.0 | 0x1aa690.2
28,,warp,48.488,192.03,594,18831,-10496,0x1f,generic 0x1aed10 (preset 0x0057),generic 0x1afd10 (preset 0x007d),0x1aed10 0x1afd10,,1,0x1aed10.1 | 0x1afd10.0
29,,warp,49.570,192.73,1337,660,764,0x01,generic 0x1a8890 (preset 0x0098),generic 0x1aa690 (preset 0x0028),0x1a8890 0x1aa690,,1,0x1a8890.1 | 0x1aa690.3
30,,warp,46.778,215.11,598,271,1644,0x01,generic 0x1a8690 (preset 0x009c),generic 0x1aa310 (preset 0x002c),0x1a8690 0x1aa310,,1,0x1a8690.3 | 0x1aa310.0
31,,warp,40.737,216.29,594,13859,-11518,0x1a,wall of tile 13DA10 (room 0x1a),generic 0x1aea90 (preset 0x005d),0x1aea90,,1,0x1aea90.0 | 13DA10.0
32,,warp,13.437,262.45,600,6572,-6919,0x11,generic 0x1abb90 (preset 0x00a1),generic 0x1ac390 (preset 0x0045),0x1abb90 0x1ac390,,1,0x1abb90.2 | 0x1ac390.0
33,,warp,5.683,266.03,707,8742,-11350,0x17,generic 0x1adc90 (preset 0x00aa),generic 0x1ade90 (preset 0x0077),0x1adc90 0x1ade90,,1,0x1adc90.0 | 0x1ade90.1
34,,warp,54.032,327.86,1101,586,-1280,0x05,wall of tile 081600 (room 0x05),generic 0x1a8c10 (preset 0x0091),0x1a8c10,,1,081600.2 | 0x1a8c10.1
35,,no warp found,31.128,,,19289,-4326,0x26,wall of tile 023318 (room 0x26),generic 0x1b4968 (preset 0x0221),0x1b4968,,2,023318.0 | 0x1b4968.2
36,,no warp found,54.032,,,586,-1481,0x05,wall of tile 081800 (room 0x05),generic 0x1a8c10 (preset 0x0091),0x1a8c10,,1,081800.2 | 0x1a8c10.0
37,,no warp found,54.032,,,586,-1207,0x05,wall of tile 081600 (room 0x05),generic 0x1a8c10 (preset 0x0091),0x1a8c10,,1,081600.2 | 0x1a8c10.2
