between,and,width,kept,reason,because_of
wall of tile 01D228 (room 0x2b),wall of tile 01D62A (room 0x2b),44.818,no,the line between them touches another wall,wall of tile 01D529 (room 0x2b)
wall of tile 01D52A (room 0x2b),wall of tile 01D729 (room 0x2b),52.818,no,the line between them touches another wall,wall of tile 01D629 (room 0x2b)
wall of tile 01D529 (room 0x2b),wall of tile 01D72A (room 0x2b),52.818,no,the line between them touches another wall,wall of tile 01D62A (room 0x2b)
wall of tile 01D62A (room 0x2b),wall of tile 01CB28 (room 0x2a),44.818,no,the line between them touches another wall,wall of tile 01D72A (room 0x2b)
wall of tile 01D629 (room 0x2b),wall of tile 01CD28 (room 0x2a),44.818,no,the line between them touches another wall,wall of tile 01D729 (room 0x2b)
wall of tile 01CD28 (room 0x2a),wall of tile 01CF29 (room 0x2a),38.088,no,the line between them touches another wall,wall of tile 01CE2A (room 0x2a)
wall of tile 01CD28 (room 0x2a),generic 0x1b4868 (preset 0x021f),41.692,yes,,
wall of tile 01CD28 (room 0x2a),generic 0x1b4868 (preset 0x021f),41.692,yes,,
wall of tile 01CD28 (room 0x2a),generic 0x1b4868 (preset 0x021f),53.593,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b4868 (preset 0x021f)
wall of tile 01CB28 (room 0x2a),wall of tile 01CF2A (room 0x2a),38.088,no,the line between them touches another wall,wall of tile 01CE29 (room 0x2a)
wall of tile 01CF2A (room 0x2a),wall of tile 01C428 (room 0x2a),38.088,no,the line between them touches another wall,wall of tile 01D02A (room 0x2a)
wall of tile 01CF29 (room 0x2a),wall of tile 01C628 (room 0x2a),38.088,no,the line between them touches another wall,wall of tile 01D029 (room 0x2a)
wall of tile 01C628 (room 0x2a),wall of tile 01C829 (room 0x2a),38.088,no,the line between them touches another wall,wall of tile 01C72A (room 0x2a)
wall of tile 01C428 (room 0x2a),wall of tile 01C82A (room 0x2a),38.088,no,the line between them touches another wall,wall of tile 01C729 (room 0x2a)
wall of tile 01C82A (room 0x2a),wall of tile 04FA20 (room 0x29),38.088,no,the line between them touches another wall,wall of tile 01C92A (room 0x2a)
wall of tile 01C829 (room 0x2a),wall of tile 04F920 (room 0x29),38.088,no,the line between them touches another wall,wall of tile 01C929 (room 0x2a)
wall of tile 04E420 (room 0x29),generic 0x1b4c68 (preset 0x0227),45.595,yes,,
wall of tile 04CB20 (room 0x29),generic 0x1b4c68 (preset 0x0227),49.202,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b4c68 (preset 0x0227)
wall of tile 04CB20 (room 0x29),generic 0x1b4c68 (preset 0x0227),45.595,yes,,
wall of tile 002D18 (room 0x28),generic 0x1b42e8 (preset 0x0210),26.685,yes,,
wall of tile 002D18 (room 0x28),generic 0x1b42e8 (preset 0x0210),26.685,yes,,
wall of tile 002A18 (room 0x28),generic 0x1b4368 (preset 0x0211),29.333,yes,,
wall of tile 002A18 (room 0x28),generic 0x1b4368 (preset 0x0211),29.333,yes,,
wall of tile 002E18 (room 0x28),generic 0x1b4368 (preset 0x0211),31.187,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 002A18 (room 0x28)
wall of tile 002E18 (room 0x28),generic 0x1b4368 (preset 0x0211),31.187,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 002A18 (room 0x28)
wall of tile 002F18 (room 0x28),generic 0x1b42e8 (preset 0x0210),54.351,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 002D18 (room 0x28)
wall of tile 024F18 (room 0x24),wall of tile 022718 (room 0x24),31.691,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 026B18 (room 0x24),wall of tile 043F18 (room 0x24),17.579,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 026B18 (room 0x24),wall of tile 01F518 (room 0x24),21.127,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 024D18 (room 0x24),wall of tile 022418 (room 0x24),12.931,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 022B18 (room 0x25),generic 0x1b49e8 (preset 0x0222),56.501,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 044A18 (room 0x25)
wall of tile 022B18 (room 0x25),generic 0x1b49e8 (preset 0x0222),56.501,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 044A18 (room 0x25)
wall of tile 044A18 (room 0x25),generic 0x1b49e8 (preset 0x0222),40.997,yes,,
wall of tile 044A18 (room 0x25),generic 0x1b49e8 (preset 0x0222),40.997,yes,,
wall of tile 044A18 (room 0x25),generic 0x1b49e8 (preset 0x0222),42.111,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b49e8 (preset 0x0222)
wall of tile 043F18 (room 0x24),wall of tile 025918 (room 0x24),17.579,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 01F518 (room 0x24),wall of tile 025918 (room 0x24),21.127,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 01F518 (room 0x24),wall of tile 00AE18 (room 0x24),39.328,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 01F518 (room 0x24),wall of tile 00AE18 (room 0x24),39.328,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 01F318 (room 0x23),wall of tile 00AE18 (room 0x24),52.820,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 01F318 (room 0x23),wall of tile 00AE18 (room 0x24),52.820,no,the far wall faces the other way (it belongs to floor which isn't linked here),
wall of tile 01E218 (room 0x22),wall of tile 01E018 (room 0x22),47.243,no,the line between them touches another wall,wall of tile 01E11A (room 0x22)
wall of tile 261810 (room 0x1e),generic 0x1aef90 (preset 0x0079),4.633,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 241410 (room 0x1e)
wall of tile 261810 (room 0x1e),generic 0x1aef90 (preset 0x0079),4.722,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 241410 (room 0x1e),generic 0x1aef90 (preset 0x0079),17.344,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1aef90 (preset 0x0079)
wall of tile 23FF10 (room 0x1e),generic 0x1aef90 (preset 0x0079),26.641,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 241410 (room 0x1e)
wall of tile 23FF10 (room 0x1e),generic 0x1aef90 (preset 0x0079),26.641,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 241410 (room 0x1e)
wall of tile 081800 (room 0x05),generic 0x1a8c10 (preset 0x0091),54.032,yes,,
wall of tile 081800 (room 0x05),generic 0x1a8c10 (preset 0x0091),54.032,yes,,
wall of tile 081600 (room 0x05),generic 0x1a8c10 (preset 0x0091),54.032,yes,,
wall of tile 081600 (room 0x05),generic 0x1a8c10 (preset 0x0091),54.032,yes,,
wall of tile 129C00 (room 0x02),wall of tile 127200 (room 0x02),29.444,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 126A00 (room 0x02),wall of tile 127800 (room 0x02),38.088,no,the line between them touches another wall,wall of tile 127700 (room 0x02)
wall of tile 126A00 (room 0x02),generic 0x1a8710 (preset 0x009b),40.524,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 127700 (room 0x02),generic 0x1a8710 (preset 0x009b),8.832,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 127800 (room 0x02)
wall of tile 06B401 (room 0x08),generic 0x1a8e10 (preset 0x008d),40.600,yes,,
wall of tile 06B401 (room 0x08),generic 0x1a8e10 (preset 0x008d),40.600,yes,,
wall of tile 06B500 (room 0x08),generic 0x1a8e10 (preset 0x008d),40.600,yes,,
wall of tile 09A308 (room 0x16),wall of tile 09A609 (room 0x16),42.255,no,the line between them touches another wall,wall of tile 099E09 (room 0x16)
wall of tile 046C08 (room 0x16),generic 0x1acb90 (preset 0x0035),59.680,yes,,
wall of tile 046C08 (room 0x16),generic 0x1acb90 (preset 0x0035),59.680,yes,,
wall of tile 047808 (room 0x16),generic 0x1acb90 (preset 0x0035),59.680,yes,,
wall of tile 047808 (room 0x16),generic 0x1acb90 (preset 0x0035),59.680,yes,,
wall of tile 099408 (room 0x16),wall of tile 099E0A (room 0x16),42.255,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 09AC0A (room 0x16),wall of tile 09AD08 (room 0x16),52.819,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 099C08 (room 0x16),wall of tile 09A10A (room 0x16),51.793,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 09A808 (room 0x16),wall of tile 09A109 (room 0x16),52.818,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 09AB08 (room 0x16),wall of tile 09A60A (room 0x16),52.819,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 09AC09 (room 0x16),wall of tile 099708 (room 0x16),42.255,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 099E09 (room 0x16),wall of tile 09A508 (room 0x16),52.818,no,"the line between them leaves the walkable area (a wall's thickness, or another floor)",
wall of tile 139410 (room 0x1a),generic 0x1aea90 (preset 0x005d),40.737,yes,,
wall of tile 139410 (room 0x1a),generic 0x1aea90 (preset 0x005d),40.737,yes,,
wall of tile 13DA10 (room 0x1a),generic 0x1aea90 (preset 0x005d),40.737,yes,,
wall of tile 13DA10 (room 0x1a),generic 0x1aea90 (preset 0x005d),57.055,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 139410 (room 0x1a)
wall of tile 13DA10 (room 0x1a),generic 0x1aea90 (preset 0x005d),40.737,yes,,
wall of tile 248610 (room 0x20),generic 0x1aef10 (preset 0x0078),45.458,yes,,
wall of tile 248610 (room 0x20),generic 0x1aef10 (preset 0x0078),45.458,yes,,
wall of tile 261610 (room 0x20),generic 0x1aef10 (preset 0x0078),45.458,yes,,
wall of tile 261610 (room 0x20),generic 0x1aef10 (preset 0x0078),45.458,yes,,
wall of tile 001B18 (room 0x28),generic 0x1b5608 (preset 0x021b),58.833,yes,,
wall of tile 001B18 (room 0x28),generic 0x1b5608 (preset 0x021b),58.833,yes,,
wall of tile 001B18 (room 0x28),generic 0x1b5688 (preset 0x021c),57.219,yes,,
wall of tile 001B18 (room 0x28),generic 0x1b5688 (preset 0x021c),57.219,yes,,
wall of tile 023318 (room 0x26),generic 0x1b4968 (preset 0x0221),43.030,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b4968 (preset 0x0221)
wall of tile 023318 (room 0x26),generic 0x1b4968 (preset 0x0221),31.128,yes,,
wall of tile 023318 (room 0x26),generic 0x1b4968 (preset 0x0221),31.128,yes,,
wall of tile 025A18 (room 0x24),wall of tile 00AE18 (room 0x24),35.757,no,"another wall pokes into the space between them, so a tighter pair covers this gap",wall of tile 00AE18 (room 0x24)
generic 0x1a8690 (preset 0x009c),generic 0x1aa310 (preset 0x002c),48.091,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1a8690 (preset 0x009c)
generic 0x1a8690 (preset 0x009c),generic 0x1aa310 (preset 0x002c),48.091,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1a8690 (preset 0x009c)
generic 0x1a8690 (preset 0x009c),generic 0x1aa310 (preset 0x002c),58.242,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1a8690 (preset 0x009c)
generic 0x1a8690 (preset 0x009c),generic 0x1aa310 (preset 0x002c),58.242,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1a8690 (preset 0x009c)
generic 0x1a8690 (preset 0x009c),generic 0x1aa310 (preset 0x002c),46.778,yes,,
generic 0x1a8690 (preset 0x009c),generic 0x1aa310 (preset 0x002c),46.778,yes,,
generic 0x1a8690 (preset 0x009c),generic 0x1aa310 (preset 0x002c),46.778,yes,,
generic 0x1a8790 (preset 0x009a),generic 0x1aa610 (preset 0x0029),42.814,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1a8790 (preset 0x009a)
generic 0x1a8790 (preset 0x009a),generic 0x1aa610 (preset 0x0029),27.390,yes,,
generic 0x1a8790 (preset 0x009a),generic 0x1aa610 (preset 0x0029),27.390,yes,,
generic 0x1a8790 (preset 0x009a),generic 0x1aa610 (preset 0x0029),27.390,yes,,
generic 0x1a8890 (preset 0x0098),generic 0x1aa690 (preset 0x0028),49.570,yes,,
generic 0x1a8890 (preset 0x0098),generic 0x1aa690 (preset 0x0028),52.778,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1aa690 (preset 0x0028)
generic 0x1a8890 (preset 0x0098),generic 0x1aa690 (preset 0x0028),49.570,yes,,
generic 0x1a8890 (preset 0x0098),generic 0x1a9510 (preset 0x002f),36.481,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1a8890 (preset 0x0098)
generic 0x1a8890 (preset 0x0098),generic 0x1a9510 (preset 0x002f),36.214,yes,,
generic 0x1a8890 (preset 0x0098),generic 0x1aa690 (preset 0x0028),52.778,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1aa690 (preset 0x0028)
generic 0x1a8890 (preset 0x0098),generic 0x1aa690 (preset 0x0028),49.570,yes,,
generic 0x1a8890 (preset 0x0098),generic 0x1a9510 (preset 0x002f),36.214,yes,,
generic 0x1a8890 (preset 0x0098),generic 0x1a9510 (preset 0x002f),36.214,yes,,
generic 0x1a8910 (preset 0x0097),generic 0x1aa690 (preset 0x0028),52.516,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1aa690 (preset 0x0028)
generic 0x1a8910 (preset 0x0097),generic 0x1aa690 (preset 0x0028),50.825,yes,,
generic 0x1a8910 (preset 0x0097),generic 0x1aa690 (preset 0x0028),50.825,yes,,
generic 0x1a8910 (preset 0x0097),generic 0x1aa690 (preset 0x0028),52.516,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1aa690 (preset 0x0028)
generic 0x1a8910 (preset 0x0097),generic 0x1aa690 (preset 0x0028),50.825,yes,,
generic 0x1a8b90 (preset 0x0092),generic 0x1a9710 (preset 0x001c),55.474,no,the line between them touches another wall,generic 0x1a9710 (preset 0x001c)
generic 0x1a8b90 (preset 0x0092),generic 0x1a9710 (preset 0x001c),4.403,no,the line between them touches another wall,generic 0x1a8b90 (preset 0x0092)
generic 0x1a8b90 (preset 0x0092),generic 0x1a9710 (preset 0x001c),55.474,no,the line between them touches another wall,generic 0x1a9710 (preset 0x001c)
generic 0x1a8c10 (preset 0x0091),generic 0x1a9690 (preset 0x001d),42.536,no,the line between them touches another wall,generic 0x1a9690 (preset 0x001d)
generic 0x1a8c10 (preset 0x0091),generic 0x1a9690 (preset 0x001d),42.945,no,the line between them touches another wall,generic 0x1a8c10 (preset 0x0091)
generic 0x1a8c10 (preset 0x0091),generic 0x1a9690 (preset 0x001d),42.945,no,the line between them touches another wall,generic 0x1a8c10 (preset 0x0091)
generic 0x1a8e90 (preset 0x008c),generic 0x1a9f10 (preset 0x000c),36.214,yes,,
generic 0x1a8e90 (preset 0x008c),generic 0x1a9f10 (preset 0x000c),36.214,yes,,
generic 0x1a8e90 (preset 0x008c),generic 0x1a9f10 (preset 0x000c),36.214,yes,,
generic 0x1a9010 (preset 0x0089),generic 0x1aa390 (preset 0x0002),43.612,no,the line between them touches another wall,generic 0x1a9010 (preset 0x0089)
generic 0x1a9c90 (preset 0x0010),generic 0x1a9d10 (preset 0x000f),31.714,no,the line between them touches another wall,generic 0x1a9c90 (preset 0x0010)
generic 0x1a9c90 (preset 0x0010),generic 0x1a9d10 (preset 0x000f),31.714,no,the line between them touches another wall,generic 0x1a9c90 (preset 0x0010)
generic 0x1a9c90 (preset 0x0010),generic 0x1a9d10 (preset 0x000f),31.714,no,the line between them touches another wall,generic 0x1a9c90 (preset 0x0010)
generic 0x1a9c90 (preset 0x0010),generic 0x1a9d10 (preset 0x000f),24.083,no,the line between them touches another wall,generic 0x1a9c90 (preset 0x0010)
generic 0x1a9c90 (preset 0x0010),generic 0x1a9d10 (preset 0x000f),24.083,no,the line between them touches another wall,generic 0x1a9c90 (preset 0x0010)
generic 0x1a9c90 (preset 0x0010),generic 0x1a9d10 (preset 0x000f),24.083,no,the line between them touches another wall,generic 0x1a9c90 (preset 0x0010)
generic 0x1a9c90 (preset 0x0010),generic 0x1a9d10 (preset 0x000f),21.889,no,the line between them touches another wall,generic 0x1a9c90 (preset 0x0010)
generic 0x1a9c90 (preset 0x0010),generic 0x1a9d10 (preset 0x000f),21.889,no,the line between them touches another wall,generic 0x1a9c90 (preset 0x0010)
generic 0x1a9c90 (preset 0x0010),generic 0x1a9d10 (preset 0x000f),21.889,no,the line between them touches another wall,generic 0x1a9c90 (preset 0x0010)
generic 0x1a9c90 (preset 0x0010),generic 0x1a9d10 (preset 0x000f),17.714,no,the line between them touches another wall,generic 0x1a9c90 (preset 0x0010)
generic 0x1a9c90 (preset 0x0010),generic 0x1a9d10 (preset 0x000f),17.714,no,the line between them touches another wall,generic 0x1a9c90 (preset 0x0010)
generic 0x1a9c90 (preset 0x0010),generic 0x1a9d10 (preset 0x000f),17.714,no,the line between them touches another wall,generic 0x1a9c90 (preset 0x0010)
generic 0x1abb90 (preset 0x00a1),generic 0x1ac390 (preset 0x0045),13.437,yes,,
generic 0x1abb90 (preset 0x00a1),generic 0x1ac390 (preset 0x0045),13.437,yes,,
generic 0x1abb90 (preset 0x00a1),generic 0x1ac390 (preset 0x0045),13.437,yes,,
generic 0x1abd10 (preset 0x009d),generic 0x1acb10 (preset 0x0036),47.330,yes,,
generic 0x1abd10 (preset 0x009d),generic 0x1acb10 (preset 0x0036),47.330,yes,,
generic 0x1abd10 (preset 0x009d),generic 0x1acb10 (preset 0x0036),47.330,yes,,
generic 0x1adc10 (preset 0x00ab),generic 0x1adf10 (preset 0x0076),10.471,no,the line between them touches another wall,generic 0x1adc10 (preset 0x00ab)
generic 0x1adc90 (preset 0x00aa),generic 0x1ade90 (preset 0x0077),5.733,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1ade90 (preset 0x0077)
generic 0x1adc90 (preset 0x00aa),generic 0x1ade90 (preset 0x0077),5.683,yes,,
generic 0x1adc90 (preset 0x00aa),generic 0x1ade90 (preset 0x0077),8.172,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1adc90 (preset 0x00aa)
generic 0x1adc90 (preset 0x00aa),generic 0x1ade90 (preset 0x0077),8.172,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1adc90 (preset 0x00aa)
generic 0x1adc90 (preset 0x00aa),generic 0x1ade90 (preset 0x0077),5.733,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1ade90 (preset 0x0077)
generic 0x1adc90 (preset 0x00aa),generic 0x1ade90 (preset 0x0077),5.683,yes,,
generic 0x1adc90 (preset 0x00aa),generic 0x1ade90 (preset 0x0077),5.683,yes,,
generic 0x1aea10 (preset 0x005e),generic 0x1af910 (preset 0x0085),39.689,yes,,
generic 0x1aea10 (preset 0x005e),generic 0x1af910 (preset 0x0085),39.689,yes,,
generic 0x1aea10 (preset 0x005e),generic 0x1af910 (preset 0x0085),48.684,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1af910 (preset 0x0085)
generic 0x1aea10 (preset 0x005e),generic 0x1af910 (preset 0x0085),39.689,yes,,
generic 0x1aea10 (preset 0x005e),generic 0x1af910 (preset 0x0085),48.684,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1af910 (preset 0x0085)
generic 0x1aed10 (preset 0x0057),generic 0x1afd10 (preset 0x007d),57.211,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1aed10 (preset 0x0057)
generic 0x1aed10 (preset 0x0057),generic 0x1afd10 (preset 0x007d),57.211,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1aed10 (preset 0x0057)
generic 0x1aed10 (preset 0x0057),generic 0x1afd10 (preset 0x007d),48.488,yes,,
generic 0x1aed10 (preset 0x0057),generic 0x1afd10 (preset 0x007d),48.488,yes,,
generic 0x1aed10 (preset 0x0057),generic 0x1afd10 (preset 0x007d),48.488,yes,,
generic 0x1aed10 (preset 0x0057),generic 0x1afd10 (preset 0x007d),58.705,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1aed10 (preset 0x0057)
generic 0x1aed10 (preset 0x0057),generic 0x1afd10 (preset 0x007d),58.705,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1aed10 (preset 0x0057)
generic 0x1aef10 (preset 0x0078),generic 0x1af110 (preset 0x007c),25.787,yes,,
generic 0x1aef10 (preset 0x0078),generic 0x1af110 (preset 0x007c),25.787,yes,,
generic 0x1aef10 (preset 0x0078),generic 0x1af110 (preset 0x007c),25.787,yes,,
generic 0x1b42e8 (preset 0x0210),generic 0x1b46e8 (preset 0x0218),52.065,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b42e8 (preset 0x0210)
generic 0x1b42e8 (preset 0x0210),generic 0x1b46e8 (preset 0x0218),52.065,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b42e8 (preset 0x0210)
generic 0x1b42e8 (preset 0x0210),generic 0x1b4468 (preset 0x0213),24.436,yes,,
generic 0x1b42e8 (preset 0x0210),generic 0x1b4468 (preset 0x0213),24.436,yes,,
generic 0x1b42e8 (preset 0x0210),generic 0x1b46e8 (preset 0x0218),38.180,yes,,
generic 0x1b42e8 (preset 0x0210),generic 0x1b46e8 (preset 0x0218),38.181,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b46e8 (preset 0x0218)
generic 0x1b42e8 (preset 0x0210),generic 0x1b46e8 (preset 0x0218),52.065,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b46e8 (preset 0x0218)
generic 0x1b42e8 (preset 0x0210),generic 0x1b4468 (preset 0x0213),24.436,yes,,
generic 0x1b42e8 (preset 0x0210),generic 0x1b4468 (preset 0x0213),24.436,yes,,
generic 0x1b42e8 (preset 0x0210),generic 0x1b46e8 (preset 0x0218),38.180,yes,,
generic 0x1b42e8 (preset 0x0210),generic 0x1b46e8 (preset 0x0218),52.065,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b46e8 (preset 0x0218)
generic 0x1b4468 (preset 0x0213),generic 0x1b46e8 (preset 0x0218),59.397,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b46e8 (preset 0x0218)
generic 0x1b4468 (preset 0x0213),generic 0x1b46e8 (preset 0x0218),30.746,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b4468 (preset 0x0213)
generic 0x1b4468 (preset 0x0213),generic 0x1b46e8 (preset 0x0218),59.397,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b46e8 (preset 0x0218)
generic 0x1b4468 (preset 0x0213),generic 0x1b46e8 (preset 0x0218),30.746,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b46e8 (preset 0x0218)
generic 0x1b4468 (preset 0x0213),generic 0x1b46e8 (preset 0x0218),30.746,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b46e8 (preset 0x0218)
generic 0x1b4468 (preset 0x0213),generic 0x1b46e8 (preset 0x0218),59.397,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b46e8 (preset 0x0218)
generic 0x1b4468 (preset 0x0213),generic 0x1b46e8 (preset 0x0218),59.397,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b4468 (preset 0x0213)
generic 0x1b4468 (preset 0x0213),generic 0x1b46e8 (preset 0x0218),30.746,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b4468 (preset 0x0213)
generic 0x1b44e8 (preset 0x0214),generic 0x1b4568 (preset 0x0215),44.077,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b44e8 (preset 0x0214)
generic 0x1b44e8 (preset 0x0214),generic 0x1b4568 (preset 0x0215),44.077,no,"another wall pokes into the space between them, so a tighter pair covers this gap",generic 0x1b44e8 (preset 0x0214)
generic 0x1b44e8 (preset 0x0214),generic 0x1b4568 (preset 0x0215),42.546,yes,,
